learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),size ,maturity ,evalsize ,cmb ,tau,MaxSnapshotsSize,SnapshotsSize,stabilityIndex,stabilityThreshold,differenceThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
192.0,0.029192236,2.54298747719162E-9,192.0,100.0,?,?,?,192.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,26.19999999999999,61.26764537460123,279.73333333333323,191.55110923975454
384.0,0.111213984,9.975269019107025E-9,384.0,100.0,?,?,?,384.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,46.60000000000001,116.76590097392354,279.73333333333323,191.55110923975454
576.0,0.165723368,1.4914557664410936E-8,576.0,100.0,?,?,?,576.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,67.06666666666662,172.48576769119933,279.73333333333323,191.55110923975454
768.0,0.211277572,1.9042385683216983E-8,768.0,100.0,?,?,?,768.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,77.71666666666664,218.4627800667881,279.73333333333323,191.55110923975454
960.0,0.253607947,2.2878091120448794E-8,960.0,100.0,?,?,?,960.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,100.4416666666667,275.5692594189249,279.73333333333323,191.55110923975454
1152.0,0.290345529,2.620701374464358E-8,1152.0,100.0,?,?,?,1152.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,116.51666666666682,330.1468220195917,279.73333333333323,191.55110923975454
1344.0,0.322688818,2.913775389223877E-8,1344.0,100.0,?,?,?,1344.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,122.29166666666664,368.3065127375973,279.73333333333323,191.55110923975454
1536.0,0.352676428,3.1855037609347043E-8,1536.0,100.0,?,?,?,1536.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,142.39166666666668,422.98428156490684,279.73333333333323,191.55110923975454
1728.0,0.382571051,3.456389544453265E-8,1728.0,100.0,?,?,?,1728.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,158.9916666666667,475.11211407243167,279.73333333333323,191.55110923975454
1920.0,0.412118196,3.724126706553003E-8,1920.0,100.0,?,?,?,1920.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,178.04166666666666,529.2248397632228,279.73333333333323,191.55110923975454
2112.0,0.433132414,3.9145439902217026E-8,2112.0,100.0,?,?,?,2112.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,188.86666666666662,580.5283587820153,279.73333333333323,191.55110923975454
2304.0,0.452937212,4.0940022902530104E-8,2304.0,100.0,?,?,?,2304.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,206.3416666666669,633.7559440104902,279.73333333333323,191.55110923975454
