learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),size ,maturity ,evalsize ,cmb ,tau,MaxSnapshotsSize,SnapshotsSize,stabilityIndex,stabilityThreshold,differenceThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
72.0,0.018488458,1.4686036161623066E-9,72.0,100.0,?,?,?,72.0,318360.0,20.0,20.0,20.0,0.0,100.0,100.0,0.0,0.0,0.8,0.7,9.683333333333325,22.472759731995275,274.6666666666666,185.62333476414966
144.0,0.099663815,8.824190667166065E-9,144.0,100.0,?,?,?,144.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,20.058333333333337,45.99530407768688,279.73333333333323,191.55110923975454
216.0,0.161498631,1.4427262691484971E-8,216.0,100.0,?,?,?,216.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,28.97500000000001,68.7212690156843,279.73333333333323,191.55110923975454
288.0,0.218151974,1.9560823067041737E-8,288.0,100.0,?,?,?,288.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,37.39166666666668,90.3623235082184,279.73333333333323,191.55110923975454
360.0,0.261179426,2.3459693123983843E-8,360.0,100.0,?,?,?,360.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,42.949999999999996,108.852907458574,279.73333333333323,191.55110923975454
432.0,0.301942726,2.715340033658263E-8,432.0,100.0,?,?,?,432.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,52.500000000000014,131.69508965278646,279.73333333333323,191.55110923975454
504.0,0.33885276,3.0497949448236164E-8,504.0,100.0,?,?,?,504.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,57.69166666666666,149.53810092231004,279.73333333333323,191.55110923975454
576.0,0.370141781,3.333315863254791E-8,576.0,100.0,?,?,?,576.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,67.06666666666662,172.48576769119933,279.73333333333323,191.55110923975454
648.0,0.400478469,3.6082073545520094E-8,648.0,100.0,?,?,?,648.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,70.84166666666668,190.47777151829817,279.73333333333323,191.55110923975454
720.0,0.425187159,3.832101559552261E-8,720.0,100.0,?,?,?,720.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,73.2166666666667,204.9866641833005,279.73333333333323,191.55110923975454
792.0,0.444579118,4.007818978958246E-8,792.0,100.0,?,?,?,792.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,80.8416666666667,225.6588112386393,279.73333333333323,191.55110923975454
864.0,0.462354515,4.1688881566394126E-8,864.0,100.0,?,?,?,864.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,88.11666666666666,246.92407513151053,279.73333333333323,191.55110923975454
936.0,0.479300803,4.3224444835618556E-8,936.0,100.0,?,?,?,936.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,96.6166666666667,268.28187181600265,279.73333333333323,191.55110923975454
1008.0,0.496125001,4.47489450968533E-8,1008.0,100.0,?,?,?,1008.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,104.5916666666666,289.68320847869273,279.73333333333323,191.55110923975454
1080.0,0.511227335,4.611742115308221E-8,1080.0,100.0,?,?,?,1080.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,111.69166666666659,310.0472123395916,279.73333333333323,191.55110923975454
1152.0,0.527642131,4.7604824046825786E-8,1152.0,100.0,?,?,?,1152.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,116.51666666666682,330.1468220195917,279.73333333333323,191.55110923975454
1224.0,0.546699318,4.933166336242938E-8,1224.0,100.0,?,?,?,1224.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,123.96666666666667,351.4211946118345,279.73333333333323,191.55110923975454
1296.0,0.563949673,5.089477922114027E-8,1296.0,100.0,?,?,?,1296.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,128.79166666666663,370.60028288962644,279.73333333333323,191.55110923975454
1368.0,0.581410472,5.2476964157198875E-8,1368.0,100.0,?,?,?,1368.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,124.1916666666666,374.96454276815734,279.73333333333323,191.55110923975454
1440.0,0.599377122,5.4104986046772044E-8,1440.0,100.0,?,?,?,1440.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,133.91666666666666,395.4250044871586,279.73333333333323,191.55110923975454
