learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),size ,maturity ,evalsize ,cmb ,tau,MaxSnapshotsSize,SnapshotsSize,stabilityIndex,stabilityThreshold,differenceThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
129.0,0.025165984,2.1922535212172402E-9,129.0,100.0,?,?,?,129.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,17.558333333333326,40.82423811128564,279.73333333333323,191.55110923975454
258.0,0.107379169,9.641881848786854E-9,258.0,100.0,?,?,?,258.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,33.791666666666664,81.0158087937768,279.73333333333323,191.55110923975454
387.0,0.159811779,1.4392986635013173E-8,387.0,100.0,?,?,?,387.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,47.10000000000005,117.75165434438848,279.73333333333323,191.55110923975454
516.0,0.201586842,1.817837328206748E-8,516.0,100.0,?,?,?,516.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,59.69166666666668,153.37918059246408,279.73333333333323,191.55110923975454
645.0,0.235583803,2.125895851565111E-8,645.0,100.0,?,?,?,645.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,70.34166666666663,189.55447525615386,279.73333333333323,191.55110923975454
774.0,0.266562477,2.4066046057399363E-8,774.0,100.0,?,?,?,774.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,78.7166666666667,220.23769372361008,279.73333333333323,191.55110923975454
903.0,0.297916022,2.6907101990237006E-8,903.0,100.0,?,?,?,903.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,93.56666666666663,258.8450668400906,279.73333333333323,191.55110923975454
1032.0,0.322786405,2.916069561654288E-8,1032.0,100.0,?,?,?,1032.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,104.91666666666667,295.4579576892536,279.73333333333323,191.55110923975454
1161.0,0.347053903,3.135965969438561E-8,1161.0,100.0,?,?,?,1161.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,115.74166666666672,332.60915301516866,279.73333333333323,191.55110923975454
1290.0,0.372143012,3.363307285943793E-8,1290.0,100.0,?,?,?,1290.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,127.7916666666667,368.8644144296017,279.73333333333323,191.55110923975454
1419.0,0.394892227,3.5694459928847435E-8,1419.0,100.0,?,?,?,1419.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,130.7666666666667,389.42165118154855,279.73333333333323,191.55110923975454
1548.0,0.414322572,3.745511241453389E-8,1548.0,100.0,?,?,?,1548.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,144.39166666666674,426.36541505715803,279.73333333333323,191.55110923975454
1677.0,0.434175326,3.925404087812122E-8,1677.0,100.0,?,?,?,1677.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,152.59166666666678,460.45497222049534,279.73333333333323,191.55110923975454
1806.0,0.453635462,4.1017392831995256E-8,1806.0,100.0,?,?,?,1806.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,167.79166666666666,497.8007919855095,279.73333333333323,191.55110923975454
1935.0,0.471708137,4.2655022022920765E-8,1935.0,100.0,?,?,?,1935.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,178.61666666666676,533.669415554273,279.73333333333323,191.55110923975454
