learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),size ,maturity ,evalsize ,cmb ,tau,MaxSnapshotsSize,SnapshotsSize,stabilityIndex,stabilityThreshold,differenceThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
144.0,0.031405293,2.7357707993499934E-9,144.0,100.0,?,?,?,144.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,20.058333333333337,45.99530407768688,279.73333333333323,191.55110923975454
288.0,0.122963774,1.1032209548035428E-8,288.0,100.0,?,?,?,288.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,37.39166666666668,90.3623235082184,279.73333333333323,191.55110923975454
432.0,0.17672454,1.5903663260787723E-8,432.0,100.0,?,?,?,432.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,52.500000000000014,131.69508965278646,279.73333333333323,191.55110923975454
576.0,0.219489038,1.977870612301346E-8,576.0,100.0,?,?,?,576.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,67.06666666666662,172.48576769119933,279.73333333333323,191.55110923975454
720.0,0.254349336,2.293752138468126E-8,720.0,100.0,?,?,?,720.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,73.2166666666667,204.9866641833005,279.73333333333323,191.55110923975454
864.0,0.287718271,2.5961198954609116E-8,864.0,100.0,?,?,?,864.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,88.11666666666666,246.92407513151053,279.73333333333323,191.55110923975454
1008.0,0.32018943,2.8903525856497385E-8,1008.0,100.0,?,?,?,1008.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,104.5916666666666,289.68320847869273,279.73333333333323,191.55110923975454
1152.0,0.347457322,3.1374366277973685E-8,1152.0,100.0,?,?,?,1152.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,116.51666666666682,330.1468220195917,279.73333333333323,191.55110923975454
1296.0,0.376056721,3.3965859271972955E-8,1296.0,100.0,?,?,?,1296.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,128.79166666666663,370.60028288962644,279.73333333333323,191.55110923975454
1440.0,0.404317174,3.652663916656954E-8,1440.0,100.0,?,?,?,1440.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,133.91666666666666,395.4250044871586,279.73333333333323,191.55110923975454
1584.0,0.425100392,3.840988027383056E-8,1584.0,100.0,?,?,?,1584.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,148.99166666666662,436.90747623165566,279.73333333333323,191.55110923975454
