learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),size ,maturity ,evalsize ,cmb ,tau,MaxSnapshotsSize,SnapshotsSize,stabilityIndex,stabilityThreshold,differenceThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
235.0,0.037111955,3.2328882521742747E-9,235.0,100.0,?,?,?,235.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,31.966666666666665,75.31256251668198,279.73333333333323,191.55110923975454
470.0,0.125594032,1.1250563121495976E-8,470.0,100.0,?,?,?,470.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,56.90833333333337,143.66300412249979,279.73333333333323,191.55110923975454
705.0,0.19290337,1.7349701003999346E-8,705.0,100.0,?,?,?,705.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,72.46666666666673,200.80752661466164,279.73333333333323,191.55110923975454
940.0,0.252998362,2.2795121404002938E-8,940.0,100.0,?,?,?,940.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,97.28333333333325,269.48136255018596,279.73333333333323,191.55110923975454
1175.0,0.307147807,2.7701794699705723E-8,1175.0,100.0,?,?,?,1175.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,117.72500000000002,336.784497400156,279.73333333333323,191.55110923975454
1410.0,0.345509078,3.11778455439003E-8,1410.0,100.0,?,?,?,1410.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,129.2666666666665,386.9078828402459,279.73333333333323,191.55110923975454
1645.0,0.382329478,3.451427260085527E-8,1645.0,100.0,?,?,?,1645.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,150.0583333333333,451.7198562177675,279.73333333333323,191.55110923975454
1880.0,0.419199492,3.7855195358345914E-8,1880.0,100.0,?,?,?,1880.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,176.8,518.9656422299321,279.73333333333323,191.55110923975454
2115.0,0.456501048,4.123522166726491E-8,2115.0,100.0,?,?,?,2115.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,189.36666666666667,581.3447021734161,279.73333333333323,191.55110923975454
2350.0,0.487413315,4.4032197358080505E-8,2350.0,100.0,?,?,?,2350.0,349752.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,210.33333333333334,646.443955122829,275.5999999999999,187.98562433862648
2585.0,0.515002402,4.6532142397881394E-8,2585.0,100.0,?,?,?,2585.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,226.92500000000013,711.7370532599755,279.73333333333323,191.55110923975454
2820.0,0.542334396,4.900879132896663E-8,2820.0,100.0,?,?,?,2820.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,251.04166666666669,777.3622539585722,279.73333333333323,191.55110923975454
3055.0,0.569397942,5.146111523450664E-8,3055.0,100.0,?,?,?,3055.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,272.18333333333305,841.9569140389779,279.73333333333323,191.55110923975454
3290.0,0.59642968,5.391055690433417E-8,3290.0,100.0,?,?,?,3290.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,285.97499999999997,906.5682031335385,279.73333333333323,191.55110923975454
3525.0,0.623389429,5.6353475395505224E-8,3525.0,100.0,?,?,?,3525.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,311.3166666666668,971.6435351422622,279.73333333333323,191.55110923975454
3760.0,0.644430607,5.8260091173427395E-8,3760.0,100.0,?,?,?,3760.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,325.4583333333333,1036.9646469005434,279.73333333333323,191.55110923975454
3995.0,0.665235339,6.0145281740545E-8,3995.0,100.0,?,?,?,3995.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,350.80000000000007,1102.5666663660356,279.73333333333323,191.55110923975454
4230.0,0.686362978,6.205973205638016E-8,4230.0,100.0,?,?,?,4230.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,368.26666666666654,1168.2952727190602,279.73333333333323,191.55110923975454
4465.0,0.706501293,6.388453621514764E-8,4465.0,100.0,?,?,?,4465.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,385.7333333333333,1232.1590515397422,279.73333333333323,191.55110923975454
4700.0,0.72727855,6.576723717505321E-8,4700.0,100.0,?,?,?,4700.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,405.64999999999975,1297.1168458410773,279.73333333333323,191.55110923975454
4935.0,0.747236485,6.757569646215896E-8,4935.0,100.0,?,?,?,4935.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,426.79166666666634,1362.3989155060235,279.73333333333323,191.55110923975454
5170.0,0.767034355,6.936965169181635E-8,5170.0,100.0,?,?,?,5170.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,446.70833333333314,1427.6947005270993,279.73333333333323,191.55110923975454
5405.0,0.787812622,7.125244417140469E-8,5405.0,100.0,?,?,?,5405.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,470.65000000000015,1492.9343766358843,279.73333333333323,191.55110923975454
5640.0,0.807600915,7.30455315951196E-8,5640.0,100.0,?,?,?,5640.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,487.94166666666626,1559.0241792629802,279.73333333333323,191.55110923975454
5875.0,0.827085965,7.481114109491104E-8,5875.0,100.0,?,?,?,5875.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,502.4333333333334,1623.1655591753408,279.73333333333323,191.55110923975454
6110.0,0.847246219,7.66379332242927E-8,6110.0,100.0,?,?,?,6110.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,524.7999999999997,1688.4267531759663,279.73333333333323,191.55110923975454
6345.0,0.866332923,7.83674471799719E-8,6345.0,100.0,?,?,?,6345.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,548.2166666666672,1753.2959511037668,279.73333333333323,191.55110923975454
6580.0,0.88598094,8.014782369772595E-8,6580.0,100.0,?,?,?,6580.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,566.0333333333341,1818.4619456065197,279.73333333333323,191.55110923975454
6815.0,0.905978363,8.195986113258743E-8,6815.0,100.0,?,?,?,6815.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,591.7250000000004,1882.9482423591362,279.73333333333323,191.55110923975454
7050.0,0.925457699,8.372495286656959E-8,7050.0,100.0,?,?,?,7050.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,607.9666666666672,1948.1579877150725,279.73333333333323,191.55110923975454
7285.0,0.944732988,8.54690020741688E-8,7285.0,100.0,?,?,?,7285.0,349752.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,617.2083333333335,2015.1021614147446,275.5999999999999,187.98562433862648
7520.0,0.964663227,8.727495172846857E-8,7520.0,100.0,?,?,?,7520.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,640.6249999999999,2079.781283194069,279.73333333333323,191.55110923975454
7755.0,0.982532032,8.88941075355063E-8,7755.0,100.0,?,?,?,7755.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,658.7916666666664,2144.933239821538,279.73333333333323,191.55110923975454
7990.0,1.000260349,9.050053322651115E-8,7990.0,100.0,?,?,?,7990.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,682.0333333333326,2209.3058833657474,279.73333333333323,191.55110923975454
8225.0,1.019260868,9.222223765361642E-8,8225.0,100.0,?,?,?,8225.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,699.5,2274.9247581979894,279.73333333333323,191.55110923975454
8460.0,1.0419862,9.429759273933041E-8,8460.0,99.9,99.64646821749275,0.0,99.41520467836257,8460.0,353008.0,20.0,20.0,20.0,0.0,100.0,100.0,2.0,1.0,0.8,0.7,729.4500000000002,2338.2662033684546,302.46666666666675,234.8541808750906
8695.0,1.067836375,9.665671419110564E-8,8695.0,99.9,99.79259136350439,0.0,99.75369458128078,8695.0,352768.0,20.0,20.0,20.0,0.0,100.0,100.0,2.0,1.0,0.8,0.7,748.1416666666663,2404.297316224414,300.46666666666664,230.8130653764198
8930.0,1.094801202,9.911700220562104E-8,8930.0,99.9,99.78285416485711,0.0,99.8,8930.0,352688.0,20.0,20.0,20.0,0.0,100.0,100.0,2.0,1.0,0.8,0.7,767.1833333333333,2469.741761696511,299.80000000000024,229.44630466121947
9165.0,1.119783073,1.013958470236717E-7,9165.0,99.9,99.54128440366972,0.0,99.8,9165.0,352608.0,20.0,20.0,20.0,0.0,100.0,100.0,2.0,1.0,0.8,0.7,781.3250000000004,2535.1463092795616,299.13333333333327,228.0693884289941
