learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),size ,maturity ,evalsize ,cmb ,tau,MaxSnapshotsSize,SnapshotsSize,stabilityIndex,stabilityThreshold,differenceThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
221.0,0.037424962,3.260154847349558E-9,221.0,100.0,?,?,?,221.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,29.808333333333326,70.43577393128946,279.73333333333323,191.55110923975454
442.0,0.139081818,1.2471643176736931E-8,442.0,100.0,?,?,?,442.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,52.59166666666665,134.47304536587248,279.73333333333323,191.55110923975454
663.0,0.199526853,1.7948782214677583E-8,663.0,100.0,?,?,?,663.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,71.94166666666669,194.94206404296978,279.73333333333323,191.55110923975454
884.0,0.249920486,2.2515128062073557E-8,884.0,100.0,?,?,?,884.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,91.10000000000002,252.98734149752073,279.73333333333323,191.55110923975454
1105.0,0.289307598,2.608413399824252E-8,1105.0,100.0,?,?,?,1105.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,114.98333333333333,317.7298938314958,279.73333333333323,191.55110923975454
1326.0,0.326782504,2.947986816558573E-8,1326.0,100.0,?,?,?,1326.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,120.6916666666666,363.1513978289193,279.73333333333323,191.55110923975454
1547.0,0.366516171,3.3080276679638773E-8,1547.0,100.0,?,?,?,1547.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,144.22499999999994,426.0828708304594,279.73333333333323,191.55110923975454
1768.0,0.405049311,3.657190118359402E-8,1768.0,100.0,?,?,?,1768.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,164.08333333333334,486.71608522736085,279.73333333333323,191.55110923975454
1989.0,0.44383673,4.008656680974281E-8,1989.0,100.0,?,?,?,1989.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,179.74166666666656,547.7515614210661,279.73333333333323,191.55110923975454
2210.0,0.479445324,4.33131878264E-8,2210.0,100.0,?,?,?,2210.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,197.5,607.9039066035564,279.73333333333323,191.55110923975454
2431.0,0.508879331,4.59803076118831E-8,2431.0,100.0,?,?,?,2431.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,218.23333333333323,669.216018600736,279.73333333333323,191.55110923975454
2652.0,0.536582043,4.84905486159958E-8,2652.0,100.0,?,?,?,2652.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,235.81666666666672,730.253633655997,279.73333333333323,191.55110923975454
2873.0,0.562577551,5.084609380970606E-8,2873.0,100.0,?,?,?,2873.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,256.8999999999998,792.0375213928422,279.73333333333323,191.55110923975454
3094.0,0.587070877,5.3065520963708155E-8,3094.0,100.0,?,?,?,3094.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,272.3833333333333,852.9413092533465,279.73333333333323,191.55110923975454
3315.0,0.610572337,5.519507162100533E-8,3315.0,100.0,?,?,?,3315.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,288.7416666666666,913.4827756682533,279.73333333333323,191.55110923975454
3536.0,0.63037902,5.698982542785506E-8,3536.0,100.0,?,?,?,3536.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,311.05,974.9825066303979,279.73333333333323,191.55110923975454
3757.0,0.648812771,5.865773135780668E-8,3757.0,100.0,?,?,?,3757.0,349752.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,324.95833333333314,1036.176150592177,275.5999999999999,187.98562433862648
3978.0,0.667058179,6.031101249859772E-8,3978.0,100.0,?,?,?,3978.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,350.7666666666664,1097.551267793069,279.73333333333323,191.55110923975454
