learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),size ,maturity ,evalsize ,cmb ,tau,MaxSnapshotsSize,SnapshotsSize,stabilityIndex,stabilityThreshold,differenceThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
231.0,0.031850212,2.7745284829123158E-9,231.0,100.0,?,?,?,231.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,31.299999999999983,73.93269707970211,279.73333333333323,191.55110923975454
462.0,0.111290202,9.97286777418107E-9,462.0,100.0,?,?,?,462.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,55.57499999999998,141.05429328971937,279.73333333333323,191.55110923975454
693.0,0.150106347,1.3490136365089568E-8,693.0,100.0,?,?,?,693.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,70.46666666666668,197.23713208853394,279.73333333333323,191.55110923975454
924.0,0.190251587,1.7127838968644956E-8,924.0,100.0,?,?,?,924.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,94.61666666666665,264.7015818822781,279.73333333333323,191.55110923975454
1155.0,0.226406899,2.0404000042654162E-8,1155.0,100.0,?,?,?,1155.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,114.74166666666665,330.8728333706851,279.73333333333323,191.55110923975454
1386.0,0.265149505,2.3914605003907865E-8,1386.0,100.0,?,?,?,1386.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,125.79166666666656,380.1117238642444,279.73333333333323,191.55110923975454
1617.0,0.30469204,2.7497694369438625E-8,1617.0,100.0,?,?,?,1617.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,145.7416666666667,443.8972645135099,279.73333333333323,191.55110923975454
1848.0,0.342597632,3.09324545230137E-8,1848.0,100.0,?,?,?,1848.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,171.99166666666673,509.75030130238395,279.73333333333323,191.55110923975454
2079.0,0.379808742,3.430428519903372E-8,2079.0,100.0,?,?,?,2079.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,184.59166666666673,571.3373004227378,279.73333333333323,191.55110923975454
2310.0,0.414620079,3.7458663930812235E-8,2310.0,100.0,?,?,?,2310.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,207.16666666666669,635.4455504754501,279.73333333333323,191.55110923975454
2541.0,0.442471567,3.998238605603783E-8,2541.0,100.0,?,?,?,2541.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,223.44166666666663,699.4071895088687,279.73333333333323,191.55110923975454
2772.0,0.467444183,4.224524337712469E-8,2772.0,100.0,?,?,?,2772.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,245.66666666666663,763.8312798580818,279.73333333333323,191.55110923975454
3003.0,0.491510021,4.442593432701918E-8,3003.0,100.0,?,?,?,3003.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,271.74166666666673,828.9354365167202,279.73333333333323,191.55110923975454
3234.0,0.514324154,4.649320384669222E-8,3234.0,100.0,?,?,?,3234.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,285.2166666666669,892.0846342572388,279.73333333333323,191.55110923975454
3465.0,0.533530408,4.823355065195098E-8,3465.0,100.0,?,?,?,3465.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,304.1166666666665,955.0128089539461,279.73333333333323,191.55110923975454
3696.0,0.551745862,4.988411755454624E-8,3696.0,100.0,?,?,?,3696.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,322.6666666666668,1019.5372020885637,279.73333333333323,191.55110923975454
3927.0,0.56994642,5.153333467774094E-8,3927.0,100.0,?,?,?,3927.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,344.3666666666667,1083.4112089225623,279.73333333333323,191.55110923975454
4158.0,0.588533755,5.321759903691917E-8,4158.0,100.0,?,?,?,4158.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,361.16666666666674,1148.2348040649645,279.73333333333323,191.55110923975454
4389.0,0.605953178,5.4796034746844746E-8,4389.0,100.0,?,?,?,4389.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,385.31666666666655,1212.5206537846445,279.73333333333323,191.55110923975454
4620.0,0.623901773,5.642242060882144E-8,4620.0,100.0,?,?,?,4620.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,398.9666666666665,1275.3292402938382,279.73333333333323,191.55110923975454
4851.0,0.641039848,5.797536237844163E-8,4851.0,100.0,?,?,?,4851.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,418.39166666666705,1339.3240192355997,279.73333333333323,191.55110923975454
5082.0,0.658643254,5.957046944063986E-8,5082.0,100.0,?,?,?,5082.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,440.61666666666645,1403.56204224914,279.73333333333323,191.55110923975454
5313.0,0.676831692,6.12185883276413E-8,5313.0,100.0,?,?,?,5313.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,460.0416666666665,1467.5504337365114,279.73333333333323,191.55110923975454
5544.0,0.694721728,6.283966795090173E-8,5544.0,100.0,?,?,?,5544.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,481.56666666666706,1532.14125845313,279.73333333333323,191.55110923975454
5775.0,0.712083167,6.441284952490075E-8,5775.0,100.0,?,?,?,5775.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,489.4416666666665,1596.3583757400838,279.73333333333323,191.55110923975454
6006.0,0.729688313,6.600811425467128E-8,6006.0,100.0,?,?,?,6006.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,513.5916666666666,1659.723351939108,279.73333333333323,191.55110923975454
6237.0,0.749003323,6.775831582688004E-8,6237.0,100.0,?,?,?,6237.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,536.691666666667,1723.326555455087,279.73333333333323,191.55110923975454
6468.0,0.768141649,6.94925074350979E-8,6468.0,100.0,?,?,?,6468.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,552.6166666666663,1787.897399831693,279.73333333333323,191.55110923975454
6699.0,0.786873156,7.118983573061727E-8,6699.0,100.0,?,?,?,6699.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,574.8416666666669,1851.8385821619963,279.73333333333323,191.55110923975454
6930.0,0.806601378,7.29774799079324E-8,6930.0,100.0,?,?,?,6930.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,603.8916666666667,1914.9620958393416,279.73333333333323,191.55110923975454
7161.0,0.825149696,7.465820879833568E-8,7161.0,100.0,?,?,?,7161.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,611.7666666666672,1979.9527357627358,279.73333333333323,191.55110923975454
7392.0,0.843952471,7.636199494014393E-8,7392.0,100.0,?,?,?,7392.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,627.5166666666665,2044.6260654748205,279.73333333333323,191.55110923975454
