learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),size ,maturity ,evalsize ,cmb ,tau,MaxSnapshotsSize,SnapshotsSize,stabilityIndex,stabilityThreshold,differenceThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
77.0,0.017218884,1.3789822973807653E-9,77.0,100.0,?,?,?,77.0,320880.0,20.0,20.0,20.0,0.0,100.0,100.0,0.0,0.0,0.8,0.7,10.516666666666653,24.287833982301102,274.6666666666666,185.62333476414966
154.0,0.103651406,9.210939717768795E-9,154.0,100.0,?,?,?,154.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,21.55,49.50390019436633,279.73333333333323,191.55110923975454
231.0,0.153241338,1.3704459366587302E-8,231.0,100.0,?,?,?,231.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,31.299999999999983,73.93269707970211,279.73333333333323,191.55110923975454
308.0,0.197633539,1.7726994171591685E-8,308.0,100.0,?,?,?,308.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,38.97500000000001,95.69853423005765,279.73333333333323,191.55110923975454
385.0,0.230995702,2.0750058106577235E-8,385.0,100.0,?,?,?,385.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,46.766666666666666,117.09421139294928,279.73333333333323,191.55110923975454
462.0,0.263172561,2.3665717441495513E-8,462.0,100.0,?,?,?,462.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,55.57499999999998,141.05429328971937,279.73333333333323,191.55110923975454
539.0,0.293339848,2.6399282328941762E-8,539.0,100.0,?,?,?,539.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,62.824999999999996,160.8580804896774,279.73333333333323,191.55110923975454
616.0,0.322957447,2.9083038036800513E-8,616.0,100.0,?,?,?,616.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,68.30833333333328,182.1321339458973,279.73333333333323,191.55110923975454
693.0,0.354050475,3.1900487600136555E-8,693.0,100.0,?,?,?,693.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,70.46666666666668,197.23713208853394,279.73333333333323,191.55110923975454
770.0,0.386527642,3.4843358908216994E-8,770.0,100.0,?,?,?,770.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,78.04999999999997,219.0534584229585,279.73333333333323,191.55110923975454
847.0,0.412897015,3.723278133578806E-8,847.0,100.0,?,?,?,847.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,86.68333333333335,241.83350697957306,279.73333333333323,191.55110923975454
924.0,0.436550368,3.937609555662507E-8,924.0,100.0,?,?,?,924.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,94.61666666666665,264.7015818822781,279.73333333333323,191.55110923975454
1001.0,0.460148955,4.151444723593072E-8,1001.0,100.0,?,?,?,1001.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,104.3,287.4109171449783,279.73333333333323,191.55110923975454
1078.0,0.48245296,4.35354922479474E-8,1078.0,100.0,?,?,?,1078.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,111.35833333333329,309.44750972420155,279.73333333333323,191.55110923975454
1155.0,0.505746018,4.564615886076044E-8,1155.0,100.0,?,?,?,1155.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,114.74166666666665,330.8728333706851,279.73333333333323,191.55110923975454
1232.0,0.527658639,4.7631739180181185E-8,1232.0,100.0,?,?,?,1232.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,125.30000000000003,353.7783952436559,279.73333333333323,191.55110923975454
1309.0,0.546260354,4.931730656216957E-8,1309.0,100.0,?,?,?,1309.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,128.85833333333326,374.3511203062037,279.73333333333323,191.55110923975454
1386.0,0.562357978,5.0775969375889344E-8,1386.0,100.0,?,?,?,1386.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,125.79166666666656,380.1117238642444,279.73333333333323,191.55110923975454
1463.0,0.578646477,5.2251928050449746E-8,1463.0,100.0,?,?,?,1463.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,136.35000000000002,402.09152037353715,279.73333333333323,191.55110923975454
1540.0,0.59506217,5.373941222454525E-8,1540.0,100.0,?,?,?,1540.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,143.0583333333334,424.1090373479727,279.73333333333323,191.55110923975454
1617.0,0.611118743,5.519435526153487E-8,1617.0,100.0,?,?,?,1617.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,145.7416666666667,443.8972645135099,279.73333333333323,191.55110923975454
1694.0,0.626335859,5.6573232121949816E-8,1694.0,100.0,?,?,?,1694.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,155.24999999999991,465.22674059867546,279.73333333333323,191.55110923975454
1771.0,0.642114694,5.8003008333539806E-8,1771.0,100.0,?,?,?,1771.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,164.5833333333333,487.561357196007,279.73333333333323,191.55110923975454
1848.0,0.658557612,5.949295946146052E-8,1848.0,100.0,?,?,?,1848.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,171.99166666666673,509.75030130238395,279.73333333333323,191.55110923975454
1925.0,0.674766649,6.096171780232548E-8,1925.0,100.0,?,?,?,1925.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,178.87500000000003,530.6318662886807,279.73333333333323,191.55110923975454
