learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
196.0,0.014266817,9.88612503628764E-10,196.0,100.0,?,?,?,196.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
392.0,0.096898097,7.017033005079461E-9,392.0,100.0,?,?,?,392.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
588.0,0.150646892,1.1076582270372245E-8,588.0,100.0,?,?,?,588.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784.0,0.198576881,1.4696647643566959E-8,784.0,100.0,?,?,?,784.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980.0,0.22834838,1.6945235112218392E-8,980.0,100.0,?,?,?,980.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176.0,0.261281946,1.9517097398129602E-8,1176.0,100.0,?,?,?,1176.0,301864.0,926.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1372.0,0.290559438,2.1803447971306743E-8,1372.0,100.0,?,?,?,1372.0,301864.0,1122.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1568.0,0.322742057,2.439932419669297E-8,1568.0,100.0,?,?,?,1568.0,311792.0,1068.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1764.0,0.350128965,2.6608374472061794E-8,1764.0,100.0,?,?,?,1764.0,311792.0,1264.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1960.0,0.377265526,2.8797231554782226E-8,1960.0,100.0,?,?,?,1960.0,311792.0,1460.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2156.0,0.403291503,3.0963244918740046E-8,2156.0,100.0,?,?,?,2156.0,321704.0,1406.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2352.0,0.426101159,3.286157979098252E-8,2352.0,100.0,?,?,?,2352.0,321704.0,1602.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2548.0,0.445952015,3.456465292629889E-8,2548.0,100.0,?,?,?,2548.0,331632.0,1548.0,790.5694150420949,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2744.0,0.463948405,3.610862505232087E-8,2744.0,100.0,?,?,?,2744.0,331632.0,1744.0,790.5694150420949,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2940.0,0.481870843,3.764625258219532E-8,2940.0,100.0,?,?,?,2940.0,331632.0,1940.0,790.5694150420949,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3136.0,0.501970052,3.942217200022605E-8,3136.0,100.0,?,?,?,3136.0,341544.0,1886.0,935.4143466934853,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3332.0,0.51972917,4.099132641338226E-8,3332.0,100.0,?,?,?,3332.0,341544.0,2082.0,935.4143466934853,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3528.0,0.540603026,4.288930384976582E-8,3528.0,100.0,?,?,?,3528.0,351472.0,2028.0,1080.1234497346434,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3724.0,0.558573817,4.452331703027089E-8,3724.0,100.0,?,?,?,3724.0,351472.0,2224.0,1080.1234497346434,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
