learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
72.0,0.008196356,5.673859588967429E-10,72.0,100.0,?,?,?,72.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
144.0,0.077401539,5.61629654098923E-9,144.0,100.0,?,?,?,144.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
216.0,0.119461166,8.684784862726099E-9,216.0,100.0,?,?,?,216.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
288.0,0.165293089,1.2028483571424666E-8,288.0,100.0,?,?,?,288.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
360.0,0.211935648,1.5431322773670158E-8,360.0,100.0,?,?,?,360.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
432.0,0.24629863,1.7938297192797894E-8,432.0,100.0,?,?,?,432.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
504.0,0.281084923,2.0565642981487846E-8,504.0,100.0,?,?,?,504.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576.0,0.309862361,2.2739150820871197E-8,576.0,100.0,?,?,?,576.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648.0,0.337757153,2.4845994004408523E-8,648.0,100.0,?,?,?,648.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720.0,0.363562693,2.679503976343407E-8,720.0,100.0,?,?,?,720.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
