learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
77.0,0.008233012,5.705027691688801E-10,77.0,100.0,?,?,?,77.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
154.0,0.081251362,5.897605509464112E-9,154.0,100.0,?,?,?,154.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
231.0,0.119370527,8.678614780822149E-9,231.0,100.0,?,?,?,231.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
308.0,0.160794011,1.1700692862961443E-8,308.0,100.0,?,?,?,308.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
385.0,0.197725861,1.4395080771468996E-8,385.0,100.0,?,?,?,385.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
462.0,0.228138165,1.661383082508006E-8,462.0,100.0,?,?,?,462.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
539.0,0.263923017,1.9316595968842095E-8,539.0,100.0,?,?,?,539.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616.0,0.293795292,2.1572794866489457E-8,616.0,100.0,?,?,?,616.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693.0,0.322557514,2.3745153468915574E-8,693.0,100.0,?,?,?,693.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770.0,0.350326601,2.5842502381178655E-8,770.0,100.0,?,?,?,770.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847.0,0.377191718,2.7871576074446656E-8,847.0,100.0,?,?,?,847.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924.0,0.403401856,2.985118038857356E-8,924.0,100.0,?,?,?,924.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001.0,0.422153516,3.1315543134843725E-8,1001.0,100.0,?,?,?,1001.0,301864.0,751.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1078.0,0.437081959,3.248134156490366E-8,1078.0,100.0,?,?,?,1078.0,301864.0,828.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1155.0,0.451972825,3.3644205515620615E-8,1155.0,100.0,?,?,?,1155.0,301864.0,905.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1232.0,0.467407356,3.4849525588752917E-8,1232.0,100.0,?,?,?,1232.0,301864.0,982.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1309.0,0.482360779,3.601727476778131E-8,1309.0,100.0,?,?,?,1309.0,301864.0,1059.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1386.0,0.497497076,3.719930502234442E-8,1386.0,100.0,?,?,?,1386.0,301864.0,1136.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1463.0,0.512381463,3.836166301219001E-8,1463.0,100.0,?,?,?,1463.0,301864.0,1213.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1540.0,0.531200777,3.987964418676994E-8,1540.0,100.0,?,?,?,1540.0,311792.0,1040.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1617.0,0.546360133,4.1102410172116444E-8,1617.0,100.0,?,?,?,1617.0,311792.0,1117.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1694.0,0.560979387,4.2281611090832305E-8,1694.0,100.0,?,?,?,1694.0,311792.0,1194.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1771.0,0.575717409,4.347039193303223E-8,1771.0,100.0,?,?,?,1771.0,311792.0,1271.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1848.0,0.59067622,4.467698179555852E-8,1848.0,100.0,?,?,?,1848.0,311792.0,1348.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1925.0,0.605577003,4.5878891072405725E-8,1925.0,100.0,?,?,?,1925.0,311792.0,1425.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2002.0,0.623243908,4.7349220210473175E-8,2002.0,100.0,?,?,?,2002.0,321704.0,1252.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2079.0,0.638430427,4.8613119087583506E-8,2079.0,100.0,?,?,?,2079.0,321704.0,1329.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2156.0,0.653401831,4.985911500701475E-8,2156.0,100.0,?,?,?,2156.0,321704.0,1406.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2233.0,0.669348494,5.118627691023674E-8,2233.0,100.0,?,?,?,2233.0,321704.0,1483.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2310.0,0.683890249,5.239651526806671E-8,2310.0,100.0,?,?,?,2310.0,321704.0,1560.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2387.0,0.698754058,5.363355658771886E-8,2387.0,100.0,?,?,?,2387.0,321704.0,1637.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2464.0,0.712355084,5.4765502722902865E-8,2464.0,100.0,?,?,?,2464.0,321704.0,1714.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2541.0,0.728135111,5.6119325452676683E-8,2541.0,100.0,?,?,?,2541.0,331632.0,1541.0,790.5694150420949,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2618.0,0.742174551,5.73238172438058E-8,2618.0,100.0,?,?,?,2618.0,331632.0,1618.0,790.5694150420949,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
