learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
158.0,0.012408616,8.598493224051264E-10,158.0,100.0,?,?,?,158.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
316.0,0.098525094,7.142534783503248E-9,316.0,100.0,?,?,?,316.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
474.0,0.14098764,1.0240418331358168E-8,474.0,100.0,?,?,?,474.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
632.0,0.190942044,1.401338410773211E-8,632.0,100.0,?,?,?,632.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790.0,0.222926892,1.642914182283812E-8,790.0,100.0,?,?,?,790.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948.0,0.252822033,1.8687067748105357E-8,948.0,100.0,?,?,?,948.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106.0,0.283340156,2.1070302214136136E-8,1106.0,100.0,?,?,?,1106.0,301864.0,856.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1264.0,0.308894368,2.306589279454822E-8,1264.0,100.0,?,?,?,1264.0,301864.0,1014.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1422.0,0.332402208,2.4901677207303128E-8,1422.0,100.0,?,?,?,1422.0,301864.0,1172.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1580.0,0.356763573,2.6866684723361912E-8,1580.0,100.0,?,?,?,1580.0,311792.0,1080.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1738.0,0.377525393,2.8541350011906275E-8,1738.0,100.0,?,?,?,1738.0,311792.0,1238.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1896.0,0.397860771,3.0181618141869286E-8,1896.0,100.0,?,?,?,1896.0,311792.0,1396.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2054.0,0.415326465,3.163520148342061E-8,2054.0,100.0,?,?,?,2054.0,321704.0,1304.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2212.0,0.429641489,3.282657014133408E-8,2212.0,100.0,?,?,?,2212.0,321704.0,1462.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2370.0,0.443548096,3.398394827201134E-8,2370.0,100.0,?,?,?,2370.0,321704.0,1620.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2528.0,0.46022415,3.541464423648185E-8,2528.0,100.0,?,?,?,2528.0,331632.0,1528.0,790.5694150420949,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
