learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
216.0,0.014247787,9.872938285561071E-10,216.0,100.0,?,?,?,216.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
432.0,0.094299522,6.82752189292469E-9,432.0,100.0,?,?,?,432.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
648.0,0.143304349,1.0528767836087693E-8,648.0,100.0,?,?,?,648.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864.0,0.18995949,1.4052546245793087E-8,864.0,100.0,?,?,?,864.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080.0,0.227538785,1.6987204810906616E-8,1080.0,100.0,?,?,?,1080.0,301864.0,830.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1296.0,0.258929602,1.9438590074386448E-8,1296.0,100.0,?,?,?,1296.0,301864.0,1046.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1512.0,0.292525346,2.214845011168677E-8,1512.0,100.0,?,?,?,1512.0,311792.0,1012.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1728.0,0.320800628,2.442915735648531E-8,1728.0,100.0,?,?,?,1728.0,311792.0,1228.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1944.0,0.349237754,2.6722919069965267E-8,1944.0,100.0,?,?,?,1944.0,311792.0,1444.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2160.0,0.37952574,2.9243638366818842E-8,2160.0,100.0,?,?,?,2160.0,321704.0,1410.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2376.0,0.404890308,3.1354605930457925E-8,2376.0,100.0,?,?,?,2376.0,321704.0,1626.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2592.0,0.429139257,3.34350065742164E-8,2592.0,100.0,?,?,?,2592.0,331632.0,1592.0,790.5694150420949,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2808.0,0.444771356,3.47761380526527E-8,2808.0,100.0,?,?,?,2808.0,331632.0,1808.0,790.5694150420949,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3024.0,0.462743459,3.6364111325658035E-8,3024.0,100.0,?,?,?,3024.0,341544.0,1774.0,935.4143466934853,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3240.0,0.478789536,3.778190541534168E-8,3240.0,100.0,?,?,?,3240.0,341544.0,1990.0,935.4143466934853,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3456.0,0.49457415,3.917659724170757E-8,3456.0,100.0,?,?,?,3456.0,341544.0,2206.0,935.4143466934853,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3672.0,0.512211179,4.078026275932169E-8,3672.0,100.0,?,?,?,3672.0,351472.0,2172.0,1080.1234497346434,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3888.0,0.528181429,4.223237463330437E-8,3888.0,100.0,?,?,?,3888.0,351472.0,2388.0,1080.1234497346434,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4104.0,0.546822789,4.397516095815641E-8,4104.0,100.0,?,?,?,4104.0,361384.0,2354.0,1224.744871391589,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4320.0,0.563151375,4.5501725349647724E-8,4320.0,100.0,?,?,?,4320.0,361384.0,2570.0,1224.744871391589,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4536.0,0.581406354,4.725527453493121E-8,4536.0,100.0,?,?,?,4536.0,371312.0,2536.0,1369.3063937629154,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4752.0,0.599087391,4.895369160932593E-8,4752.0,100.0,?,?,?,4752.0,371312.0,2752.0,1369.3063937629154,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4968.0,0.618034411,5.077371733954177E-8,4968.0,100.0,?,?,?,4968.0,371312.0,2968.0,1369.3063937629154,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5184.0,0.637719189,5.2715087653806233E-8,5184.0,100.0,?,?,?,5184.0,381224.0,2934.0,1513.8251770487457,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5400.0,0.654887025,5.440822979493481E-8,5400.0,100.0,?,?,?,5400.0,381224.0,3150.0,1513.8251770487457,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5616.0,0.673980502,5.629128427712868E-8,5616.0,100.0,?,?,?,5616.0,381224.0,3366.0,1513.8251770487457,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5832.0,0.691163039,5.798587627382536E-8,5832.0,100.0,?,?,?,5832.0,381224.0,3582.0,1513.8251770487457,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6048.0,0.709670799,5.981116563434196E-8,6048.0,100.0,?,?,?,6048.0,381224.0,3798.0,1513.8251770487457,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6264.0,0.727086688,6.152877148700258E-8,6264.0,100.0,?,?,?,6264.0,381224.0,4014.0,1513.8251770487457,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6480.0,0.744154283,6.321202756786307E-8,6480.0,100.0,?,?,?,6480.0,381224.0,4230.0,1513.8251770487457,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
