learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),members size
270.0,0.016600049,9.308638002619975E-10,270.0,100.0,?,?,?,270.0,227032.0,1.0
540.0,0.085535549,4.979676012684488E-9,540.0,100.0,?,?,?,540.0,227032.0,1.0
810.0,0.1255794,7.331585159078241E-9,810.0,100.0,?,?,?,810.0,227032.0,1.0
1080.0,0.162691315,9.511291909277853E-9,1080.0,100.0,?,?,?,1080.0,227032.0,1.0
1350.0,0.204129807,1.194511298077181E-8,1350.0,100.0,?,?,?,1350.0,227032.0,1.0
1620.0,0.235487528,1.3786856693931752E-8,1620.0,100.0,?,?,?,1620.0,227032.0,1.0
1890.0,0.263707668,1.5444319793035588E-8,1890.0,100.0,?,?,?,1890.0,227032.0,1.0
2160.0,0.28929554,1.6947180998706158E-8,2160.0,100.0,?,?,?,2160.0,227032.0,1.0
2430.0,0.314278504,1.8414513936680228E-8,2430.0,100.0,?,?,?,2430.0,227032.0,1.0
2700.0,0.338839078,1.985703849884785E-8,2700.0,100.0,?,?,?,2700.0,227032.0,1.0
2970.0,0.361890959,2.121095248093415E-8,2970.0,100.0,?,?,?,2970.0,227032.0,1.0
3240.0,0.383570461,2.248426205955239E-8,3240.0,100.0,?,?,?,3240.0,227032.0,1.0
3510.0,0.404440284,2.3710016485551996E-8,3510.0,100.0,?,?,?,3510.0,227032.0,1.0
3780.0,0.424276649,2.4875072470669533E-8,3780.0,100.0,?,?,?,3780.0,227032.0,1.0
4050.0,0.43973652,2.5783082342321675E-8,4050.0,100.0,?,?,?,4050.0,227032.0,1.0
4320.0,0.454825608,2.666931488968432E-8,4320.0,100.0,?,?,?,4320.0,227032.0,1.0
4590.0,0.469681865,2.7541872494582917E-8,4590.0,100.0,?,?,?,4590.0,227032.0,1.0
4860.0,0.484522774,2.8413528660167424E-8,4860.0,100.0,?,?,?,4860.0,227032.0,1.0
5130.0,0.498647553,2.9243124118428678E-8,5130.0,100.0,?,?,?,5130.0,227032.0,1.0
5400.0,0.510160111,2.991929511053902E-8,5400.0,100.0,?,?,?,5400.0,227032.0,1.0
