learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),members size
347.0,0.023708348,1.3294685405575568E-9,347.0,100.0,?,?,?,347.0,227032.0,1.0
694.0,0.095469666,5.544250484518706E-9,694.0,100.0,?,?,?,694.0,227032.0,1.0
1041.0,0.132020243,7.690987978679025E-9,1041.0,100.0,?,?,?,1041.0,227032.0,1.0
1388.0,0.16209929,9.457630896067454E-9,1388.0,100.0,?,?,?,1388.0,227032.0,1.0
1735.0,0.190414239,1.1120662444476038E-8,1735.0,100.0,?,?,?,1735.0,227032.0,1.0
2082.0,0.21750537,1.2711815073254207E-8,2082.0,100.0,?,?,?,2082.0,227032.0,1.0
2429.0,0.243385889,1.4231864414900126E-8,2429.0,100.0,?,?,?,2429.0,227032.0,1.0
2776.0,0.26808129,1.5682307817203302E-8,2776.0,100.0,?,?,?,2776.0,227032.0,1.0
3123.0,0.291965646,1.7085115837144354E-8,3123.0,100.0,?,?,?,3123.0,227032.0,1.0
3470.0,0.310707179,1.818586868132361E-8,3470.0,100.0,?,?,?,3470.0,227032.0,1.0
3817.0,0.328392422,1.9224582084984415E-8,3817.0,100.0,?,?,?,3817.0,227032.0,1.0
4164.0,0.345846424,2.024971393219299E-8,4164.0,100.0,?,?,?,4164.0,227032.0,1.0
4511.0,0.362467471,2.122592354954324E-8,4511.0,100.0,?,?,?,4511.0,227032.0,1.0
4858.0,0.376758673,2.206529358657491E-8,4858.0,100.0,?,?,?,4858.0,227032.0,1.0
5205.0,0.391401268,2.292530210841861E-8,5205.0,100.0,?,?,?,5205.0,227032.0,1.0
5552.0,0.405770609,2.376926150996445E-8,5552.0,100.0,?,?,?,5552.0,227032.0,1.0
5899.0,0.420526346,2.463591523944918E-8,5899.0,100.0,?,?,?,5899.0,227032.0,1.0
6246.0,0.439426674,2.5745994644475483E-8,6246.0,100.0,?,?,?,6246.0,227032.0,1.0
6593.0,0.454007402,2.660236951072597E-8,6593.0,100.0,?,?,?,6593.0,227032.0,1.0
6940.0,0.466664127,2.7345741253141318E-8,6940.0,100.0,?,?,?,6940.0,227032.0,1.0
7287.0,0.478147079,2.8020173385964917E-8,7287.0,100.0,?,?,?,7287.0,227032.0,1.0
7634.0,0.489484537,2.868606017010701E-8,7634.0,100.0,?,?,?,7634.0,227032.0,1.0
7981.0,0.500459248,2.9330641611086E-8,7981.0,100.0,?,?,?,7981.0,227032.0,1.0
8328.0,0.512451339,3.0035349461796387E-8,8328.0,99.9,98.64930574315198,0.0,97.43589743589743,8328.0,227152.0,1.0
8675.0,0.524401839,3.073761324297637E-8,8675.0,99.9,99.7889315716155,0.0,99.74093264248705,8675.0,227152.0,1.0
9022.0,0.536207081,3.143134102714145E-8,9022.0,99.9,99.74482505205569,0.0,99.8,9022.0,227152.0,1.0
9369.0,0.547999797,3.212433272862186E-8,9369.0,100.0,?,?,100.0,9369.0,227152.0,1.0
9716.0,0.563005606,3.3006139863721196E-8,9716.0,100.0,?,?,100.0,9716.0,227152.0,1.0
10063.0,0.579964506,3.400271918999652E-8,10063.0,99.9,0.0,-Infinity,-Infinity,10063.0,227152.0,1.0
10410.0,0.596004312,3.494528852274021E-8,10410.0,99.9,0.0,-Infinity,-Infinity,10410.0,227152.0,1.0
10757.0,0.613532894,3.597875492314498E-8,10757.0,98.9,0.0,-Infinity,-Infinity,10757.0,227904.0,2.0
11104.0,0.627794644,3.68199075735526E-8,11104.0,97.39999999999999,26.953981008035257,-333.33333333333337,-271.42857142857144,11104.0,227984.0,2.0
11451.0,0.640623403,3.757654295380331E-8,11451.0,97.39999999999999,26.953981008035257,-333.33333333333337,-271.42857142857144,11451.0,227984.0,2.0
11798.0,0.653322774,3.832554707848364E-8,11798.0,99.7,56.99541284403655,25.0,0.0,11798.0,227984.0,2.0
12145.0,0.666044092,3.907584562896855E-8,12145.0,100.0,?,?,?,12145.0,227984.0,2.0
12492.0,0.678914234,3.983492176299294E-8,12492.0,100.0,?,?,?,12492.0,227984.0,2.0
12839.0,0.691658475,4.058657230339531E-8,12839.0,100.0,100.0,100.0,100.0,12839.0,227984.0,2.0
13186.0,0.704390177,4.133748329829425E-8,13186.0,99.0,49.540821475426625,-150.0,-42.857142857142854,13186.0,227984.0,2.0
13533.0,0.717197607,4.209286070214792E-8,13533.0,99.0,54.07788390889052,-66.66666666666666,-25.0,13533.0,227984.0,2.0
13880.0,0.73002249,4.28492674773766E-8,13880.0,99.0,49.540821475426625,-150.0,-42.857142857142854,13880.0,227984.0,2.0
14227.0,0.743208196,4.362695545742082E-8,14227.0,100.0,100.0,100.0,100.0,14227.0,227984.0,2.0
14574.0,0.755718182,4.436478972603878E-8,14574.0,100.0,100.0,100.0,100.0,14574.0,227984.0,2.0
14921.0,0.767900169,4.5083278737014376E-8,14921.0,100.0,?,?,?,14921.0,227984.0,2.0
15268.0,0.783281115,4.5990441146513666E-8,15268.0,100.0,?,?,?,15268.0,227984.0,2.0
15615.0,0.80112681,4.7042973524911546E-8,15615.0,98.6,41.0824004713409,-75.0,-100.0,15615.0,227984.0,2.0
15962.0,0.818947419,4.809402634046559E-8,15962.0,98.6,41.0824004713409,-75.0,-100.0,15962.0,227984.0,2.0
16309.0,0.836595093,4.913487951476956E-8,16309.0,98.6,45.55071561916601,-40.0,-75.0,16309.0,227984.0,2.0
16656.0,0.85415728,5.0170690697969674E-8,16656.0,100.0,100.0,100.0,100.0,16656.0,227984.0,2.0
17003.0,0.871729023,5.120706549045528E-8,17003.0,100.0,100.0,100.0,100.0,17003.0,227984.0,2.0
17350.0,0.889356544,5.2246730048399844E-8,17350.0,100.0,?,?,?,17350.0,227984.0,2.0
