learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),members size
144.0,0.014114948,7.915093585434887E-10,144.0,100.0,?,?,?,144.0,227032.0,1.0
288.0,0.090605755,5.2840699915939726E-9,288.0,100.0,?,?,?,288.0,227032.0,1.0
432.0,0.12594659,7.359755296628508E-9,432.0,100.0,?,?,?,432.0,227032.0,1.0
576.0,0.157665884,9.222735400009485E-9,576.0,100.0,?,?,?,576.0,227032.0,1.0
720.0,0.182901611,1.0704913953395765E-8,720.0,100.0,?,?,?,720.0,227032.0,1.0
864.0,0.206920759,1.2115638757805442E-8,864.0,100.0,?,?,?,864.0,227032.0,1.0
1008.0,0.232896071,1.364125560902266E-8,1008.0,100.0,?,?,?,1008.0,227032.0,1.0
1152.0,0.25778453,1.5103037952627573E-8,1152.0,100.0,?,?,?,1152.0,227032.0,1.0
1296.0,0.281626468,1.6503354621719982E-8,1296.0,100.0,?,?,?,1296.0,227032.0,1.0
1440.0,0.305437928,1.7901881216052504E-8,1440.0,100.0,?,?,?,1440.0,227032.0,1.0
1584.0,0.32803732,1.922921900750862E-8,1584.0,100.0,?,?,?,1584.0,227032.0,1.0
1728.0,0.3507391,2.0562570388259156E-8,1728.0,100.0,?,?,?,1728.0,227032.0,1.0
1872.0,0.373234999,2.1883829690079305E-8,1872.0,100.0,?,?,?,1872.0,227032.0,1.0
2016.0,0.395172475,2.3172290943548494E-8,2016.0,100.0,?,?,?,2016.0,227032.0,1.0
2160.0,0.40928506,2.400117020745244E-8,2160.0,100.0,?,?,?,2160.0,227032.0,1.0
2304.0,0.422434183,2.4773462129394624E-8,2304.0,100.0,?,?,?,2304.0,227032.0,1.0
2448.0,0.434046633,2.545550011238083E-8,2448.0,100.0,?,?,?,2448.0,227032.0,1.0
2592.0,0.445358506,2.6119884203999403E-8,2592.0,100.0,?,?,?,2592.0,227032.0,1.0
2736.0,0.45616121,2.675436309923314E-8,2736.0,100.0,?,?,?,2736.0,227032.0,1.0
2880.0,0.467168664,2.740086764598886E-8,2880.0,100.0,?,?,?,2880.0,227032.0,1.0
3024.0,0.478178101,2.8047488660959317E-8,3024.0,100.0,?,?,?,3024.0,227032.0,1.0
3168.0,0.489627659,2.8719959452601354E-8,3168.0,100.0,?,?,?,3168.0,227032.0,1.0
3312.0,0.500557423,2.9361901006112908E-8,3312.0,100.0,?,?,?,3312.0,227032.0,1.0
3456.0,0.511578402,3.00091999213025E-8,3456.0,100.0,?,?,?,3456.0,227032.0,1.0
3600.0,0.522482156,3.064961382062071E-8,3600.0,100.0,?,?,?,3600.0,227032.0,1.0
3744.0,0.533751131,3.131147836938708E-8,3744.0,100.0,?,?,?,3744.0,227032.0,1.0
3888.0,0.544465273,3.1940755722495836E-8,3888.0,100.0,?,?,?,3888.0,227032.0,1.0
4032.0,0.555806364,3.260685588486493E-8,4032.0,100.0,?,?,?,4032.0,227032.0,1.0
4176.0,0.567999116,3.332297694296473E-8,4176.0,100.0,?,?,?,4176.0,227032.0,1.0
4320.0,0.578832931,3.395928309116306E-8,4320.0,100.0,?,?,?,4320.0,227032.0,1.0
4464.0,0.590422047,3.463995059037581E-8,4464.0,100.0,?,?,?,4464.0,227032.0,1.0
4608.0,0.601885142,3.531321645525181E-8,4608.0,100.0,?,?,?,4608.0,227032.0,1.0
4752.0,0.613855396,3.6016269462497704E-8,4752.0,100.0,?,?,?,4752.0,227032.0,1.0
4896.0,0.624610115,3.664793003837475E-8,4896.0,100.0,?,?,?,4896.0,227032.0,1.0
5040.0,0.635665466,3.729724773595317E-8,5040.0,100.0,?,?,?,5040.0,227032.0,1.0
