learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),members size
77.0,0.011654509,6.535378623236385E-10,77.0,100.0,?,?,?,77.0,227032.0,1.0
154.0,0.079717331,4.651094780392531E-9,154.0,100.0,?,?,?,154.0,227032.0,1.0
231.0,0.118111205,6.9060952653880745E-9,231.0,100.0,?,?,?,231.0,227032.0,1.0
308.0,0.152601762,8.931840902902185E-9,308.0,100.0,?,?,?,308.0,227032.0,1.0
385.0,0.177150795,1.0373687623584022E-8,385.0,100.0,?,?,?,385.0,227032.0,1.0
462.0,0.200584524,1.17500288143754E-8,462.0,100.0,?,?,?,462.0,227032.0,1.0
539.0,0.222316914,1.3026444681920111E-8,539.0,100.0,?,?,?,539.0,227032.0,1.0
616.0,0.243698868,1.4282278272459904E-8,616.0,100.0,?,?,?,616.0,227032.0,1.0
693.0,0.264050585,1.547760260220824E-8,693.0,100.0,?,?,?,693.0,227032.0,1.0
770.0,0.284317025,1.6667918328856013E-8,770.0,100.0,?,?,?,770.0,227032.0,1.0
847.0,0.304642451,1.786169850034225E-8,847.0,100.0,?,?,?,847.0,227032.0,1.0
924.0,0.324582036,1.9032816940893727E-8,924.0,100.0,?,?,?,924.0,227032.0,1.0
1001.0,0.344713897,2.0215228393274462E-8,1001.0,100.0,?,?,?,1001.0,227032.0,1.0
1078.0,0.36420799,2.13601816003811E-8,1078.0,100.0,?,?,?,1078.0,227032.0,1.0
1155.0,0.378460685,2.2197289992659867E-8,1155.0,100.0,?,?,?,1155.0,227032.0,1.0
1232.0,0.393860486,2.3101771752532155E-8,1232.0,100.0,?,?,?,1232.0,227032.0,1.0
1309.0,0.40927001,2.4006824576676718E-8,1309.0,100.0,?,?,?,1309.0,227032.0,1.0
1386.0,0.424852669,2.4922046197774922E-8,1386.0,100.0,?,?,?,1386.0,227032.0,1.0
1463.0,0.440486405,2.5840267741719466E-8,1463.0,100.0,?,?,?,1463.0,227032.0,1.0
1540.0,0.456079436,2.67560985450281E-8,1540.0,100.0,?,?,?,1540.0,227032.0,1.0
1617.0,0.4720818,2.769597084291279E-8,1617.0,100.0,?,?,?,1617.0,227032.0,1.0
1694.0,0.487714109,2.8614108574380058E-8,1694.0,100.0,?,?,?,1694.0,227032.0,1.0
1771.0,0.502996807,2.9511712483848543E-8,1771.0,100.0,?,?,?,1771.0,227032.0,1.0
1848.0,0.516205966,3.0287530520636995E-8,1848.0,100.0,?,?,?,1848.0,227032.0,1.0
1925.0,0.528398538,3.100364100673546E-8,1925.0,100.0,?,?,?,1925.0,227032.0,1.0
