learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),Precision (percent),Recall (percent),model training instances,model serialized size (bytes)
50000.0,0.471330439,1.428085405578216E-9,50000.0,99.97200000000001,99.97200000000001,-366.66666666697506,99.97195063311428,?,?,?,50000.0,11712.0
51000.0,0.477798639,1.447683422714472E-9,51000.0,99.97254901960785,99.97254901960785,-366.6666666664779,99.9725015713388,?,?,?,51000.0,11712.0
52000.0,0.484849521,1.469046909660101E-9,52000.0,99.97307692307692,99.97307692307692,-366.6666666671157,99.9730312837109,?,?,?,52000.0,11712.0
53000.0,0.491537366,1.4893104297916096E-9,53000.0,99.97358490566037,99.97358490566037,-366.6666666671897,99.97354097369217,?,?,?,53000.0,11712.0
54000.0,0.498353657,1.5099631288150947E-9,54000.0,99.97407407407407,99.97407407407407,-366.6666666664668,99.97403175545332,?,?,?,54000.0,11712.0
55000.0,0.505316624,1.5310602418581646E-9,55000.0,99.97454545454545,99.97454545454545,-366.66666666707374,99.97450466200466,?,?,?,55000.0,11712.0
56000.0,0.511890979,1.5509798983236154E-9,56000.0,99.97500000000001,99.97500000000001,-366.6666666665976,99.97496065245386,?,?,?,56000.0,11712.0
57000.0,0.518500644,1.57100654065609E-9,57000.0,99.97543859649123,99.97543859649123,-366.6666666662448,99.97540061849874,?,?,?,57000.0,11712.0
58000.0,0.525026949,1.5907806102931501E-9,58000.0,99.97586206896551,99.97586206896551,-366.6666666662374,99.97582539024728,?,?,?,58000.0,11712.0
59000.0,0.531663087,1.6108874632418158E-9,59000.0,99.97627118644068,99.97627118644068,-366.66666666710336,99.97623574144487,?,?,?,59000.0,11712.0
60000.0,0.538325436,1.6310737329721452E-9,60000.0,99.97666666666667,99.97666666666667,-366.66666666666663,99.97663239417814,?,?,?,60000.0,11712.0
61000.0,0.544930207,1.6510855469604334E-9,61000.0,99.97704918032787,99.97704918032787,-366.6666666668924,99.97701602311531,?,?,?,61000.0,11712.0
62000.0,0.55140905,1.670715811351935E-9,62000.0,99.97741935483872,99.97741935483872,-366.6666666661313,99.97738725933584,?,?,?,62000.0,11712.0
63000.0,0.557936996,1.6904948530594507E-9,63000.0,99.97777777777777,99.97777777777777,-366.6666666664335,99.9777466937945,?,?,?,63000.0,11712.0
64000.0,0.564141284,1.709293242494265E-9,64000.0,99.97812499999999,99.97812499999999,-366.6666666667456,99.97809488046063,?,?,?,64000.0,11712.0
65000.0,0.570138748,1.727464975317319E-9,65000.0,99.97846153846154,99.97846153846154,-366.6666666670676,99.97843233916687,?,?,?,65000.0,11712.0
66000.0,0.576095779,1.7455142000814277E-9,66000.0,99.97878787878788,99.97878787878788,-366.66666666642243,99.97875955819882,?,?,?,66000.0,11712.0
67000.0,0.582602003,1.7652274262408414E-9,67000.0,99.97910447761194,99.97910447761194,-366.6666666665014,99.97907699665231,?,?,?,67000.0,11712.0
68000.0,0.588948159,1.784455661922693E-9,68000.0,99.97941176470589,99.97941176470589,-366.66666666683443,99.97938508658264,?,?,?,68000.0,11712.0
69000.0,0.594953359,1.8026508340736227E-9,69000.0,99.97971014492754,99.97971014492754,-366.6666666664113,99.97968423496634,?,?,?,69000.0,11712.0
70000.0,0.601248869,1.821725617299477E-9,70000.0,99.98,99.98,-366.6666666668394,99.9799748254949,?,?,?,70000.0,11712.0
71000.0,0.607410916,1.8403960206111269E-9,71000.0,99.98028169014084,99.98028169014084,-366.6666666667543,99.9802572202166,?,?,?,71000.0,11712.0
72000.0,0.613284304,1.8581918152173356E-9,72000.0,99.98055555555555,99.98055555555555,-366.66666666622257,99.98053176104126,?,?,?,72000.0,11712.0
73000.0,0.619131728,1.875908941427866E-9,73000.0,99.98082191780821,99.98082191780821,-366.6666666661264,99.98079877112134,?,?,?,73000.0,11712.0
74000.0,0.624778659,1.893018593341112E-9,74000.0,99.98108108108109,99.98108108108109,-366.66666666611894,99.9810585561208,?,?,?,74000.0,11712.0
75000.0,0.630830008,1.911353592475255E-9,75000.0,99.98133333333334,99.98133333333334,-366.6666666662041,99.98131140538231,?,?,?,75000.0,11712.0
76000.0,0.636953267,1.929906471918026E-9,76000.0,99.98157894736842,99.98157894736842,-366.6666666665729,99.98155759300242,?,?,?,76000.0,11712.0
77000.0,0.643065973,1.9484273767968014E-9,77000.0,99.98181818181818,99.98181818181818,-366.66666666638173,99.98179737882256,?,?,?,77000.0,11712.0
78000.0,0.649276266,1.967243960797786E-9,78000.0,99.98205128205129,99.98205128205129,-366.6666666664742,99.98203100934388,?,?,?,78000.0,11712.0
79000.0,0.655318035,1.9855499334633344E-9,79000.0,99.98227848101266,99.98227848101266,-366.66666666715395,99.98225871857258,?,?,?,79000.0,11712.0
80000.0,0.661513427,2.0043213688830527E-9,80000.0,99.9825,99.9825,-366.6666666664693,99.98248072880168,?,?,?,80000.0,11712.0
81000.0,0.667909192,2.023699915011723E-9,81000.0,99.98271604938272,99.98271604938272,-366.6666666664668,99.98269725133478,?,?,?,81000.0,11712.0
82000.0,0.674220019,2.0428211072583983E-9,82000.0,99.9829268292683,99.9829268292683,-366.6666666673747,99.98290848715695,?,?,?,82000.0,11712.0
83000.0,0.680473523,2.0617686163882404E-9,83000.0,99.98313253012047,99.98313253012047,-366.66666666687144,99.98311462755693,?,?,?,83000.0,11712.0
84000.0,0.68658263,2.0802786166469244E-9,84000.0,99.98333333333333,99.98333333333333,-366.6666666670812,99.98331585470494,?,?,?,84000.0,11712.0
85000.0,0.692750964,2.0989680689573274E-9,85000.0,99.9835294117647,99.9835294117647,-366.66666666719095,99.98351234218956,?,?,?,85000.0,11712.0
86000.0,0.698946564,2.117740134596823E-9,86000.0,99.98372093023255,99.98372093023255,-366.6666666673032,99.98370425551727,?,?,?,86000.0,11712.0
87000.0,0.704894864,2.135762905279794E-9,87000.0,99.98390804597702,99.98390804597702,-366.6666666662374,99.9838917525773,?,?,?,87000.0,11712.0
88000.0,0.711262241,2.155055438528457E-9,88000.0,99.98409090909091,99.98409090909091,-366.66666666688377,99.98407498407498,?,?,?,88000.0,11712.0
89000.0,0.71756847,2.174162699282168E-9,89000.0,99.98426966292135,99.98426966292135,-366.66666666677645,99.98425409393558,?,?,?,89000.0,11712.0
90000.0,0.723446531,2.1919726526240496E-9,90000.0,99.98444444444445,99.98444444444445,-366.6666666667777,99.98442921968146,?,?,?,90000.0,11712.0
91000.0,0.729934641,2.2116309951245773E-9,91000.0,99.98461538461538,99.98461538461538,-366.6666666662176,99.98460049278422,?,?,?,91000.0,11712.0
92000.0,0.736166464,2.230512812932331E-9,92000.0,99.98478260869565,99.98478260869565,-366.66666666712064,99.98476803899382,?,?,?,92000.0,11712.0
93000.0,0.742477487,2.2496345990399506E-9,93000.0,99.98494623655914,99.98494623655914,-366.6666666668961,99.98493197864646,?,?,?,93000.0,11712.0
94000.0,0.748693441,2.268468335320551E-9,94000.0,99.98510638297873,99.98510638297873,-366.6666666671305,99.98509242695289,?,?,?,94000.0,11712.0
95000.0,0.754790919,2.286943100839852E-9,95000.0,99.98526315789474,99.98526315789474,-366.66666666736984,99.98524949426837,?,?,?,95000.0,11712.0
96000.0,0.760911732,2.305488569140433E-9,96000.0,99.98541666666667,99.98541666666667,-366.6666666659561,99.98540328634581,?,?,?,96000.0,11712.0
97000.0,0.767102837,2.3242470153669503E-9,97000.0,99.98556701030927,99.98556701030927,-366.666666666906,99.98555390457322,?,?,?,97000.0,11712.0
98000.0,0.773414542,2.3433708678682632E-9,98000.0,99.9857142857143,99.9857142857143,-366.666666666304,99.98570144619659,?,?,?,98000.0,11712.0
99000.0,0.779657149,2.3622853601475543E-9,99000.0,99.9858585858586,99.9858585858586,-366.6666666663003,99.98584600452928,?,?,?,99000.0,11712.0
100000.0,0.785915075,2.3812462675074723E-9,100000.0,99.98599999999999,99.98599999999999,-180.00000000008882,99.98598752890072,?,?,?,100000.0,11712.0
101000.0,0.792132614,2.4000848061839726E-9,101000.0,99.98613861386139,99.98613861386139,-180.0,99.98612638859986,?,?,?,101000.0,11712.0
102000.0,0.798612597,2.419718524664639E-9,102000.0,99.98627450980392,99.98627450980392,-180.00000000031707,99.98626252318199,?,?,?,102000.0,11712.0
103000.0,0.804885128,2.4387236837546016E-9,103000.0,99.9864077669903,99.9864077669903,-179.99999999995427,99.98639601208812,?,?,?,103000.0,11712.0
104000.0,0.811348968,2.4583084905147537E-9,104000.0,99.98653846153846,99.98653846153846,-179.9999999997229,99.98652693170116,?,?,?,104000.0,11712.0
105000.0,0.817867076,2.4780577240387584E-9,105000.0,99.98666666666666,99.98666666666666,-179.9999999998135,99.9866553554918,?,?,?,105000.0,11712.0
106000.0,0.824244826,2.4973816864689175E-9,106000.0,99.98679245283019,99.98679245283019,-100.00000000016811,99.98678122934567,?,?,?,106000.0,11712.0
107000.0,0.831748481,2.520117031584182E-9,107000.0,99.98691588785047,99.98691588785047,-100.0,99.98690487325788,?,?,?,107000.0,11712.0
108000.0,0.839872797,2.5447329191863524E-9,108000.0,99.98703703703704,99.98703703703704,-100.0,99.98702622555834,?,?,?,108000.0,11712.0
