learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Precision (percent),Precision for class 0 (percent),Precision for class 1 (percent),Recall (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes),[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
38612.0,4.112576751,2.9249213278933056E-6,38612.0,62.4,0.1317411074752592,-9299.99999999999,-18699.99999999998,52.95412049757405,0.5291005291005292,76.81874229346485,50.052850518276045,0.26595744680851063,99.83974358974359,56.212424849699396,50.0,62.4248496993988,38612.0,2767120.0,24112.0,14806.154876341872,229943.19999999998,121603.51710995498,13.0,7.363574011458174,6.999999999999999,3.6817870057290865,6.999999999999999,3.6817870057290865,3.9,2.0789954839350235,0.0,0.0,0.0,0.0,1.0,0.0
77224.0,7.776600565,6.170784880915154E-6,77224.0,52.2,0.4332611231461593,-11849.999999999989,-23799.999999999978,60.48528696940338,0.8298755186721992,68.51119894598155,50.208333333333336,0.4166666666666667,100.0,76.05210420841684,100.0,52.104208416833664,77224.0,3424320.0,40324.0,32449.790274960003,295616.8,189981.94393549906,16.6,11.53930481249003,8.8,5.769652406245015,8.8,5.769652406245015,4.3,2.3118054512532935,0.0,0.0,0.0,0.0,1.0,0.0
115836.0,11.019388628,8.883704163088718E-6,115836.0,45.0,0.16300658198068507,-27399.999999999978,-54899.99999999994,59.23800263248389,0.36231884057971014,62.016574585635354,50.09074410163339,0.18148820326678766,100.0,72.47247247247248,100.0,44.94494494494494,115836.0,3233856.0,45486.0,44867.73772867191,276304.8,205632.41586049175,15.4,12.285492799775406,8.2,6.142746399887703,8.2,6.142746399887703,4.1,2.6012817353502227,0.0,0.0,0.0,0.0,1.0,0.0
154448.0,14.451613609,1.167253006144849E-5,154448.0,44.3,0.15845587971692965,-27749.99999999997,-55599.999999999956,59.11983612705585,0.3577817531305903,61.34628730048578,50.08960573476703,0.17921146953405018,100.0,72.12212212212212,100.0,44.24424424424424,154448.0,3140856.0,55698.0,54862.074534437925,267014.4,188740.17420499888,14.599999999999998,11.26646942628139,7.799999999999999,5.633234713140695,7.799999999999999,5.633234713140695,4.3999999999999995,2.7162065049951147,0.0,0.0,0.0,0.0,1.0,0.0
193060.0,18.179163831,1.4800729841952081E-5,193060.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,193060.0,3243944.0,73260.0,75144.37954882439,277313.6,199972.80824218746,15.4,11.880890351970914,8.2,5.940445175985457,8.2,5.940445175985457,4.6,2.590581230363393,0.0,0.0,0.0,0.0,1.0,0.0
231672.0,21.790950035,1.8066553191958183E-5,231672.0,59.8,0.5895386563266454,-9949.99999999999,-19999.99999999998,61.68377870380607,0.9852216748768473,74.78042659974908,50.24752475247525,0.49504950495049505,100.0,79.85971943887775,100.0,59.719438877755515,231672.0,3495208.0,84022.0,88146.98898241883,302700.0,221529.13409200957,17.2,13.447841627727643,9.1,6.723920813863821,9.1,6.723920813863821,4.6,2.8751811537130436,0.0,0.0,0.0,0.0,1.0,0.0
270284.0,25.236085248,2.1670027181527006E-5,270284.0,98.3,36.51979088872267,-70.0,-240.0,75.80794353289409,37.03703703703704,99.13836796756209,61.36363636363637,22.727272727272727,100.0,99.14572864321607,100.0,98.29145728643216,270284.0,4043128.0,113534.00000000001,98477.64833820019,357453.60000000003,232207.37429346782,20.400000000000002,13.631662489301231,10.700000000000001,6.8158312446506155,10.700000000000001,6.8158312446506155,5.0,2.8674417556808756,0.0,0.0,0.0,0.0,1.0,0.0
308896.0,28.751899995,2.4860292042976027E-5,308896.0,60.4,0.0,-Infinity,-Infinity,?,?,75.31172069825436,50.0,0.0,100.0,?,?,60.4,308896.0,3507544.0,102396.0,119155.59389116213,303933.60000000003,238381.78934324847,17.2,14.49750936463839,9.1,7.248754682319195,9.1,7.248754682319195,4.2,2.8205594401741574,0.0,0.0,0.0,0.0,1.0,0.0
347508.0,32.368115749,2.780043676182606E-5,347508.0,99.2,33.11036789297637,-100.0,-300.0,74.8869914615771,33.333333333333336,99.59758551307847,60.0,20.0,100.0,99.59919839679358,100.0,99.19839679358718,347508.0,3142800.0,93958.0,111389.31975533182,267485.6,172275.09362463796,14.999999999999998,9.843215373488933,7.999999999999999,4.9216076867444665,7.999999999999999,4.9216076867444665,4.1000000000000005,2.6436506745197805,0.0,0.0,0.0,0.0,1.0,0.0
386120.0,35.864093569,3.0467004991341164E-5,386120.0,82.6,2.7596150622003734,-2799.999999999998,-5699.999999999996,65.311004784689,3.3333333333333335,90.43956043956044,50.847457627118644,1.694915254237288,100.0,91.27382146439318,100.0,82.54764292878636,386120.0,2948400.0,109970.0,129384.45080886308,247780.00000000006,165844.8652874795,13.800000000000002,10.031062866028815,7.400000000000001,5.015531433014408,7.400000000000001,5.015531433014408,3.9000000000000004,2.4244128727957577,0.0,0.0,0.0,0.0,1.0,0.0
