learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
221.0,0.047574374,4.037951123619245E-9,221.0,100.0,?,?,?,221.0,345112.0,10.0,0.0,1327.2,59.19609596736746,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
442.0,0.133959284,1.1788002558267779E-8,442.0,100.0,?,?,?,442.0,346792.0,10.0,0.0,2659.1,77.64083976877117,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
663.0,0.189138532,1.6762409316450357E-8,663.0,100.0,?,?,?,663.0,348472.0,10.0,0.0,4000.1,75.28088144483374,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
884.0,0.231932286,2.062026434023761E-8,884.0,100.0,?,?,?,884.0,348472.0,10.0,0.0,5324.0,81.42071808411748,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1105.0,0.26604641,2.3695651104752386E-8,1105.0,100.0,?,?,?,1105.0,348472.0,10.0,0.0,6653.2,70.96290110567159,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1326.0,0.298167075,2.660528782242495E-8,1326.0,100.0,?,?,?,1326.0,350152.0,10.0,0.0,7967.2,54.588969174692714,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1547.0,0.327961731,2.9304224008460424E-8,1547.0,100.0,?,?,?,1547.0,350152.0,10.0,0.0,9281.7,50.25722723040824,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1768.0,0.361747853,3.2364725437025644E-8,1768.0,100.0,?,?,?,1768.0,350152.0,10.0,0.0,10605.6,55.18292811690552,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1989.0,0.398403819,3.568519045838672E-8,1989.0,100.0,?,?,?,1989.0,350152.0,10.0,0.0,11924.1,77.38425047916542,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2210.0,0.432994098,3.881853610527598E-8,2210.0,100.0,?,?,?,2210.0,350152.0,10.0,0.0,13244.900000000001,106.13455820063753,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
