learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
86.0,0.028528248,2.4089818337062995E-9,86.0,100.0,?,?,?,86.0,343432.0,10.0,0.0,515.8000000000001,26.148295036834313,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
172.0,0.118186124,1.0413701665509077E-8,172.0,100.0,?,?,?,172.0,345112.0,10.0,0.0,1034.8999999999999,47.103786118173836,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
258.0,0.1709143,1.5121311247092153E-8,258.0,100.0,?,?,?,258.0,345112.0,10.0,0.0,1551.8999999999999,55.65658591357859,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
344.0,0.226226794,2.0083690364911323E-8,344.0,100.0,?,?,?,344.0,346792.0,10.0,0.0,2066.7,70.1997942383816,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
430.0,0.264106878,2.3482114920181533E-8,430.0,100.0,?,?,?,430.0,346792.0,10.0,0.0,2587.2,77.46224887001412,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
516.0,0.29998758,2.6701164242699743E-8,516.0,100.0,?,?,?,516.0,346792.0,10.0,0.0,3108.3,86.00264853802791,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
602.0,0.334747287,2.981964311943079E-8,602.0,100.0,?,?,?,602.0,346792.0,10.0,0.0,3626.0,80.32987544425104,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
688.0,0.366354558,3.266903719725708E-8,688.0,100.0,?,?,?,688.0,348472.0,10.0,0.0,4152.200000000001,74.65446328846579,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
774.0,0.398352257,3.5553628341955025E-8,774.0,100.0,?,?,?,774.0,348472.0,10.0,0.0,4669.600000000001,83.81089825712816,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
860.0,0.428899739,3.830748248846787E-8,860.0,100.0,?,?,?,860.0,348472.0,10.0,0.0,5180.500000000001,81.09151209179255,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
946.0,0.456895553,4.083130387803125E-8,946.0,100.0,?,?,?,946.0,348472.0,10.0,0.0,5697.099999999999,78.30205049110212,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1032.0,0.478355274,4.276589677373567E-8,1032.0,100.0,?,?,?,1032.0,348472.0,10.0,0.0,6214.0,79.04288568731396,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1118.0,0.50095607,4.480335753004583E-8,1118.0,100.0,?,?,?,1118.0,348472.0,10.0,0.0,6727.0,65.72501637715867,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1204.0,0.522453642,4.6741362691720315E-8,1204.0,100.0,?,?,?,1204.0,348472.0,10.0,0.0,7234.599999999999,56.52374132462685,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1290.0,0.543913338,4.868528008669614E-8,1290.0,100.0,?,?,?,1290.0,350152.0,10.0,0.0,7750.8,53.476474578391304,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1376.0,0.564839863,5.058090041439772E-8,1376.0,100.0,?,?,?,1376.0,350152.0,10.0,0.0,8261.6,51.46994808192006,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1462.0,0.585838086,5.248301547480125E-8,1462.0,100.0,?,?,?,1462.0,350152.0,10.0,0.0,8774.8,49.064130369230895,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1548.0,0.606546083,5.435884053697394E-8,1548.0,100.0,?,?,?,1548.0,350152.0,10.0,0.0,9288.0,48.476798574163425,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1634.0,0.627667343,5.627210085146335E-8,1634.0,100.0,?,?,?,1634.0,350152.0,10.0,0.0,9797.100000000002,49.30731295772592,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1720.0,0.649289064,5.823069521185009E-8,1720.0,100.0,?,?,?,1720.0,350152.0,10.0,0.0,10317.3,57.63881793837644,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1806.0,0.670549667,6.015657785246975E-8,1806.0,100.0,?,?,?,1806.0,350152.0,10.0,0.0,10837.3,61.279052066935435,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1892.0,0.692287214,6.212566426158778E-8,1892.0,100.0,?,?,?,1892.0,350152.0,10.0,0.0,11352.1,71.34182192484,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1978.0,0.712997341,6.400168226890058E-8,1978.0,100.0,?,?,?,1978.0,350152.0,10.0,0.0,11858.7,76.33704503348599,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2064.0,0.73402814,6.590674821234824E-8,2064.0,100.0,?,?,?,2064.0,350152.0,10.0,0.0,12376.7,88.41826106008222,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2150.0,0.755636225,6.786410736150004E-8,2150.0,100.0,?,?,?,2150.0,350152.0,10.0,0.0,12886.7,102.51292601423481,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2236.0,0.776951237,6.979491861814218E-8,2236.0,100.0,?,?,?,2236.0,350152.0,10.0,0.0,13408.5,107.46187954598383,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2322.0,0.797249714,7.163364748605422E-8,2322.0,100.0,?,?,?,2322.0,350152.0,10.0,0.0,13923.300000000001,119.25886875942511,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
