learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
356.0,0.033844536,2.887318569868803E-9,356.0,100.0,?,?,?,356.0,346792.0,10.0,0.0,2136.7999999999997,67.51263256276975,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
712.0,0.098905343,8.75254743332871E-9,712.0,100.0,?,?,?,712.0,348472.0,10.0,0.0,4299.6,80.48077755312478,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1068.0,0.138015155,1.2278295249320152E-8,1068.0,100.0,?,?,?,1068.0,348472.0,10.0,0.0,6440.0,72.19879962067701,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1424.0,0.178216752,1.591993974018842E-8,1424.0,100.0,?,?,?,1424.0,350152.0,10.0,0.0,8550.6,52.37302104455429,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1780.0,0.20797582,1.8615652202446427E-8,1780.0,100.0,?,?,?,1780.0,350152.0,10.0,0.0,10682.6,56.56304250814111,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2136.0,0.236366335,2.1187394875819898E-8,2136.0,100.0,?,?,?,2136.0,350152.0,10.0,0.0,12802.6,102.86690429871005,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2492.0,0.263972472,2.3688085003135105E-8,2492.0,100.0,?,?,?,2492.0,350152.0,10.0,0.0,14925.899999999998,130.39380523799633,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2848.0,0.286709725,2.5757611354475635E-8,2848.0,100.0,?,?,?,2848.0,351832.0,10.0,0.0,17059.3,130.68626553697246,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3204.0,0.307275889,2.7629526943574763E-8,3204.0,100.0,?,?,?,3204.0,351832.0,10.0,0.0,19180.9,145.50483000765166,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3560.0,0.326988804,2.9423780499808488E-8,3560.0,100.0,?,?,?,3560.0,351832.0,10.0,0.0,21303.800000000003,142.81907746827466,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3916.0,0.343758948,3.0950185423207775E-8,3916.0,100.0,?,?,?,3916.0,351832.0,10.0,0.0,23446.600000000002,160.97080480633772,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4272.0,0.357637057,3.2213359663397485E-8,4272.0,100.0,?,?,?,4272.0,351832.0,10.0,0.0,25573.9,130.14901715597654,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4628.0,0.3718411,3.350620015226718E-8,4628.0,100.0,?,?,?,4628.0,351832.0,10.0,0.0,27720.300000000003,151.29077962651954,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4984.0,0.385428351,3.474290073288604E-8,4984.0,100.0,?,?,?,4984.0,351832.0,10.0,0.0,29855.2,122.33905527036109,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5340.0,0.398512757,3.5939519476818125E-8,5340.0,100.0,?,?,?,5340.0,353512.0,10.0,0.0,31988.2,141.9481908616271,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5696.0,0.411459322,3.7123532136508986E-8,5696.0,100.0,?,?,?,5696.0,353512.0,10.0,0.0,34118.899999999994,137.80940945136192,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6052.0,0.424354102,3.830280886079288E-8,6052.0,100.0,?,?,?,6052.0,353512.0,10.0,0.0,36244.2,131.50563992975057,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6408.0,0.437292181,3.948604544347566E-8,6408.0,100.0,?,?,?,6408.0,353512.0,10.0,0.0,38371.1,164.35087803571724,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6764.0,0.450136805,4.066073521060455E-8,6764.0,100.0,?,?,?,6764.0,353512.0,10.0,0.0,40511.0,144.90456629565986,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7120.0,0.46288853,4.1826929010496375E-8,7120.0,100.0,?,?,?,7120.0,353512.0,10.0,0.0,42664.7,161.87790323436832,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7476.0,0.476206499,4.304490798000453E-8,7476.0,100.0,?,?,?,7476.0,353512.0,10.0,0.0,44791.3,174.18065334588738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7832.0,0.489274792,4.4240053128740853E-8,7832.0,100.0,?,?,?,7832.0,353512.0,10.0,0.0,46918.2,144.3866722073446,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8188.0,0.502761574,4.54734706898075E-8,8188.0,100.0,?,?,?,8188.0,353512.0,10.0,0.0,49054.7,137.80989321041744,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8544.0,0.546422717,4.950819538912633E-8,8544.0,99.9,99.7364676118695,0.0,99.6078431372549,8544.0,358288.0,10.0,0.0,51165.1,138.6558088697814,1480.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8900.0,0.579433196,5.2473020980329155E-8,8900.0,99.9,99.78973043441692,0.0,99.8,8900.0,347176.0,10.0,9.0,6374.6,16556.728992567743,1249.6,80.9543081003105,1.2000000000000002,0.6324555320336759,1.1000000000000003,0.31622776601683794,1.1000000000000003,0.31622776601683794,0.09999999999999999,0.31622776601683794,0.0,0.0,0.0,0.0,1.0,0.0
9256.0,0.601859058,5.449833163430294E-8,9256.0,99.9,98.45574155290629,0.0,99.8,9256.0,349096.0,10.0,10.0,3130.2000000000003,772.710352518257,1224.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9612.0,0.615715811,5.57545720940104E-8,9612.0,100.0,?,?,100.0,9612.0,350440.0,10.0,10.0,5253.6,766.7477058618726,1224.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9968.0,0.629321611,5.69910180433198E-8,9968.0,100.0,?,?,?,9968.0,351280.0,10.0,10.0,7409.6,756.309049118003,1224.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
