learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
129.0,0.038694237,3.2674181044039626E-9,129.0,100.0,?,?,?,129.0,343432.0,10.0,0.0,774.5000000000001,35.36555134904903,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
258.0,0.132126385,1.1609107662424859E-8,258.0,100.0,?,?,?,258.0,345112.0,10.0,0.0,1551.8999999999999,55.65658591357859,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
387.0,0.187478894,1.657507673951073E-8,387.0,100.0,?,?,?,387.0,346792.0,10.0,0.0,2323.2000000000003,71.6438723440075,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
516.0,0.232292376,2.0595533442720773E-8,516.0,100.0,?,?,?,516.0,346792.0,10.0,0.0,3108.3,86.00264853802791,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
645.0,0.26599366,2.3633702699558604E-8,645.0,100.0,?,?,?,645.0,348472.0,10.0,0.0,3890.6,77.83486793633472,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
774.0,0.299337695,2.6639665974902197E-8,774.0,100.0,?,?,?,774.0,348472.0,10.0,0.0,4669.600000000001,83.81089825712816,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
903.0,0.332301378,2.961134053432693E-8,903.0,100.0,?,?,?,903.0,348472.0,10.0,0.0,5439.7,82.12057530782945,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1032.0,0.362851225,3.236540788548481E-8,1032.0,100.0,?,?,?,1032.0,348472.0,10.0,0.0,6214.0,79.04288568731396,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1161.0,0.391933599,3.4987182610823456E-8,1161.0,100.0,?,?,?,1161.0,348472.0,10.0,0.0,6984.8,60.2398908070428,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1290.0,0.420821853,3.7604012758887053E-8,1290.0,100.0,?,?,?,1290.0,350152.0,10.0,0.0,7750.8,53.476474578391304,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1419.0,0.446130196,3.9896558198287244E-8,1419.0,100.0,?,?,?,1419.0,350152.0,10.0,0.0,8520.4,53.11873492469483,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
