learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
336.0,0.017014113,1.1789851127937436E-9,336.0,100.0,?,?,?,336.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
672.0,0.101633925,7.570166452464959E-9,672.0,100.0,?,?,?,672.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008.0,0.152488941,1.1541558366107446E-8,1008.0,100.0,?,?,?,1008.0,301864.0,758.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1344.0,0.197958976,1.5092424013500828E-8,1344.0,100.0,?,?,?,1344.0,301864.0,1094.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1680.0,0.2374097,1.8274551499951634E-8,1680.0,100.0,?,?,?,1680.0,311792.0,1180.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016.0,0.273290592,2.1260740705556757E-8,2016.0,100.0,?,?,?,2016.0,321704.0,1266.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2352.0,0.304146649,2.3828737742557296E-8,2352.0,100.0,?,?,?,2352.0,321704.0,1602.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2688.0,0.337823532,2.6717993234536715E-8,2688.0,100.0,?,?,?,2688.0,331632.0,1688.0,790.5694150420949,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3024.0,0.364555741,2.907998912452203E-8,3024.0,100.0,?,?,?,3024.0,341544.0,1774.0,935.4143466934853,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3360.0,0.389797857,3.131032385842047E-8,3360.0,100.0,?,?,?,3360.0,341544.0,2110.0,935.4143466934853,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3696.0,0.416164832,3.3707768950294706E-8,3696.0,100.0,?,?,?,3696.0,351472.0,2196.0,1080.1234497346434,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4032.0,0.437839477,3.573413799751136E-8,4032.0,100.0,?,?,?,4032.0,361384.0,2282.0,1224.744871391589,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4368.0,0.453654781,3.7212715501222345E-8,4368.0,100.0,?,?,?,4368.0,361384.0,2618.0,1224.744871391589,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4704.0,0.471101943,3.88886668518434E-8,4704.0,100.0,?,?,?,4704.0,371312.0,2704.0,1369.3063937629154,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5040.0,0.488627851,4.0617123099697963E-8,5040.0,100.0,?,?,?,5040.0,381224.0,2790.0,1513.8251770487457,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5376.0,0.504255525,4.2158369964895154E-8,5376.0,100.0,?,?,?,5376.0,381224.0,3126.0,1513.8251770487457,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5712.0,0.521586887,4.386763951787519E-8,5712.0,100.0,?,?,?,5712.0,381224.0,3462.0,1513.8251770487457,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6048.0,0.539110648,4.559588402231742E-8,6048.0,100.0,?,?,?,6048.0,381224.0,3798.0,1513.8251770487457,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6384.0,0.555026141,4.716551643814065E-8,6384.0,100.0,?,?,?,6384.0,381224.0,4134.0,1513.8251770487457,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6720.0,0.57196108,4.883568959673454E-8,6720.0,100.0,?,?,?,6720.0,381224.0,4470.0,1513.8251770487457,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7056.0,0.588812642,5.0497639872007496E-8,7056.0,100.0,?,?,?,7056.0,381224.0,4456.0,2024.8456731316587,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7392.0,0.604757889,5.2070206714235256E-8,7392.0,100.0,?,?,?,7392.0,381224.0,4792.0,2024.8456731316587,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7728.0,0.621263809,5.369806876569573E-8,7728.0,100.0,?,?,?,7728.0,381224.0,5128.0,2024.8456731316587,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8064.0,0.637899677,5.533874666855154E-8,8064.0,100.0,?,?,?,8064.0,381224.0,5464.0,2024.8456731316587,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8400.0,0.666697932,5.813004186171832E-8,8400.0,99.8,98.97855997385113,-100.0,98.1981981981982,8400.0,375744.0,5800.0,2024.8456731316587,536.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8736.0,0.706535779,6.210860079567053E-8,8736.0,99.4,98.78480028192634,-500.0,98.65771812080537,8736.0,386040.0,5336.0,2424.4128727957577,1480.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9072.0,0.736055493,6.505468381258764E-8,9072.0,92.2,79.68591296195015,-7699.999999999989,84.4,9072.0,385776.0,4872.0,2668.7491868330794,1454.4,80.95430810031051,2.8,0.6324555320336759,1.9,0.31622776601683794,1.9,0.31622776601683794,0.8999999999999999,0.31622776601683794,0.0,0.0,0.0,0.0,1.0,0.0
9408.0,0.766144969,6.80576293774239E-8,9408.0,58.9,0.0,-Infinity,-7.8740157480315025,9408.0,385776.0,5208.0,2668.7491868330794,1454.4,80.95430810031051,2.8,0.6324555320336759,1.9,0.31622776601683794,1.9,0.31622776601683794,0.8999999999999999,0.31622776601683794,0.0,0.0,0.0,0.0,1.0,0.0
9744.0,0.79167463,7.060375940282934E-8,9744.0,25.6,0.0,-Infinity,-1553.333333333332,9744.0,385512.0,4744.0,2798.8092706244443,1428.7999999999997,107.93907746708076,2.5999999999999996,0.8432740427115678,1.7999999999999998,0.4216370213557839,1.7999999999999998,0.4216370213557839,0.8,0.4216370213557839,0.0,0.0,0.0,0.0,1.0,0.0
10080.0,0.816565375,7.308446894777112E-8,10080.0,0.0,0.0,-Infinity,-Infinity,10080.0,385248.0,4280.0,2830.3906287138375,1403.2,123.65974823414986,2.4000000000000004,0.9660917830792959,1.7000000000000002,0.48304589153964794,1.7000000000000002,0.48304589153964794,0.7,0.48304589153964794,0.0,0.0,0.0,0.0,1.0,0.0
10416.0,0.840752972,7.549509999746872E-8,10416.0,0.0,0.0,-Infinity,-Infinity,10416.0,385248.0,4616.0,2830.3906287138375,1403.2,123.65974823414986,2.4000000000000004,0.9660917830792959,1.7000000000000002,0.48304589153964794,1.7000000000000002,0.48304589153964794,0.7,0.48304589153964794,0.0,0.0,0.0,0.0,1.0,0.0
10752.0,0.868501798,7.836144525752508E-8,10752.0,15.0,-0.09609224855861431,-42399.99999999996,-21149.99999999998,10752.0,399288.0,4151.999999999999,2766.867462592951,2754.4,1091.667348600296,4.199999999999999,1.0327955589886446,2.5999999999999996,0.5163977794943222,2.5999999999999996,0.5163977794943222,1.6,0.5163977794943222,0.0,0.0,0.0,0.0,1.0,0.0
11088.0,0.894334411,8.106187773572696E-8,11088.0,48.6,0.9126064611149484,-8466.666666666659,-7242.857142857136,11088.0,404080.0,4438.0,2838.7203689925736,3251.2000000000003,556.0521158628528,4.799999999999999,0.632455532033676,2.8999999999999995,0.316227766016838,2.8999999999999995,0.316227766016838,1.9,0.31622776601683794,0.0,0.0,0.0,0.0,1.0,0.0
11424.0,0.918213169,8.356488235451075E-8,11424.0,80.30000000000001,4.448712725297306,-3183.33333333333,-2714.285714285711,11424.0,405184.0,4774.0,2838.7203689925736,3356.8,646.5905109796221,6.0,1.4142135623730951,3.5,0.7071067811865476,3.5,0.7071067811865476,2.5,0.7071067811865476,0.0,0.0,0.0,0.0,1.0,0.0
11760.0,0.940253114,8.586086285679292E-8,11760.0,64.5,1.073423026763113,-8774.99999999999,-11733.333333333323,11760.0,402680.0,4410.0,2972.5596900838027,3111.2,893.1020596151869,5.6000000000000005,1.8973665961010275,3.3000000000000003,0.9486832980505138,3.3000000000000003,0.9486832980505138,2.3000000000000003,0.9486832980505138,0.0,0.0,0.0,0.0,1.0,0.0
12096.0,0.961271616,8.803581995646988E-8,12096.0,30.9,0.0,-Infinity,-Infinity,12096.0,399992.0,4246.0,3223.610811910561,2848.0,1027.0094665797606,5.0,2.309401076758503,3.0,1.1547005383792515,3.0,1.1547005383792515,2.0,1.1547005383792515,0.0,0.0,0.0,0.0,1.0,0.0
12432.0,0.982086687,9.020200389125282E-8,12432.0,6.9,-0.2001851174204103,-46449.99999999996,-92999.99999999991,12432.0,402272.0,4582.0,3223.610811910561,3063.9999999999995,998.3239287258752,5.2,1.9888578520235065,3.1,0.9944289260117533,3.1,0.9944289260117533,2.1,0.9944289260117533,0.0,0.0,0.0,0.0,1.0,0.0
12768.0,1.002461912,9.231077535241844E-8,12768.0,40.5,-0.20006331970387375,-29649.99999999997,-59399.99999999994,12768.0,400064.0,4668.0,3454.465708808431,2855.2,1094.8831292273467,5.0,2.1081851067789197,3.0,1.0540925533894598,3.0,1.0540925533894598,2.0,1.0540925533894598,0.0,0.0,0.0,0.0,1.0,0.0
13104.0,1.030829658,9.531085887798006E-8,13104.0,74.0,2.9039196940726595,-4233.333333333329,-3149.9999999999973,13104.0,408800.0,4604.0,3726.779962499649,3704.7999999999997,1032.7435736371779,5.800000000000001,1.3984117975602017,3.4000000000000004,0.6992058987801009,3.4000000000000004,0.6992058987801009,2.4000000000000004,0.6992058987801009,0.0,0.0,0.0,0.0,1.0,0.0
13440.0,1.064977906,9.89222701001333E-8,13440.0,99.9,92.2576649117374,75.0,85.71428571428571,13440.0,408800.0,4940.0,3726.779962499649,3704.7999999999997,1032.7435736371779,5.800000000000001,1.3984117975602017,3.4000000000000004,0.6992058987801009,3.4000000000000004,0.6992058987801009,2.4000000000000004,0.6992058987801009,0.0,0.0,0.0,0.0,1.0,0.0
13776.0,1.09698594,1.0230356311767881E-7,13776.0,95.39999999999999,22.255273120605807,-666.6666666666667,-475.0,13776.0,408344.0,5126.000000000001,3887.6585355312377,3660.8,1209.3278941443282,5.4,2.065591117977289,3.2,1.0327955589886444,3.2,1.0327955589886444,2.2,1.0327955589886444,0.0,0.0,0.0,0.0,1.0,0.0
14112.0,1.129455132,1.0572282060399239E-7,14112.0,95.5,4.067536454336186,-2150.0,-4400.0,14112.0,407064.0,5212.000000000001,4128.491788104276,3543.2000000000003,1365.0491891828985,5.2,2.2010098692292237,3.1,1.1005049346146119,3.1,1.1005049346146119,2.1,1.1005049346146119,0.0,0.0,0.0,0.0,1.0,0.0
14448.0,1.161413421,1.0908827604597022E-7,14448.0,64.7,0.3646709493864018,-17549.99999999998,-35199.99999999996,14448.0,407064.0,5548.000000000001,4128.491788104276,3543.2000000000003,1365.0491891828985,5.2,2.2010098692292237,3.1,1.1005049346146119,3.1,1.1005049346146119,2.1,1.1005049346146119,0.0,0.0,0.0,0.0,1.0,0.0
14784.0,1.192705219,1.1238289720488714E-7,14784.0,35.6,0.0,-Infinity,-Infinity,14784.0,406984.0,5784.0,4249.1829279939875,3535.2,1379.7852328854983,5.2,2.2010098692292237,3.1,1.1005049346146119,3.1,1.1005049346146119,2.1,1.1005049346146119,0.0,0.0,0.0,0.0,1.0,0.0
15120.0,1.225358235,1.1583178477070192E-7,15120.0,8.3,-0.11485368165004971,-22824.99999999998,-15183.33333333332,15120.0,408280.0,5870.0,4510.789534241453,3636.8,1441.7973967702028,5.6000000000000005,1.6465452046971292,3.3000000000000003,0.8232726023485646,3.3000000000000003,0.8232726023485646,2.3000000000000003,0.8232726023485646,0.0,0.0,0.0,0.0,1.0,0.0
15456.0,1.260327266,1.1956965933383962E-7,15456.0,39.900000000000006,0.5816223226515036,-9916.666666666657,-8485.714285714277,15456.0,413184.0,6206.0,4510.789534241453,3999.9999999999995,908.9852706299604,5.800000000000001,1.3984117975602017,3.4000000000000004,0.6992058987801009,3.4000000000000004,0.6992058987801009,2.4000000000000004,0.6992058987801009,0.0,0.0,0.0,0.0,1.0,0.0
15792.0,1.295238271,1.2328948210945356E-7,15792.0,64.60000000000001,1.93199510214033,-5799.9999999999945,-4957.142857142852,15792.0,411872.0,6442.0,4637.108773554679,4014.4,883.5789847106042,6.0,1.0540925533894598,3.5,0.5270462766947299,3.5,0.5270462766947299,2.5,0.5270462766947299,0.0,0.0,0.0,0.0,1.0,0.0
16128.0,1.323607688,1.2630189605081664E-7,16128.0,87.3,2.67005916434202,-3074.9999999999973,-6249.9999999999945,16128.0,410456.0,6678.0,4769.404807963172,3876.0,1174.8187567072255,5.6000000000000005,1.8973665961010275,3.3000000000000003,0.9486832980505138,3.3000000000000003,0.9486832980505138,2.3000000000000003,0.9486832980505138,0.0,0.0,0.0,0.0,1.0,0.0
