learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
111.0,0.010099232,6.991109747356838E-10,111.0,100.0,?,?,?,111.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
222.0,0.079849751,5.787806910783466E-9,222.0,100.0,?,?,?,222.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
333.0,0.121045895,8.79329925061307E-9,333.0,100.0,?,?,?,333.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
444.0,0.163487452,1.1889651531883411E-8,444.0,100.0,?,?,?,444.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
555.0,0.206807202,1.5161513892428742E-8,555.0,100.0,?,?,?,555.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666.0,0.23872871,1.7572487651904425E-8,666.0,100.0,?,?,?,666.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777.0,0.269320118,1.9883001364270847E-8,777.0,100.0,?,?,?,777.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888.0,0.297316092,2.1997486641249725E-8,888.0,100.0,?,?,?,888.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999.0,0.324509245,2.4051336300244764E-8,999.0,100.0,?,?,?,999.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110.0,0.353650593,2.6327055057266524E-8,1110.0,100.0,?,?,?,1110.0,301864.0,860.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1221.0,0.375061128,2.7999055820490342E-8,1221.0,100.0,?,?,?,1221.0,301864.0,971.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1332.0,0.396124297,2.964392992774232E-8,1332.0,100.0,?,?,?,1332.0,301864.0,1082.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1443.0,0.411958045,3.088042582757358E-8,1443.0,100.0,?,?,?,1443.0,301864.0,1193.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1554.0,0.429810822,3.232044534156721E-8,1554.0,100.0,?,?,?,1554.0,311792.0,1054.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1665.0,0.443436332,3.341949006094702E-8,1665.0,100.0,?,?,?,1665.0,311792.0,1165.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1776.0,0.457335718,3.4540625841253345E-8,1776.0,100.0,?,?,?,1776.0,311792.0,1276.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1887.0,0.470842947,3.563012991896521E-8,1887.0,100.0,?,?,?,1887.0,311792.0,1387.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1998.0,0.484625557,3.6741846452127734E-8,1998.0,100.0,?,?,?,1998.0,311792.0,1498.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2109.0,0.500409417,3.8055459066741177E-8,2109.0,100.0,?,?,?,2109.0,321704.0,1359.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2220.0,0.514244584,3.9206891599498285E-8,2220.0,100.0,?,?,?,2220.0,321704.0,1470.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2331.0,0.527612493,4.0319436559565376E-8,2331.0,100.0,?,?,?,2331.0,321704.0,1581.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2442.0,0.540725013,4.141072675609341E-8,2442.0,100.0,?,?,?,2442.0,321704.0,1692.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2553.0,0.556879174,4.2796647727092115E-8,2553.0,100.0,?,?,?,2553.0,331632.0,1553.0,790.5694150420949,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2664.0,0.570470603,4.3962703115356473E-8,2664.0,100.0,?,?,?,2664.0,331632.0,1664.0,790.5694150420949,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2775.0,0.583758578,4.5102724142422285E-8,2775.0,100.0,?,?,?,2775.0,331632.0,1775.0,790.5694150420949,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2886.0,0.596859646,4.6226709775825347E-8,2886.0,100.0,?,?,?,2886.0,331632.0,1886.0,790.5694150420949,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2997.0,0.609884307,4.734414019019654E-8,2997.0,100.0,?,?,?,2997.0,331632.0,1997.0,790.5694150420949,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3108.0,0.625445856,4.871912251132851E-8,3108.0,100.0,?,?,?,3108.0,341544.0,1858.0,935.4143466934853,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3219.0,0.638939148,4.9911358448372534E-8,3219.0,100.0,?,?,?,3219.0,341544.0,1969.0,935.4143466934853,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3330.0,0.652366149,5.1097737066646416E-8,3330.0,100.0,?,?,?,3330.0,341544.0,2080.0,935.4143466934853,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3441.0,0.665915483,5.2294924744628366E-8,3441.0,100.0,?,?,?,3441.0,341544.0,2191.0,935.4143466934853,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3552.0,0.680697381,5.363898445601678E-8,3552.0,100.0,?,?,?,3552.0,351472.0,2052.0,1080.1234497346434,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3663.0,0.694055819,5.485361456122249E-8,3663.0,100.0,?,?,?,3663.0,351472.0,2163.0,1080.1234497346434,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3774.0,0.707854602,5.610828350133366E-8,3774.0,100.0,?,?,?,3774.0,351472.0,2274.0,1080.1234497346434,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3885.0,0.721766547,5.737324181599335E-8,3885.0,100.0,?,?,?,3885.0,351472.0,2385.0,1080.1234497346434,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3996.0,0.735203427,5.859500434302207E-8,3996.0,100.0,?,?,?,3996.0,351472.0,2496.0,1080.1234497346434,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4107.0,0.750333918,6.000955847443184E-8,4107.0,100.0,?,?,?,4107.0,361384.0,2357.0,1224.744871391589,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4218.0,0.763705123,6.125963643123291E-8,4218.0,100.0,?,?,?,4218.0,361384.0,2468.0,1224.744871391589,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4329.0,0.777546243,6.255364688200668E-8,4329.0,100.0,?,?,?,4329.0,361384.0,2579.0,1224.744871391589,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4440.0,0.791109701,6.382169862930972E-8,4440.0,100.0,?,?,?,4440.0,361384.0,2690.0,1224.744871391589,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4551.0,0.807746051,6.541976444952188E-8,4551.0,100.0,?,?,?,4551.0,371312.0,2551.0,1369.3063937629154,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4662.0,0.82314619,6.689908147293245E-8,4662.0,100.0,?,?,?,4662.0,371312.0,2662.0,1369.3063937629154,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4773.0,0.838453627,6.836949366459414E-8,4773.0,100.0,?,?,?,4773.0,371312.0,2773.0,1369.3063937629154,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4884.0,0.85434039,6.989555514707746E-8,4884.0,100.0,?,?,?,4884.0,371312.0,2884.0,1369.3063937629154,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
