learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
278.0,0.018104455,1.25453985877749E-9,278.0,100.0,?,?,?,278.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
556.0,0.104408616,7.772937031760812E-9,556.0,100.0,?,?,?,556.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834.0,0.146385438,1.0943370469560225E-8,834.0,100.0,?,?,?,834.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112.0,0.185674837,1.4011575216177023E-8,1112.0,100.0,?,?,?,1112.0,301864.0,862.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1390.0,0.21656171,1.6423606266760165E-8,1390.0,100.0,?,?,?,1390.0,301864.0,1140.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1668.0,0.250464833,1.9158259744217827E-8,1668.0,100.0,?,?,?,1668.0,311792.0,1168.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1946.0,0.278674977,2.1433712904954122E-8,1946.0,100.0,?,?,?,1946.0,311792.0,1446.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2224.0,0.30896133,2.3954296295293088E-8,2224.0,100.0,?,?,?,2224.0,321704.0,1474.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2502.0,0.339726873,2.659377792654973E-8,2502.0,100.0,?,?,?,2502.0,331632.0,1502.0,790.5694150420949,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2780.0,0.368953084,2.9101194977038022E-8,2780.0,100.0,?,?,?,2780.0,331632.0,1780.0,790.5694150420949,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3058.0,0.402350374,3.2052101941615754E-8,3058.0,100.0,?,?,?,3058.0,341544.0,1808.0,935.4143466934853,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
