learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
341.0,0.020147923,1.3961410313141017E-9,341.0,100.0,?,?,?,341.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
682.0,0.108322033,8.055772069895433E-9,682.0,100.0,?,?,?,682.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023.0,0.160637372,1.2141204159112854E-8,1023.0,100.0,?,?,?,1023.0,301864.0,773.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1364.0,0.209193208,1.5933047513376094E-8,1364.0,100.0,?,?,?,1364.0,301864.0,1114.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1705.0,0.247491085,1.902218542309892E-8,1705.0,100.0,?,?,?,1705.0,311792.0,1205.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2046.0,0.281004279,2.1811322832730497E-8,2046.0,100.0,?,?,?,2046.0,321704.0,1296.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2387.0,0.309708952,2.4200270818277368E-8,2387.0,100.0,?,?,?,2387.0,321704.0,1637.0,645.4972243679028,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2728.0,0.339413143,2.674869541510112E-8,2728.0,100.0,?,?,?,2728.0,331632.0,1728.0,790.5694150420949,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3069.0,0.368077066,2.928137306687526E-8,3069.0,100.0,?,?,?,3069.0,341544.0,1819.0,935.4143466934853,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3410.0,0.391708045,3.136935147802449E-8,3410.0,100.0,?,?,?,3410.0,341544.0,2160.0,935.4143466934853,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3751.0,0.41316599,3.3320437824560535E-8,3751.0,100.0,?,?,?,3751.0,351472.0,2251.0,1080.1234497346434,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4092.0,0.431454766,3.503026096574134E-8,4092.0,100.0,?,?,?,4092.0,361384.0,2342.0,1224.744871391589,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4433.0,0.448800233,3.665189386622566E-8,4433.0,100.0,?,?,?,4433.0,361384.0,2683.0,1224.744871391589,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4774.0,0.466205263,3.8323798072542993E-8,4774.0,100.0,?,?,?,4774.0,371312.0,2774.0,1369.3063937629154,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5115.0,0.485850078,4.0261227118997933E-8,5115.0,100.0,?,?,?,5115.0,381224.0,2865.0,1513.8251770487457,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5456.0,0.504329277,4.208369971025528E-8,5456.0,100.0,?,?,?,5456.0,381224.0,3206.0,1513.8251770487457,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
