learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
129.0,0.010902068,7.546866322225993E-10,129.0,100.0,?,?,?,129.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
258.0,0.094119883,6.825898188329819E-9,258.0,100.0,?,?,?,258.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
387.0,0.14012525,1.0182250620478557E-8,387.0,100.0,?,?,?,387.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
516.0,0.191575625,1.4068204380563565E-8,516.0,100.0,?,?,?,516.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645.0,0.227475391,1.6779648770888648E-8,645.0,100.0,?,?,?,645.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774.0,0.256290861,1.895602909843955E-8,774.0,100.0,?,?,?,774.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903.0,0.282325859,2.0922405405160456E-8,903.0,100.0,?,?,?,903.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032.0,0.311542214,2.3203981641280572E-8,1032.0,100.0,?,?,?,1032.0,301864.0,782.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1161.0,0.336316458,2.5138662623156696E-8,1161.0,100.0,?,?,?,1161.0,301864.0,911.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1290.0,0.356116161,2.6684869596854684E-8,1290.0,100.0,?,?,?,1290.0,301864.0,1040.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1419.0,0.371919879,2.7919020380932428E-8,1419.0,100.0,?,?,?,1419.0,301864.0,1169.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1548.0,0.389605349,2.934554477622112E-8,1548.0,100.0,?,?,?,1548.0,311792.0,1048.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1677.0,0.403743182,3.048591388549656E-8,1677.0,100.0,?,?,?,1677.0,311792.0,1177.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1806.0,0.417576471,3.1601718228020604E-8,1806.0,100.0,?,?,?,1806.0,311792.0,1306.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1935.0,0.432712593,3.282261014002893E-8,1935.0,100.0,?,?,?,1935.0,311792.0,1435.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
