learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
62.0,0.007991447,5.537636339126363E-10,62.0,100.0,?,?,?,62.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
124.0,0.087562424,6.358917675666097E-9,124.0,100.0,?,?,?,124.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
186.0,0.135403254,9.849177543096659E-9,186.0,100.0,?,?,?,186.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
248.0,0.181726651,1.3228732067383826E-8,248.0,100.0,?,?,?,248.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
310.0,0.230688367,1.680076692537715E-8,310.0,100.0,?,?,?,310.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
372.0,0.263155956,1.9169461675843015E-8,372.0,100.0,?,?,?,372.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
434.0,0.291345391,2.1226040829382836E-8,434.0,100.0,?,?,?,434.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
496.0,0.317543814,2.313736436592829E-8,496.0,100.0,?,?,?,496.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
558.0,0.346621834,2.5333574620077593E-8,558.0,100.0,?,?,?,558.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620.0,0.367855882,2.693734385727801E-8,620.0,100.0,?,?,?,620.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682.0,0.38811013,2.8467110572744986E-8,682.0,100.0,?,?,?,682.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744.0,0.407347444,2.992007010262666E-8,744.0,100.0,?,?,?,744.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806.0,0.423109775,3.11105704520829E-8,806.0,100.0,?,?,?,806.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868.0,0.43608116,3.209027569843456E-8,868.0,100.0,?,?,?,868.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930.0,0.449063355,3.3070797404533046E-8,930.0,100.0,?,?,?,930.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992.0,0.461988486,3.404700916992914E-8,992.0,100.0,?,?,?,992.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054.0,0.478386981,3.5327607536841595E-8,1054.0,100.0,?,?,?,1054.0,301864.0,804.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1116.0,0.491507954,3.6352256237597515E-8,1116.0,100.0,?,?,?,1116.0,301864.0,866.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1178.0,0.504630314,3.737701325255756E-8,1178.0,100.0,?,?,?,1178.0,301864.0,928.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1240.0,0.517960489,3.841799904641591E-8,1240.0,100.0,?,?,?,1240.0,301864.0,990.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1302.0,0.531307838,3.946032599971319E-8,1302.0,100.0,?,?,?,1302.0,301864.0,1052.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1364.0,0.545790347,4.059130035889645E-8,1364.0,100.0,?,?,?,1364.0,301864.0,1114.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1426.0,0.560497623,4.173982731989688E-8,1426.0,100.0,?,?,?,1426.0,301864.0,1176.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1488.0,0.57476428,4.285394527130035E-8,1488.0,100.0,?,?,?,1488.0,301864.0,1238.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1550.0,0.593493751,4.436467963642337E-8,1550.0,100.0,?,?,?,1550.0,311792.0,1050.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1612.0,0.608120442,4.554448042960837E-8,1612.0,100.0,?,?,?,1612.0,311792.0,1112.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1674.0,0.622688461,4.6719548691550473E-8,1674.0,100.0,?,?,?,1674.0,311792.0,1174.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1736.0,0.637097242,4.788177268689084E-8,1736.0,100.0,?,?,?,1736.0,311792.0,1236.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1798.0,0.651640165,4.905481668506024E-8,1798.0,100.0,?,?,?,1798.0,311792.0,1298.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1860.0,0.666399172,5.024529019442904E-8,1860.0,100.0,?,?,?,1860.0,311792.0,1360.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1922.0,0.680720753,5.140048056684227E-8,1922.0,100.0,?,?,?,1922.0,311792.0,1422.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
