learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
52.0,0.007328363,5.07299862023857E-10,52.0,100.0,?,?,?,52.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
104.0,0.089185673,6.479254862570928E-9,104.0,100.0,?,?,?,104.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
156.0,0.131670131,9.578737015095022E-9,156.0,100.0,?,?,?,156.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
208.0,0.172336469,1.254557700254437E-8,208.0,100.0,?,?,?,208.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
260.0,0.203908787,1.48489566562242E-8,260.0,100.0,?,?,?,260.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
312.0,0.231894379,1.6890664306862488E-8,312.0,100.0,?,?,?,312.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
364.0,0.257282225,1.874285165424562E-8,364.0,100.0,?,?,?,364.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
416.0,0.28178591,2.0530534442350682E-8,416.0,100.0,?,?,?,416.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
468.0,0.305472091,2.2258575677358442E-8,468.0,100.0,?,?,?,468.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
520.0,0.334897121,2.448099496913453E-8,520.0,100.0,?,?,?,520.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572.0,0.357428306,2.6182734617677827E-8,572.0,100.0,?,?,?,572.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624.0,0.379105738,2.7819991846403315E-8,624.0,100.0,?,?,?,624.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676.0,0.396208429,2.9111727162210477E-8,676.0,100.0,?,?,?,676.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728.0,0.410717526,3.0207573014501893E-8,728.0,100.0,?,?,?,728.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780.0,0.425922206,3.135595499260972E-8,780.0,100.0,?,?,?,780.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832.0,0.440451295,3.245331080449952E-8,832.0,100.0,?,?,?,832.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
