learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
192.0,0.015546905,1.077315611164603E-9,192.0,100.0,?,?,?,192.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
384.0,0.107367579,7.776154520577854E-9,384.0,100.0,?,?,?,384.0,282008.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
576.0,0.156199939,1.1464374343189928E-8,576.0,100.0,?,?,?,576.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768.0,0.198790252,1.4681143646534118E-8,768.0,100.0,?,?,?,768.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960.0,0.233716177,1.7319035587617092E-8,960.0,100.0,?,?,?,960.0,291952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152.0,0.266594623,1.988659341863874E-8,1152.0,100.0,?,?,?,1152.0,301864.0,902.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1344.0,0.294257181,2.204682986713118E-8,1344.0,100.0,?,?,?,1344.0,301864.0,1094.0,353.5533905932738,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1536.0,0.323642321,2.441705916095111E-8,1536.0,100.0,?,?,?,1536.0,311792.0,1036.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1728.0,0.349404964,2.649509490026782E-8,1728.0,100.0,?,?,?,1728.0,311792.0,1228.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1920.0,0.374388551,2.8510291348952387E-8,1920.0,100.0,?,?,?,1920.0,311792.0,1420.0,500.0,1184.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
