learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Precision (percent),Precision for class 0 (percent),Precision for class 1 (percent),Recall (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes),size ,maturity ,evalsize ,cmb ,tau,MaxSnapshotsSize,SnapshotsSize,stabilityIndex,stabilityThreshold,differenceThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
1351770.0,11.417431447,1.1245410520440422E-6,1351770.0,99.9,66.62216288384631,75.0,50.0,85.69589472178515,66.66666666666666,99.949924887331,99.94994994994994,100.0,99.8998998998999,75.0,50.0,100.0,1351770.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,104141.34166666666,358008.10277954134,245.26666666666668,116.71928065315723
1390392.0,11.701768376,1.1526026100114524E-6,1390392.0,100.0,?,?,?,?,?,100.0,?,?,100.0,?,?,100.0,1390392.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,107364.11666666658,368399.94007709855,245.26666666666668,116.71928065315723
1429014.0,11.991862983,1.1812324002360054E-6,1429014.0,100.0,?,?,?,?,?,100.0,?,?,100.0,?,?,100.0,1429014.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,107510.74166666664,377884.3067608693,245.26666666666668,116.71928065315723
1467636.0,12.284427092,1.2101149910071595E-6,1467636.0,99.9,0.0,50.0,0.0,?,?,99.94997498749373,?,?,99.9,50.0,0.0,100.0,1467636.0,381608.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,110148.84166666662,388157.8804528907,246.26666666666668,118.82758736172032
1506258.0,12.573025449,1.238597114496138E-6,1506258.0,99.9,66.62216288384631,75.0,50.0,85.69589472178515,66.66666666666666,99.949924887331,99.94994994994994,100.0,99.8998998998999,75.0,50.0,100.0,1506258.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,113360.41666666663,398304.26776402345,245.26666666666668,116.71928065315723
1544880.0,12.8608716,1.2670109591388765E-6,1544880.0,99.8,66.57754010695179,75.0,50.0,85.67745631624175,66.66666666666666,99.89969909729189,99.89979959919839,100.0,99.79959919839679,75.0,50.0,100.0,1544880.0,381568.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,116037.71666666669,408564.39508587314,245.93333333333328,118.12994791261677
1583502.0,13.14228697,1.2947900090774626E-6,1583502.0,99.8,66.57754010695179,75.0,50.0,85.67745631624175,66.66666666666666,99.89969909729189,99.89979959919839,100.0,99.79959919839679,75.0,50.0,100.0,1583502.0,381568.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,119259.79166666657,418715.9602795856,245.93333333333328,118.12994791261677
1622124.0,13.43097046,1.323289496360978E-6,1622124.0,99.9,79.95188452285525,83.33333333333334,66.66666666666666,90.8883826879271,80.0,99.94987468671678,99.94989979959921,100.0,99.8997995991984,83.33333333333333,66.66666666666666,100.0,1622124.0,381608.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,122477.4916666666,428896.35553165525,246.26666666666668,118.82758736172032
1660746.0,13.714684482,1.3512895788775903E-6,1660746.0,99.9,66.62216288384631,75.0,50.0,85.69589472178515,66.66666666666666,99.949924887331,99.94994994994994,100.0,99.8998998998999,75.0,50.0,100.0,1660746.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,125693.61666666673,439102.86683912616,245.26666666666668,116.71928065315723
1699368.0,13.998946349,1.3793437288847629E-6,1699368.0,99.9,0.0,50.0,0.0,?,?,99.94997498749373,?,?,99.9,50.0,0.0,100.0,1699368.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,128909.74166666657,449333.2934057397,245.26666666666668,116.71928065315723
1737990.0,14.288515951,1.4079247022007097E-6,1737990.0,99.9,88.83928571428567,90.0,80.0,94.71430836724984,88.8888888888889,99.94977398292315,99.94979919678715,100.0,99.8995983935743,90.0,80.0,100.0,1737990.0,381528.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,132130.06666666668,459584.8259289539,245.59999999999994,117.42720970810784
1776612.0,14.575721006,1.4362693190176684E-6,1776612.0,100.0,?,?,?,?,?,100.0,?,?,100.0,?,?,100.0,1776612.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,135349.6916666666,469857.4150949708,245.26666666666668,116.71928065315723
1815234.0,14.859975904,1.4643404301126366E-6,1815234.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1815234.0,381728.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,138567.39166666663,480150.0791466589,247.26666666666668,120.89079267463421
1853856.0,15.145622337,1.4925312246253446E-6,1853856.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1853856.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,141785.44166666665,490460.929850443,245.26666666666668,116.71928065315723
1892478.0,15.432205871,1.520817468352142E-6,1892478.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1892478.0,381528.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,145009.79166666663,500787.1110432123,245.59999999999994,117.42720970810784
1931100.0,15.713719614,1.5486237075514864E-6,1931100.0,99.6,33.222036727879065,60.0,20.0,74.94362315209221,33.333333333333336,99.79939819458374,99.7997997997998,100.0,99.5995995995996,60.0,20.0,100.0,1931100.0,381808.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,0.98,0.8,0.7,148229.9416666666,511130.6234801745,247.93333333333337,122.24233634677556
1969722.0,15.997032219,1.5765841737352705E-6,1969722.0,99.9,66.62216288384631,75.0,50.0,85.69589472178515,66.66666666666666,99.949924887331,99.94994994994994,100.0,99.8998998998999,75.0,50.0,100.0,1969722.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,151445.89166666663,521490.518944904,245.26666666666668,116.71928065315723
2008344.0,16.27626086,1.6041415885358738E-6,2008344.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2008344.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,154661.6666666667,531864.7441156276,245.26666666666668,116.71928065315723
2046966.0,16.56276226,1.6324197255082118E-6,2046966.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2046966.0,381528.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,153582.7666666666,541392.4656806686,245.59999999999994,117.42720970810784
2085588.0,16.848630197,1.660632380520567E-6,2085588.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2085588.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,156807.11666666664,551528.7882362057,245.26666666666668,116.71928065315723
2124210.0,17.1398213,1.6893733985252264E-6,2124210.0,99.9,66.62216288384631,75.0,50.0,85.69589472178515,66.66666666666666,99.949924887331,99.94994994994994,100.0,99.8998998998999,75.0,50.0,100.0,2124210.0,381528.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,159487.91666666654,561793.2786053313,245.59999999999994,117.42720970810784
2162832.0,17.419595001,1.7169846059613468E-6,2162832.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2162832.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,162696.3416666666,571940.3005605885,245.26666666666668,116.71928065315723
2201454.0,17.699800388,1.7446442161615068E-6,2201454.0,99.8,49.924887330997116,66.66666666666666,33.33333333333333,79.96794871794872,50.0,99.8997995991984,99.8998998998999,100.0,99.7997997997998,66.66666666666666,33.33333333333333,100.0,2201454.0,381568.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,165916.66666666666,582104.5396066137,245.93333333333328,118.12994791261677
2240076.0,17.989388966,1.773239049121936E-6,2240076.0,99.9,79.95188452285525,83.33333333333334,66.66666666666666,90.8883826879271,80.0,99.94987468671678,99.94989979959921,100.0,99.8997995991984,83.33333333333333,66.66666666666666,100.0,2240076.0,381688.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,169144.34166666662,592286.2199670433,246.93333333333337,120.2079244394446
2278698.0,18.319311794,1.805833675513466E-6,2278698.0,99.8,49.924887330997116,66.66666666666666,33.33333333333333,79.96794871794872,50.0,99.8997995991984,99.8998998998999,100.0,99.7997997997998,66.66666666666666,33.33333333333333,100.0,2278698.0,381888.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,172350.6666666668,602492.5928115873,248.5999999999999,123.57547280504971
2317320.0,18.618301837,1.8353413671553175E-6,2317320.0,100.0,?,?,?,?,?,100.0,?,?,100.0,?,?,100.0,2317320.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,175573.7916666667,612711.7713585177,245.26666666666668,116.71928065315723
2355942.0,18.9099526,1.864151898405525E-6,2355942.0,99.7,57.02005730659082,70.0,40.0,82.30192908972921,57.14285714285715,99.84947315604616,99.8496993987976,100.0,99.6993987975952,70.0,40.0,100.0,2355942.0,381848.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,0.99,0.8,0.7,178793.94166666668,622948.5730993713,248.2666666666665,122.91116784927577
2394564.0,19.204555021,1.89322657028619E-6,2394564.0,100.0,?,?,?,?,?,100.0,?,?,100.0,?,?,100.0,2394564.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,182009.01666666675,633202.7946806044,245.26666666666668,116.71928065315723
2433186.0,19.487262824,1.9211273478236857E-6,2433186.0,100.0,?,?,?,?,?,100.0,?,?,100.0,?,?,100.0,2433186.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,185225.14166666672,643471.9064242552,245.26666666666668,116.71928065315723
2471808.0,19.780933912,1.950137455567194E-6,2471808.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2471808.0,381848.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,188446.51666666666,653753.9715433776,248.2666666666665,122.91116784927577
2510430.0,20.064710432,1.9781730713630445E-6,2510430.0,99.7,39.903846153846054,62.5,25.0,76.878612716763,40.0,99.84962406015038,99.84984984984985,100.0,99.69969969969969,62.5,25.0,100.0,2510430.0,381888.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,0.99,0.8,0.7,188354.09166666676,663973.455330745,248.5999999999999,123.57547280504971
2549052.0,20.344464408,2.005782332114881E-6,2549052.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2549052.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,191571.7916666668,674109.5483312856,245.26666666666668,116.71928065315723
2587674.0,20.633650997,2.0343314864699455E-6,2587674.0,99.9,79.95188452285525,83.33333333333334,66.66666666666666,90.8883826879271,80.0,99.94987468671678,99.94989979959921,100.0,99.8997995991984,83.33333333333333,66.66666666666666,100.0,2587674.0,381608.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,194792.29166666657,684262.624131948,246.26666666666668,118.82758736172032
2626296.0,20.922763813,2.062864382544466E-6,2626296.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2626296.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,198014.1916666667,694432.2979835961,245.26666666666668,116.71928065315723
2664918.0,21.208165892,2.0910517349053315E-6,2664918.0,99.8,0.0,50.0,0.0,?,?,99.8998998998999,?,?,99.8,50.0,0.0,100.0,2664918.0,381768.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,0.99,0.8,0.7,201229.9666666667,704619.9958851521,247.59999999999997,121.56890358692772
2703540.0,21.49660984,2.1195275740606396E-6,2703540.0,99.9,79.95188452285525,83.33333333333334,66.66666666666666,90.8883826879271,80.0,99.94987468671678,99.94989979959921,100.0,99.8997995991984,83.33333333333333,66.66666666666666,100.0,2703540.0,381608.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,202852.54166666672,715045.9860334413,246.26666666666668,118.82758736172032
2742162.0,21.782173722,2.147724996630675E-6,2742162.0,99.9,66.62216288384631,75.0,50.0,85.69589472178515,66.66666666666666,99.949924887331,99.94994994994994,100.0,99.8998998998999,75.0,50.0,100.0,2742162.0,381688.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,206069.54166666657,725182.0440056873,246.93333333333337,120.2079244394446
2780784.0,22.067843761,2.1759388137004355E-6,2780784.0,99.9,0.0,50.0,0.0,?,?,99.94997498749373,?,?,99.9,50.0,0.0,100.0,2780784.0,381768.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,209286.01666666663,735334.806823509,247.59999999999997,121.56890358692772
2819406.0,22.356242725,2.2044281180978647E-6,2819406.0,99.9,0.0,50.0,0.0,?,?,99.94997498749373,?,?,99.9,50.0,0.0,100.0,2819406.0,381848.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,0.99,0.8,0.7,211790.94166666653,745628.8331337346,248.2666666666665,122.91116784927577
2858028.0,22.641240636,2.2325637566838227E-6,2858028.0,99.9,79.95188452285525,83.33333333333334,66.66666666666666,90.8883826879271,80.0,99.94987468671678,99.94989979959921,100.0,99.8997995991984,83.33333333333333,66.66666666666666,100.0,2858028.0,381608.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,215006.36666666664,755777.4968505141,246.26666666666668,118.82758736172032
2896650.0,22.925681209,2.2606355434038758E-6,2896650.0,100.0,?,?,?,?,?,100.0,?,?,100.0,?,?,100.0,2896650.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,218225.46666666673,765940.6793108778,245.26666666666668,116.71928065315723
2935272.0,23.214817247,2.2891707312858705E-6,2935272.0,99.9,66.62216288384631,75.0,50.0,85.69589472178515,66.66666666666666,99.949924887331,99.94994994994994,100.0,99.8998998998999,75.0,50.0,100.0,2935272.0,381488.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,221452.61666666679,776116.5086729522,245.26666666666668,116.71928065315723
2973894.0,23.505804557,2.317897656892213E-6,2973894.0,99.7,57.02005730659082,70.0,40.0,82.30192908972921,57.14285714285715,99.84947315604616,99.8496993987976,100.0,99.6993987975952,70.0,40.0,100.0,2973894.0,381608.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,224665.4166666667,786310.8371046904,246.26666666666668,118.82758736172032
3012516.0,23.788128796,2.345778109027013E-6,3012516.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3012516.0,381728.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,227886.44166666665,796516.6261000212,247.26666666666668,120.89079267463421
