learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),size ,maturity ,evalsize ,cmb ,tau,MaxSnapshotsSize,SnapshotsSize,stabilityIndex,stabilityThreshold,differenceThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
38.0,0.012000294,8.993816181644797E-10,38.0,100.0,?,?,?,38.0,301016.0,20.0,20.0,20.0,0.0,100.0,100.0,0.0,0.0,0.8,0.7,4.750000000000001,10.924684869404627,274.6666666666666,185.62333476414966
76.0,0.093399358,7.645858167422314E-9,76.0,100.0,?,?,?,76.0,320376.0,20.0,20.0,20.0,0.0,100.0,100.0,0.0,0.0,0.8,0.7,10.349999999999994,23.924127268224808,274.6666666666666,185.62333476414966
114.0,0.154586029,1.3190199474127342E-8,114.0,100.0,?,?,?,114.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,16.05833333333333,36.7444721351797,279.73333333333323,191.55110923975454
152.0,0.207086512,1.7947454473649463E-8,152.0,100.0,?,?,?,152.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,21.216666666666665,48.806974176764086,279.73333333333323,191.55110923975454
190.0,0.244405432,2.132905419620375E-8,190.0,100.0,?,?,?,190.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,25.86666666666664,60.57704772836486,279.73333333333323,191.55110923975454
228.0,0.279136162,2.447612884177516E-8,228.0,100.0,?,?,?,228.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,30.975000000000048,72.84903954771963,279.73333333333323,191.55110923975454
266.0,0.308974739,2.717990815008887E-8,266.0,100.0,?,?,?,266.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,35.12500000000003,83.74617136614303,279.73333333333323,191.55110923975454
304.0,0.338266963,2.9834180474995323E-8,304.0,100.0,?,?,?,304.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,38.30833333333333,94.36713534113981,279.73333333333323,191.55110923975454
342.0,0.365136727,3.226894510611271E-8,342.0,100.0,?,?,?,342.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,41.52499999999999,103.70505708761857,279.73333333333323,191.55110923975454
380.0,0.391405966,3.4649294036738574E-8,380.0,100.0,?,?,?,380.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,45.93333333333334,115.45545420101169,279.73333333333323,191.55110923975454
418.0,0.415311759,3.681231630523379E-8,418.0,100.0,?,?,?,418.0,349752.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,50.16666666666665,127.1191681579347,275.5999999999999,187.98562433862648
456.0,0.435131434,3.860824736329003E-8,456.0,100.0,?,?,?,456.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,54.92500000000003,139.01213069006457,279.73333333333323,191.55110923975454
494.0,0.45445276,4.035902125066353E-8,494.0,100.0,?,?,?,494.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,60.20833333333332,151.60047536750227,279.73333333333323,191.55110923975454
532.0,0.474448194,4.2170878455179434E-8,532.0,100.0,?,?,?,532.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,61.65833333333334,158.60274859769956,279.73333333333323,191.55110923975454
570.0,0.494341488,4.397348039197425E-8,570.0,100.0,?,?,?,570.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,66.06666666666669,170.5583876138438,279.73333333333323,191.55110923975454
608.0,0.512258808,4.5597032315259176E-8,608.0,100.0,?,?,?,608.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,66.97499999999995,179.65548087025533,279.73333333333323,191.55110923975454
646.0,0.528201255,4.7041633990549793E-8,646.0,100.0,?,?,?,646.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,70.50833333333335,189.86200189059622,279.73333333333323,191.55110923975454
684.0,0.544167923,4.848843041656953E-8,684.0,100.0,?,?,?,684.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,70.19166666666666,194.56481479667065,279.73333333333323,191.55110923975454
722.0,0.561126359,5.0025094459166545E-8,722.0,100.0,?,?,?,722.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,73.54999999999997,205.57927379754523,279.73333333333323,191.55110923975454
760.0,0.577379847,5.1497880662822476E-8,760.0,100.0,?,?,?,760.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,76.38333333333331,216.10984537060412,279.73333333333323,191.55110923975454
798.0,0.594224617,5.3024245025952243E-8,798.0,100.0,?,?,?,798.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,79.91666666666664,227.13408409321292,279.73333333333323,191.55110923975454
