learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),size ,maturity ,evalsize ,cmb ,tau,MaxSnapshotsSize,SnapshotsSize,stabilityIndex,stabilityThreshold,differenceThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
173.0,0.025976368,2.262847509417269E-9,173.0,100.0,?,?,?,173.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,24.541666666666654,56.213263758733724,279.73333333333323,191.55110923975454
346.0,0.102034344,9.154730515132346E-9,346.0,100.0,?,?,?,346.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,42.19166666666666,105.0210299734995,279.73333333333323,191.55110923975454
519.0,0.138435352,1.245315497525864E-8,519.0,100.0,?,?,?,519.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,60.19166666666668,154.344931608282,279.73333333333323,191.55110923975454
692.0,0.176986262,1.594638968194938E-8,692.0,100.0,?,?,?,692.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,70.29999999999998,196.9412999608058,279.73333333333323,191.55110923975454
865.0,0.214599362,1.9354646097847982E-8,865.0,100.0,?,?,?,865.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,88.28333333333326,247.22065751348643,279.73333333333323,191.55110923975454
1038.0,0.250289491,2.2588655290084165E-8,1038.0,100.0,?,?,?,1038.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,105.91666666666666,297.2344965483908,279.73333333333323,191.55110923975454
1211.0,0.285508112,2.5779939469860657E-8,1211.0,100.0,?,?,?,1211.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,123.37500000000001,347.46043998265645,279.73333333333323,191.55110923975454
1384.0,0.319731098,2.887647263286428E-8,1384.0,100.0,?,?,?,1384.0,349752.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,125.4583333333334,379.5602917271805,275.5999999999999,187.98562433862648
1557.0,0.354240641,3.200350473974934E-8,1557.0,100.0,?,?,?,1557.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,145.1916666666667,429.0767750899232,279.73333333333323,191.55110923975454
1730.0,0.385574491,3.484277603877294E-8,1730.0,100.0,?,?,?,1730.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,159.32499999999996,475.6712578958657,279.73333333333323,191.55110923975454
1903.0,0.408299419,3.6901962376959205E-8,1903.0,100.0,?,?,?,1903.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,180.28333333333316,525.639637290907,279.73333333333323,191.55110923975454
2076.0,0.426156668,3.852007105384436E-8,2076.0,100.0,?,?,?,2076.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,184.26666666666665,570.4737045815938,279.73333333333323,191.55110923975454
2249.0,0.444601499,4.019142262007834E-8,2249.0,100.0,?,?,?,2249.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,203.47499999999988,618.7229999202001,279.73333333333323,191.55110923975454
2422.0,0.463408782,4.1895617247757806E-8,2422.0,100.0,?,?,?,2422.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,216.73333333333338,666.7649823863688,279.73333333333323,191.55110923975454
2595.0,0.48014445,4.3412095491650195E-8,2595.0,100.0,?,?,?,2595.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,228.59166666666673,714.4093346317385,279.73333333333323,191.55110923975454
2768.0,0.49726716,4.496364498411615E-8,2768.0,100.0,?,?,?,2768.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,246.75000000000003,762.4246732320127,279.73333333333323,191.55110923975454
2941.0,0.513842925,4.6465633849954846E-8,2941.0,100.0,?,?,?,2941.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,263.50833333333344,811.5182264513504,279.73333333333323,191.55110923975454
