learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),size ,maturity ,evalsize ,cmb ,tau,MaxSnapshotsSize,SnapshotsSize,stabilityIndex,stabilityThreshold,differenceThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
114.0,0.027153655,2.3654030689866177E-9,114.0,100.0,?,?,?,114.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,16.05833333333333,36.7444721351797,279.73333333333323,191.55110923975454
228.0,0.113713584,1.0208905289595325E-8,228.0,100.0,?,?,?,228.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,30.975000000000048,72.84903954771963,279.73333333333323,191.55110923975454
342.0,0.152372969,1.3711969300829287E-8,342.0,100.0,?,?,?,342.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,41.52499999999999,103.70505708761857,279.73333333333323,191.55110923975454
456.0,0.189545904,1.708034080468118E-8,456.0,100.0,?,?,?,456.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,54.92500000000003,139.01213069006457,279.73333333333323,191.55110923975454
570.0,0.223807267,2.018488444139767E-8,570.0,100.0,?,?,?,570.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,66.06666666666669,170.5583876138438,279.73333333333323,191.55110923975454
684.0,0.257559368,2.324328204178976E-8,684.0,100.0,?,?,?,684.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,70.19166666666666,194.56481479667065,279.73333333333323,191.55110923975454
798.0,0.289903147,2.6174066590023125E-8,798.0,100.0,?,?,?,798.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,79.91666666666664,227.13408409321292,279.73333333333323,191.55110923975454
912.0,0.319700967,2.8874152761989585E-8,912.0,100.0,?,?,?,912.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,95.06666666666665,261.5574147916533,279.73333333333323,191.55110923975454
1026.0,0.343033027,3.098835348437437E-8,1026.0,100.0,?,?,?,1026.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,107.59166666666667,295.11964518138876,279.73333333333323,191.55110923975454
1140.0,0.366008841,3.30702734929882E-8,1140.0,100.0,?,?,?,1140.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,114.51666666666675,326.6302868040609,279.73333333333323,191.55110923975454
1254.0,0.384957364,3.478726637808813E-8,1254.0,100.0,?,?,?,1254.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,125.29166666666666,359.1724708207997,279.73333333333323,191.55110923975454
