learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),size ,maturity ,evalsize ,cmb ,tau,MaxSnapshotsSize,SnapshotsSize,stabilityIndex,stabilityThreshold,differenceThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
212.0,0.037653152,3.2800328831540214E-9,212.0,100.0,?,?,?,212.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,28.308333333333337,67.35567151022873,279.73333333333323,191.55110923975454
424.0,0.121460412,1.087410600113372E-8,424.0,100.0,?,?,?,424.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,51.166666666666664,129.0740998391998,279.73333333333323,191.55110923975454
636.0,0.159635188,1.4333257871824833E-8,636.0,100.0,?,?,?,636.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,68.84166666666664,186.797692922671,279.73333333333323,191.55110923975454
848.0,0.198976835,1.7898144063065863E-8,848.0,100.0,?,?,?,848.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,86.85000000000004,242.13135021368578,279.73333333333323,191.55110923975454
1060.0,0.234776186,2.1142050248165097E-8,1060.0,100.0,?,?,?,1060.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,109.2333333333333,303.89034215654567,279.73333333333323,191.55110923975454
1272.0,0.273613373,2.4661225529335854E-8,1272.0,100.0,?,?,?,1272.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,124.9666666666667,363.63137982324474,279.73333333333323,191.55110923975454
1484.0,0.311329426,2.8078810881769492E-8,1484.0,100.0,?,?,?,1484.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,137.57500000000016,407.98670810652226,279.73333333333323,191.55110923975454
1696.0,0.349403844,3.152886895808081E-8,1696.0,100.0,?,?,?,1696.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,155.58333333333331,465.7842502566129,279.73333333333323,191.55110923975454
1908.0,0.387590262,3.498907575168957E-8,1908.0,100.0,?,?,?,1908.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,181.11666666666662,527.0741051549866,279.73333333333323,191.55110923975454
2120.0,0.421181986,3.8032941023206544E-8,2120.0,100.0,?,?,?,2120.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,189.15000000000006,582.9358563384499,279.73333333333323,191.55110923975454
