learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),size ,maturity ,evalsize ,cmb ,tau,MaxSnapshotsSize,SnapshotsSize,stabilityIndex,stabilityThreshold,differenceThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
394.0,0.034022251,2.9637386543076075E-9,394.0,100.0,?,?,?,394.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,48.26666666666665,120.06110022448924,279.73333333333323,191.55110923975454
788.0,0.110047563,9.852661859113723E-9,788.0,100.0,?,?,?,788.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,80.17500000000001,224.47135515631888,279.73333333333323,191.55110923975454
1182.0,0.151666566,1.3623907355976601E-8,1182.0,100.0,?,?,?,1182.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,118.8916666666666,338.8272358124289,279.73333333333323,191.55110923975454
1576.0,0.191518185,1.7235003919160615E-8,1576.0,100.0,?,?,?,1576.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,147.65833333333342,434.6346770000991,279.73333333333323,191.55110923975454
1970.0,0.228846271,2.061743420548944E-8,1970.0,100.0,?,?,?,1970.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,180.95,543.2272355209783,279.73333333333323,191.55110923975454
2364.0,0.26438944,2.3838126830814614E-8,2364.0,100.0,?,?,?,2364.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,212.66666666666663,650.2635837038057,279.73333333333323,191.55110923975454
2758.0,0.298656044,2.6943145373132494E-8,2758.0,100.0,?,?,?,2758.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,245.08333333333334,759.7204326950418,279.73333333333323,191.55110923975454
3152.0,0.330049267,2.978779667029985E-8,3152.0,100.0,?,?,?,3152.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,275.925,869.3059354759876,279.73333333333323,191.55110923975454
3546.0,0.362175966,3.2698910829685625E-8,3546.0,100.0,?,?,?,3546.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,312.7166666666667,977.6583340857292,279.73333333333323,191.55110923975454
3940.0,0.38745124,3.498919306577079E-8,3940.0,100.0,?,?,?,3940.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,346.53333333333336,1086.8788552264575,279.73333333333323,191.55110923975454
4334.0,0.411325319,3.715250805244884E-8,4334.0,100.0,?,?,?,4334.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,377.5500000000002,1197.520062462421,279.73333333333323,191.55110923975454
4728.0,0.43383779,3.919244290821668E-8,4728.0,100.0,?,?,?,4728.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,407.1666666666668,1305.0467800194813,279.73333333333323,191.55110923975454
5122.0,0.455606915,4.116213712169271E-8,5122.0,100.0,?,?,?,5122.0,349752.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,445.5333333333333,1414.6086962780325,275.5999999999999,187.98562433862648
5516.0,0.477653152,4.315982486084931E-8,5516.0,100.0,?,?,?,5516.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,480.3999999999998,1523.9073914825422,279.73333333333323,191.55110923975454
5910.0,0.498862689,4.508169624498114E-8,5910.0,100.0,?,?,?,5910.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,505.2916666666664,1633.0048057884858,279.73333333333323,191.55110923975454
6304.0,0.519904088,4.6988332048497265E-8,6304.0,100.0,?,?,?,6304.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,543.4833333333335,1741.9675776938832,279.73333333333323,191.55110923975454
6698.0,0.540864582,4.888763676296919E-8,6698.0,100.0,?,?,?,6698.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,574.6749999999998,1851.5782010662865,279.73333333333323,191.55110923975454
7092.0,0.562268178,5.082709252147624E-8,7092.0,100.0,?,?,?,7092.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,614.6166666666663,1959.2902941786715,279.73333333333323,191.55110923975454
7486.0,0.583843504,5.278210934446089E-8,7486.0,100.0,?,?,?,7486.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,637.9333333333332,2070.2809565891494,279.73333333333323,191.55110923975454
7880.0,0.603168108,5.453318026304244E-8,7880.0,100.0,?,?,?,7880.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,668.7749999999996,2179.591502327169,279.73333333333323,191.55110923975454
8274.0,0.620836504,5.61341762996796E-8,8274.0,100.0,?,?,?,8274.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,704.1666666666666,2288.5365964959788,279.73333333333323,191.55110923975454
8668.0,0.64179322,5.804671415578159E-8,8668.0,99.9,99.78744930665964,0.0,99.73614775725594,8668.0,352768.0,20.0,20.0,20.0,0.0,100.0,100.0,2.0,1.0,0.8,0.7,747.316666666667,2396.3974782304936,300.46666666666664,230.8130653764198
9062.0,0.660845441,5.978505095194197E-8,9062.0,99.9,99.71549526584123,0.0,99.8,9062.0,352688.0,20.0,20.0,20.0,0.0,100.0,100.0,2.0,1.0,0.8,0.7,779.5583333333333,2506.3279101520775,299.80000000000024,229.44630466121947
9456.0,0.679579185,6.14939419888498E-8,9456.0,100.0,?,?,100.0,9456.0,352608.0,20.0,20.0,20.0,0.0,100.0,100.0,2.0,1.0,0.8,0.7,811.0999999999999,2614.7342696420105,299.13333333333327,228.0693884289941
9850.0,0.698086505,6.318217864166117E-8,9850.0,100.0,?,?,?,9850.0,352608.0,20.0,20.0,20.0,0.0,100.0,100.0,2.0,1.0,0.8,0.7,839.6666666666661,2724.9135190450547,299.13333333333327,228.0693884289941
10244.0,0.716466925,6.485883948386128E-8,10244.0,100.0,?,?,?,10244.0,352608.0,20.0,20.0,20.0,0.0,100.0,100.0,2.0,1.0,0.8,0.7,869.4583333333333,2834.7836989968105,299.13333333333327,228.0693884289941
10638.0,0.73444875,6.64991405133696E-8,10638.0,100.0,?,?,?,10638.0,352608.0,20.0,20.0,20.0,0.0,100.0,100.0,2.0,1.0,0.8,0.7,905.3750000000001,2943.5699672864794,299.13333333333327,228.0693884289941
11032.0,0.751947207,6.810197606999219E-8,11032.0,99.9,66.62216288384631,0.0,0.0,11032.0,354072.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,0.798,0.8,0.7,490.0250000000002,2206.440600927242,311.19999999999993,246.03810595074887
11426.0,0.770666483,6.981547478945096E-8,11426.0,99.5,66.41590542718994,16.666666666666664,28.57142857142857,11426.0,353832.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,0.9013715846994534,0.8,0.7,337.55000000000007,1786.9566205886329,309.1999999999999,242.25639587952637
11820.0,0.789384496,7.152653356378689E-8,11820.0,99.5,66.41590542718994,16.666666666666664,28.57142857142857,11820.0,353352.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,358.5916666666669,1850.674582873683,305.1999999999998,234.45848927534544
12214.0,0.807998649,7.322771300511432E-8,12214.0,99.9,79.95188452285525,75.0,66.66666666666666,12214.0,353272.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,389.4333333333335,1918.664275103965,304.53333333333325,233.12675289027922
12608.0,0.82618309,7.488962032806539E-8,12608.0,100.0,?,?,?,12608.0,353272.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,427.62499999999994,1990.4628787391778,304.53333333333325,233.12675289027922
13002.0,0.843840895,7.650339748166292E-8,13002.0,100.0,?,?,?,13002.0,353272.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,458.11666666666645,2065.91595728796,304.53333333333325,233.12675289027922
13396.0,0.860997129,7.806888524118187E-8,13396.0,100.0,100.0,100.0,100.0,13396.0,352720.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,486.5083333333334,2144.140132429081,300.0666666666666,230.05968291528436
13790.0,0.88555518,8.031633726755776E-8,13790.0,99.7,76.77299473521218,25.0,57.14285714285714,13790.0,353752.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,0.9219844961240309,0.8,0.7,506.1500000000003,2215.7067565660486,308.53333333333336,240.97891861257548
14184.0,0.910672363,8.261235962627454E-8,14184.0,99.7,76.77299473521218,25.0,57.14285714285714,14184.0,353352.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,535.0666666666667,2296.4044190913783,305.1999999999998,234.45848927534544
14578.0,0.936090562,8.493852886704106E-8,14578.0,99.8,85.6156501726121,66.66666666666666,75.0,14578.0,353752.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,574.8333333333339,2378.7042137883973,308.53333333333336,240.97891861257548
14972.0,0.961755614,8.728463325421013E-8,14972.0,100.0,100.0,100.0,100.0,14972.0,353352.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,609.1750000000001,2464.3566350225838,305.1999999999998,234.45848927534544
15366.0,0.986917033,8.958417859035438E-8,15366.0,100.0,100.0,100.0,100.0,15366.0,353272.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,639.3166666666673,2549.6711173095596,304.53333333333325,233.12675289027922
15760.0,1.00974851,9.167078652183212E-8,15760.0,100.0,?,?,?,15760.0,353272.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,670.333333333333,2638.193694933865,304.53333333333325,233.12675289027922
16154.0,1.027863917,9.332825929634892E-8,16154.0,99.7,72.57769652650835,25.0,50.0,16154.0,353672.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,0.98,0.8,0.7,388.7083333333334,1782.9231657746843,307.8666666666668,239.6927631954944
16548.0,1.045916243,9.497846601430946E-8,16548.0,99.7,76.77299473521218,50.0,57.14285714285714,16548.0,353352.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,421.99999999999966,1860.3114901371039,305.1999999999998,234.45848927534544
16942.0,1.064856963,9.670949097515186E-8,16942.0,99.7,76.77299473521218,50.0,57.14285714285714,16942.0,353272.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,457.21666666666664,1939.6755086125827,304.53333333333325,233.12675289027922
17336.0,1.083086232,9.837662702806706E-8,17336.0,100.0,100.0,100.0,100.0,17336.0,353512.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,495.7583333333333,2022.5608361837787,306.5333333333334,237.09385204570611
17730.0,1.101547297,1.000638154939086E-7,17730.0,100.0,100.0,100.0,100.0,17730.0,353272.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,530.2749999999993,2106.513771205237,304.53333333333325,233.12675289027922
18124.0,1.119875389,1.017388513286929E-7,18124.0,100.0,?,?,?,18124.0,353272.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,563.7416666666667,2194.5119229026536,304.53333333333325,233.12675289027922
18518.0,1.138388982,1.0343084041875269E-7,18518.0,100.0,?,?,?,18518.0,353272.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,595.9833333333338,2283.6049342034203,304.53333333333325,233.12675289027922
18912.0,1.156933251,1.0512716821419489E-7,18912.0,99.5,66.41590542718994,37.5,28.57142857142857,18912.0,353592.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,425.6999999999997,1611.907235064656,307.19999999999993,238.3977891725361
19306.0,1.175028926,1.0678208658718814E-7,19306.0,99.5,66.41590542718994,37.5,28.57142857142857,19306.0,353512.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,469.66666666666646,1703.763354643904,306.5333333333334,237.09385204570611
19700.0,1.193739923,1.0849289125588412E-7,19700.0,100.0,100.0,100.0,100.0,19700.0,353432.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,499.98333333333323,1798.4879923267256,305.8666666666666,235.78080310925642
20094.0,1.212274868,1.1018836614305775E-7,20094.0,100.0,100.0,100.0,100.0,20094.0,353592.0,20.0,20.0,20.0,0.0,100.0,100.0,3.0,1.0,0.8,0.7,516.4749999999999,1892.561178534474,307.19999999999993,238.3977891725361
