learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),size ,maturity ,evalsize ,cmb ,tau,MaxSnapshotsSize,SnapshotsSize,stabilityIndex,stabilityThreshold,differenceThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
226.0,0.035650956,3.105618036861221E-9,226.0,100.0,?,?,?,226.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,30.64166666666665,72.1580659704363,279.73333333333323,191.55110923975454
452.0,0.122320358,1.0959039994333355E-8,452.0,100.0,?,?,?,452.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,54.25833333333328,137.7101752484063,279.73333333333323,191.55110923975454
678.0,0.179107493,1.6104723737610298E-8,678.0,100.0,?,?,?,678.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,69.19166666666663,192.7764977408618,279.73333333333323,191.55110923975454
904.0,0.230742957,2.0783596297061694E-8,904.0,100.0,?,?,?,904.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,93.73333333333336,259.14567893979114,279.73333333333323,191.55110923975454
1130.0,0.266087227,2.3986265978442713E-8,1130.0,100.0,?,?,?,1130.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,116.17499999999994,324.576664494621,279.73333333333323,191.55110923975454
1356.0,0.300005521,2.7059722916101003E-8,1356.0,100.0,?,?,?,1356.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,124.29166666666663,371.63970977218213,279.73333333333323,191.55110923975454
1582.0,0.333509281,3.0095617457543396E-8,1582.0,100.0,?,?,?,1582.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,148.65833333333327,436.33846040752843,279.73333333333323,191.55110923975454
1808.0,0.364781593,3.292931258009333E-8,1808.0,100.0,?,?,?,1808.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,168.1249999999999,498.3641570008754,279.73333333333323,191.55110923975454
2034.0,0.392947084,3.548148763101134E-8,2034.0,100.0,?,?,?,2034.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,181.1166666666667,558.7588614653964,279.73333333333323,191.55110923975454
2260.0,0.420413736,3.797033840114872E-8,2260.0,100.0,?,?,?,2260.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,205.30833333333334,621.7542381866659,279.73333333333323,191.55110923975454
2486.0,0.448441564,4.051003931930496E-8,2486.0,100.0,?,?,?,2486.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,223.37499999999974,684.669386724459,279.73333333333323,191.55110923975454
2712.0,0.474651748,4.28850370668951E-8,2712.0,100.0,?,?,?,2712.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,241.79166666666677,747.1989475078661,279.73333333333323,191.55110923975454
2938.0,0.499838223,4.516393684193699E-8,2938.0,100.0,?,?,?,2938.0,349752.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,263.0083333333333,810.7031028301142,275.5999999999999,187.98562433862648
3164.0,0.524423848,4.73917275357412E-8,3164.0,100.0,?,?,?,3164.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,277.92500000000024,872.5008214342043,279.73333333333323,191.55110923975454
3390.0,0.554013224,5.007292585745454E-8,3390.0,100.0,?,?,?,3390.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,298.96666666666675,934.032262712116,279.73333333333323,191.55110923975454
3616.0,0.58005875,5.243300335957359E-8,3616.0,100.0,?,?,?,3616.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,315.4583333333332,997.294743279031,279.73333333333323,191.55110923975454
3842.0,0.598882774,5.413871494864839E-8,3842.0,100.0,?,?,?,3842.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,335.97499999999985,1059.4519945620532,279.73333333333323,191.55110923975454
4068.0,0.616370422,5.572333276783841E-8,4068.0,100.0,?,?,?,4068.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,356.6666666666671,1122.917855323319,279.73333333333323,191.55110923975454
4294.0,0.634681795,5.7382591231277016E-8,4294.0,100.0,?,?,?,4294.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,374.38333333333327,1186.1501186281475,279.73333333333323,191.55110923975454
4520.0,0.652611778,5.9007290593911385E-8,4520.0,100.0,?,?,?,4520.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,387.5500000000001,1247.952789790631,279.73333333333323,191.55110923975454
4746.0,0.669512155,6.053869370456579E-8,4746.0,100.0,?,?,?,4746.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,409.2916666666665,1310.0025748632936,279.73333333333323,191.55110923975454
4972.0,0.687234325,6.214456239409538E-8,4972.0,100.0,?,?,?,4972.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,432.25833333333304,1372.3433892729734,279.73333333333323,191.55110923975454
5198.0,0.706923387,6.39286581448983E-8,5198.0,100.0,?,?,?,5198.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,450.8499999999998,1435.2097416478916,279.73333333333323,191.55110923975454
5424.0,0.73059164,6.607332250759007E-8,5424.0,100.0,?,?,?,5424.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,472.941666666667,1498.2087472545809,279.73333333333323,191.55110923975454
5650.0,0.74778071,6.763088511505476E-8,5650.0,100.0,?,?,?,5650.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,486.45833333333303,1562.2531718768298,279.73333333333323,191.55110923975454
5876.0,0.764581938,6.915330398310805E-8,5876.0,100.0,?,?,?,5876.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,502.59999999999997,1623.4251807973965,279.73333333333323,191.55110923975454
6102.0,0.781421842,7.067922742071666E-8,6102.0,100.0,?,?,?,6102.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,524.3416666666668,1686.0922076514914,279.73333333333323,191.55110923975454
6328.0,0.798355047,7.221360519290179E-8,6328.0,100.0,?,?,?,6328.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,546.783333333333,1748.4604136803562,279.73333333333323,191.55110923975454
6554.0,0.81492326,7.371490974523128E-8,6554.0,100.0,?,?,?,6554.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,562.2249999999999,1811.5265184647008,279.73333333333323,191.55110923975454
6780.0,0.833352622,7.538485961050211E-8,6780.0,100.0,?,?,?,6780.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,587.1166666666662,1873.3914026756518,279.73333333333323,191.55110923975454
7006.0,0.852663307,7.713466927911881E-8,7006.0,100.0,?,?,?,7006.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,602.5583333333337,1936.1193396609008,279.73333333333323,191.55110923975454
7232.0,0.871251626,7.881902280202759E-8,7232.0,100.0,?,?,?,7232.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,614.8500000000006,1999.9889984991541,279.73333333333323,191.55110923975454
7458.0,0.890330438,8.054782163559151E-8,7458.0,100.0,?,?,?,7458.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,634.8416666666667,2062.6281798553355,279.73333333333323,191.55110923975454
