learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),size ,maturity ,evalsize ,cmb ,tau,MaxSnapshotsSize,SnapshotsSize,stabilityIndex,stabilityThreshold,differenceThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
82.0,0.018709936,1.5081131569875611E-9,82.0,100.0,?,?,?,82.0,322888.0,20.0,20.0,20.0,0.0,100.0,100.0,0.0,0.0,0.8,0.7,10.725000000000005,25.464083290295875,270.5333333333332,181.8256128860853
164.0,0.104870322,9.315411369067928E-9,164.0,100.0,?,?,?,164.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,23.216666666666654,53.00962071129335,279.73333333333323,191.55110923975454
246.0,0.147723049,1.3198448973958277E-8,246.0,100.0,?,?,?,246.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,33.79999999999999,79.12914664483306,279.73333333333323,191.55110923975454
328.0,0.184014136,1.6486913102351957E-8,328.0,100.0,?,?,?,328.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,41.95833333333334,102.4452627638052,279.73333333333323,191.55110923975454
410.0,0.217284965,1.950170093960853E-8,410.0,100.0,?,?,?,410.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,50.75833333333333,125.42412054308213,279.73333333333323,191.55110923975454
492.0,0.247959924,2.2281267787838978E-8,492.0,100.0,?,?,?,492.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,59.874999999999986,150.94450883652297,279.73333333333323,191.55110923975454
574.0,0.276870375,2.490094630695259E-8,574.0,100.0,?,?,?,574.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,66.73333333333328,171.84244950238693,279.73333333333323,191.55110923975454
656.0,0.305396819,2.748582858960869E-8,656.0,100.0,?,?,?,656.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,70.77500000000005,192.80732152927732,279.73333333333323,191.55110923975454
738.0,0.333096454,2.9995790775836346E-8,738.0,100.0,?,?,?,738.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,73.94166666666663,209.63029865657768,279.73333333333323,191.55110923975454
820.0,0.365133928,3.28988199414644E-8,820.0,100.0,?,?,?,820.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,82.70833333333333,233.71861972740408,279.73333333333323,191.55110923975454
