learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),size ,maturity ,evalsize ,cmb ,tau,MaxSnapshotsSize,SnapshotsSize,stabilityIndex,stabilityThreshold,differenceThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
96.0,0.017023621,1.4063630655759737E-9,96.0,100.0,?,?,?,96.0,330648.0,20.0,20.0,20.0,0.0,100.0,100.0,0.0,0.0,0.8,0.7,13.058333333333332,30.46675990951046,274.6666666666666,185.62333476414966
192.0,0.104641362,9.345717383879754E-9,192.0,100.0,?,?,?,192.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,26.19999999999999,61.26764537460123,279.73333333333323,191.55110923975454
288.0,0.167344768,1.5027495429246792E-8,288.0,100.0,?,?,?,288.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,37.39166666666668,90.3623235082184,279.73333333333323,191.55110923975454
384.0,0.214734451,1.9321642711235005E-8,384.0,100.0,?,?,?,384.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,46.60000000000001,116.76590097392354,279.73333333333323,191.55110923975454
480.0,0.256780859,2.313161689128106E-8,480.0,100.0,?,?,?,480.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,58.57500000000008,146.94454807880436,279.73333333333323,191.55110923975454
576.0,0.295996637,2.6685097645937156E-8,576.0,100.0,?,?,?,576.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,67.06666666666662,172.48576769119933,279.73333333333323,191.55110923975454
672.0,0.33254066,2.9996481202530366E-8,672.0,100.0,?,?,?,672.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,68.19166666666668,190.99783516892467,279.73333333333323,191.55110923975454
768.0,0.364947772,3.29330045785548E-8,768.0,100.0,?,?,?,768.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,77.71666666666664,218.4627800667881,279.73333333333323,191.55110923975454
864.0,0.397459406,3.587899906376998E-8,864.0,100.0,?,?,?,864.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,88.11666666666666,246.92407513151053,279.73333333333323,191.55110923975454
960.0,0.429205654,3.875563920847244E-8,960.0,100.0,?,?,?,960.0,350264.0,20.0,20.0,20.0,0.0,100.0,100.0,1.0,1.0,0.8,0.7,100.4416666666667,275.5692594189249,279.73333333333323,191.55110923975454
