learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
38522.0,2.845618296,8.536551810080807E-7,38522.0,100.0,?,?,?,38522.0,1177768.0,10.0,36798.5,3505.7988549132574,82552.0,41427.36486912968,4.3999999999999995,1.8973665961010275,2.6999999999999997,0.9486832980505138,2.6999999999999997,0.9486832980505138,1.6,0.8432740427115678,0.0,0.0,0.0,0.0,1.0,0.0
77044.0,4.178822792,1.2604479244495763E-6,77044.0,100.0,?,?,?,77044.0,1179448.0,10.0,75290.59999999999,3379.405970153796,82552.0,41427.36486912968,4.3999999999999995,1.8973665961010275,2.6999999999999997,0.9486832980505138,2.6999999999999997,0.9486832980505138,1.6,0.8432740427115678,0.0,0.0,0.0,0.0,1.0,0.0
115566.0,5.440063696,1.6458310028795567E-6,115566.0,100.0,?,?,?,115566.0,1181128.0,10.0,113794.19999999998,3513.2809547012707,82552.0,41427.36486912968,4.3999999999999995,1.8973665961010275,2.6999999999999997,0.9486832980505138,2.6999999999999997,0.9486832980505138,1.6,0.8432740427115678,0.0,0.0,0.0,0.0,1.0,0.0
154088.0,6.67594847,2.0234662962468422E-6,154088.0,100.0,?,?,?,154088.0,1181128.0,10.0,152253.3,3517.0565992349657,82552.0,41427.36486912968,4.3999999999999995,1.8973665961010275,2.6999999999999997,0.9486832980505138,2.6999999999999997,0.9486832980505138,1.6,0.8432740427115678,0.0,0.0,0.0,0.0,1.0,0.0
192610.0,7.921350058,2.427490470726378E-6,192610.0,100.0,?,?,?,192610.0,1254008.0,10.0,190755.8,3499.193900822809,89668.79999999999,34800.20050006098,4.3999999999999995,1.8973665961010275,2.6999999999999997,0.9486832980505138,2.6999999999999997,0.9486832980505138,1.6,0.8432740427115678,0.0,0.0,0.0,0.0,1.0,0.0
231132.0,9.167403571,2.831726137998669E-6,231132.0,100.0,?,?,?,231132.0,1254008.0,10.0,229171.19999999998,3317.286099610143,89668.79999999999,34800.20050006098,4.3999999999999995,1.8973665961010275,2.6999999999999997,0.9486832980505138,2.6999999999999997,0.9486832980505138,1.6,0.8432740427115678,0.0,0.0,0.0,0.0,1.0,0.0
269654.0,10.456621486,3.249964888335081E-6,269654.0,100.0,?,?,?,269654.0,1254008.0,10.0,267646.2,3228.1721625574964,89668.79999999999,34800.20050006098,4.3999999999999995,1.8973665961010275,2.6999999999999997,0.9486832980505138,2.6999999999999997,0.9486832980505138,1.6,0.8432740427115678,0.0,0.0,0.0,0.0,1.0,0.0
308176.0,11.993088781,3.809509557379968E-6,308176.0,100.0,?,?,?,308176.0,1407712.0,10.0,278250.6,90165.96090567907,105075.2,40569.00311211888,6.3999999999999995,2.988868236194653,3.6999999999999997,1.4944341180973264,3.6999999999999997,1.4944341180973264,2.5999999999999996,1.429840705968481,0.0,0.0,0.0,0.0,1.0,0.0
346698.0,13.626028749,4.5282502515104944E-6,346698.0,100.0,?,?,?,346698.0,1701392.0,10.0,316827.89999999997,90174.21360461709,134246.40000000002,38433.62746114686,10.4,3.272783388968954,5.7,1.636391694484477,5.7,1.636391694484477,4.6,1.7126976771553506,0.0,0.0,0.0,0.0,1.0,0.0
385220.0,15.093559506,5.24181238088546E-6,385220.0,100.0,?,?,?,385220.0,1879520.0,10.0,355389.29999999993,90335.1096837031,152034.40000000002,32926.875491002786,10.4,3.272783388968954,5.7,1.636391694484477,5.7,1.636391694484477,4.6,1.7126976771553506,0.0,0.0,0.0,0.0,1.0,0.0
423742.0,16.601125717,5.974841075898296E-6,423742.0,100.0,?,?,?,423742.0,1879520.0,10.0,393886.5,90314.75577021361,152034.40000000002,32926.875491002786,10.4,3.272783388968954,5.7,1.636391694484477,5.7,1.636391694484477,4.6,1.7126976771553506,0.0,0.0,0.0,0.0,1.0,0.0
462264.0,18.237540831,6.8298051613466845E-6,462264.0,100.0,?,?,?,462264.0,2019560.0,10.0,432471.6,90236.83779821974,166013.6,34095.63752870576,10.8,3.0477678535099897,5.9,1.5238839267549948,5.9,1.5238839267549948,4.700000000000001,1.6363916944844772,0.0,0.0,0.0,0.0,1.0,0.0
500786.0,19.928387754,7.733654692824673E-6,500786.0,100.0,?,?,?,500786.0,2066304.0,10.0,471082.0,90349.50984556216,170684.0,37759.247873865286,11.4,3.6270588023294517,6.2,1.8135294011647258,6.2,1.8135294011647258,5.0,1.9436506316151,0.0,0.0,0.0,0.0,1.0,0.0
539308.0,21.529821098,8.61805200729899E-6,539308.0,100.0,?,?,?,539308.0,2134720.0,10.0,509576.1,90348.58073219642,177521.6,42355.20968402562,11.6,3.6575644598253874,6.3,1.8287822299126937,6.3,1.8287822299126937,5.1,1.9692073983655904,0.0,0.0,0.0,0.0,1.0,0.0
