learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Precision (percent),Precision for class 0 (percent),Precision for class 1 (percent),Recall (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
4315472.0,327.856921044,7.247586112656284E-4,4315472.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4315472.0,9679128.0,10.0,0.0,2.58959263E7,2877.2042390721044,925068.8,187948.76200875128,55.2,11.292081788187291,28.1,5.6460408940936455,28.1,5.6460408940936455,8.200000000000001,1.1352924243950933,32661.86833878913,600.3565194298735,0.0,0.0,1.0039391356921143,7.7070172228495E-5
4392534.0,334.5550485,7.415360277639467E-4,4392534.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4392534.0,9682200.0,10.0,0.0,2.6358243599999998E7,2865.7303199477224,925375.2000000001,188610.84228337576,55.4,11.345091939297411,28.2,5.672545969648706,28.2,5.672545969648706,8.299999999999999,1.159501808728406,32643.722884243674,586.7885414530052,0.0,0.0,1.0039406620480145,7.562580844256035E-5
4469596.0,340.492858466,7.56510550438092E-4,4469596.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4469596.0,9748304.0,10.0,0.0,2.68202251E7,3247.1368396718844,931980.8,196518.55605051084,55.800000000000004,12.299954832798733,28.400000000000002,6.149977416399366,28.400000000000002,6.149977416399366,8.299999999999999,1.159501808728406,32643.722884243674,586.7885414530052,0.0,0.0,1.0039406620480145,7.562580844256035E-5
4546658.0,346.307053267,7.711733288661666E-4,4546658.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4546658.0,9748304.0,10.0,0.0,2.72826201E7,2768.0641229728326,931980.8,196518.55605051084,55.800000000000004,12.299954832798733,28.400000000000002,6.149977416399366,28.400000000000002,6.149977416399366,8.299999999999999,1.159501808728406,32643.722884243674,586.7885414530052,0.0,0.0,1.0039406620480145,7.562580844256035E-5
4623720.0,352.148760926,7.859114279897105E-4,4623720.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4623720.0,9752232.0,10.0,0.0,2.77451013E7,2351.8174555958813,932373.6000000001,197457.15733303883,55.800000000000004,12.299954832798733,28.400000000000002,6.149977416399366,28.400000000000002,6.149977416399366,8.299999999999999,1.159501808728406,32643.722884243674,586.7885414530052,0.0,0.0,1.0039406620480145,7.562580844256035E-5
4700782.0,358.923323259,8.031173735205346E-4,4700782.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4700782.0,9817472.0,10.0,0.0,2.82077132E7,2497.8770007970356,938892.0,200586.79199677022,56.4,12.545030003064074,28.7,6.272515001532037,28.7,6.272515001532037,8.399999999999999,1.1737877907772676,32780.372159606,213.7194045646249,0.0,0.0,1.0039229714611897,2.6754038443350284E-5
4777844.0,364.513375152,8.173149148018243E-4,4777844.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4777844.0,9817472.0,10.0,0.0,2.86700154E7,2711.1056866980425,938892.0,200586.79199677022,56.4,12.545030003064074,28.7,6.272515001532037,28.7,6.272515001532037,8.399999999999999,1.1737877907772676,32780.372159606,213.7194045646249,0.0,0.0,1.0039229714611897,2.6754038443350284E-5
4854906.0,370.094123671,8.314888274945163E-4,4854906.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4854906.0,9817472.0,10.0,0.0,2.9132526799999997E7,2635.685186057068,938892.0,200586.79199677022,56.4,12.545030003064074,28.7,6.272515001532037,28.7,6.272515001532037,8.399999999999999,1.1737877907772676,32780.372159606,213.7194045646249,0.0,0.0,1.0039229714611897,2.6754038443350284E-5
4931968.0,375.815246524,8.460192610997053E-4,4931968.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4931968.0,9817472.0,10.0,0.0,2.9594868799999997E7,2582.45799363477,938892.0,200586.79199677022,56.4,12.545030003064074,28.7,6.272515001532037,28.7,6.272515001532037,8.399999999999999,1.1737877907772676,32780.372159606,213.7194045646249,0.0,0.0,1.0039229714611897,2.6754038443350284E-5
5009030.0,381.659036765,8.608612437456427E-4,5009030.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5009030.0,9817472.0,10.0,0.0,3.0057005099999998E7,2553.7446339750263,938892.0,200586.79199677022,56.4,12.545030003064074,28.7,6.272515001532037,28.7,6.272515001532037,8.399999999999999,1.1737877907772676,32780.372159606,213.7194045646249,0.0,0.0,1.0039229714611897,2.6754038443350284E-5
5086092.0,387.147189428,8.74844938883953E-4,5086092.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5086092.0,9849136.0,10.0,0.0,3.05190261E7,2432.1322355317584,942056.7999999999,201719.40705224947,56.4,12.545030003064074,28.7,6.272515001532037,28.7,6.272515001532037,8.399999999999999,1.1737877907772676,32780.372159606,213.7194045646249,0.0,0.0,1.0039229714611897,2.6754038443350284E-5
5163154.0,392.626294083,8.888055798921669E-4,5163154.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5163154.0,9849136.0,10.0,0.0,3.0981640500000004E7,3038.8643803603413,942056.7999999999,201719.40705224947,56.4,12.545030003064074,28.7,6.272515001532037,28.7,6.272515001532037,8.399999999999999,1.1737877907772676,32780.372159606,213.7194045646249,0.0,0.0,1.0039229714611897,2.6754038443350284E-5
5240216.0,398.314535701,9.032937173965598E-4,5240216.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5240216.0,9845480.0,10.0,0.0,3.1444125E7,3096.0537247710636,941690.4,200881.98988527237,56.6,13.023056476879766,28.8,6.511528238439883,28.8,6.511528238439883,8.399999999999999,1.1737877907772676,32780.372159606,213.7194045646249,0.0,0.0,1.0039229714611897,2.6754038443350284E-5
