learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),Precision (percent),Recall (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
400.0,0.971768438,1.158294889351229E-7,400.0,100.0,100.0,?,?,?,?,?,400.0,465112.0,10.0,0.0,2400.2999999999997,73.27884339213392,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
410.0,0.98620546,1.1756662082142715E-7,410.0,100.0,100.0,?,?,?,?,?,410.0,465112.0,10.0,0.0,2462.0,76.22335600063802,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
420.0,1.000675124,1.1930768035008264E-7,420.0,100.0,100.0,?,?,?,?,?,420.0,465112.0,10.0,0.0,2523.6,76.71911249631488,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
430.0,1.015301878,1.210676417026752E-7,430.0,100.0,100.0,?,?,?,?,?,430.0,465112.0,10.0,0.0,2587.2,77.46224887001412,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
440.0,1.029334339,1.2275609486472073E-7,440.0,100.0,100.0,?,?,?,?,?,440.0,465112.0,10.0,0.0,2648.0,78.35389800982038,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
450.0,1.044256277,1.2455157417515297E-7,450.0,100.0,100.0,?,?,?,?,?,450.0,465112.0,10.0,0.0,2707.3,80.84560044375395,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
460.0,1.059096454,1.2633721560903727E-7,460.0,100.0,100.0,?,?,?,?,?,460.0,465112.0,10.0,0.0,2767.0,82.91092944975482,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
470.0,1.073743411,1.2809960788370634E-7,470.0,100.0,100.0,?,?,?,?,?,470.0,465112.0,10.0,0.0,2833.5,84.60529271597355,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
480.0,1.088817458,1.299133896802118E-7,480.0,100.0,100.0,?,?,?,?,?,480.0,465112.0,10.0,0.0,2893.8999999999996,82.78949208685847,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
490.0,1.103404908,1.3166862178658866E-7,490.0,100.0,100.0,?,?,?,?,?,490.0,465112.0,10.0,0.0,2952.1000000000004,84.78135277157224,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
500.0,1.117837789,1.3340525540786698E-7,500.0,100.0,100.0,?,?,?,?,?,500.0,465112.0,10.0,0.0,3013.1,86.28177353557614,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
510.0,1.131945329,1.3510274243609987E-7,510.0,100.0,100.0,?,?,?,?,?,510.0,465112.0,10.0,0.0,3072.7000000000007,84.89869780443574,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
