learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),Precision (percent),Recall (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
5000.0,0.650303954,1.309493842479628E-7,5000.0,99.9,99.9,99.80879541108987,99.8046875,?,?,?,5000.0,796080.0,10.0,0.0,29953.1,125.47283902635385,45192.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,1.026492435,2.2468044327350126E-7,10000.0,99.9,99.9,99.78858350951374,99.79591836734694,?,?,?,10000.0,963120.0,10.0,0.0,59937.4,145.882905860221,61704.0,0.0,7.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15000.0,1.252249314,2.810281073205339E-7,15000.0,100.0,100.0,100.0,100.0,?,?,?,15000.0,964800.0,10.0,0.0,90020.7,201.25884383604702,61704.0,0.0,7.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20000.0,1.452676876,3.340506879819309E-7,20000.0,100.0,100.0,100.0,100.0,?,?,?,20000.0,1022600.0,10.0,0.0,120030.8,227.308796329769,67475.2,10193.087121508706,8.0,2.160246899469287,4.5,1.0801234497346435,4.5,1.0801234497346435,3.4,0.8432740427115678,0.0,0.0,0.0,0.0,1.0,0.0
25000.0,1.698977726,4.178345217253144E-7,25000.0,100.0,100.0,100.0,100.0,?,?,?,25000.0,1314912.0,10.0,0.0,149955.2,261.18907583077385,96494.4,6422.375109291302,11.399999999999999,0.8432740427115681,6.199999999999999,0.42163702135578407,6.199999999999999,0.42163702135578407,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30000.0,1.908383656,4.923737408840367E-7,30000.0,100.0,100.0,100.0,100.0,?,?,?,30000.0,1375936.0,10.0,0.0,179904.5,324.26780770084423,102587.2,19267.125327873902,12.2,2.5298221281347035,6.6,1.2649110640673518,6.6,1.2649110640673518,5.199999999999999,0.42163702135578407,0.0,0.0,0.0,0.0,1.0,0.0
35000.0,2.094788641,5.588490953819165E-7,35000.0,100.0,100.0,100.0,100.0,?,?,?,35000.0,1378496.0,10.0,0.0,209921.99999999997,330.11816066372904,102843.20000000001,19806.820715209305,12.2,2.5298221281347035,6.6,1.2649110640673518,6.6,1.2649110640673518,5.199999999999999,0.42163702135578407,0.0,0.0,0.0,0.0,1.0,0.0
40000.0,2.282997458,6.264663117584297E-7,40000.0,100.0,100.0,100.0,100.0,?,?,?,40000.0,1388736.0,10.0,0.0,239852.1,389.412506219305,103867.2,19267.125327873902,12.2,2.5298221281347035,6.6,1.2649110640673518,6.6,1.2649110640673518,5.199999999999999,0.42163702135578407,0.0,0.0,0.0,0.0,1.0,0.0
45000.0,2.47386324,6.951210415220221E-7,45000.0,100.0,100.0,100.0,100.0,?,?,?,45000.0,1390416.0,10.0,0.0,269859.7,308.50141364703927,103867.2,19267.125327873902,12.2,2.5298221281347035,6.6,1.2649110640673518,6.6,1.2649110640673518,5.199999999999999,0.42163702135578407,0.0,0.0,0.0,0.0,1.0,0.0
50000.0,2.692713441,7.75876842746265E-7,50000.0,100.0,100.0,100.0,100.0,?,?,?,50000.0,1426360.0,10.0,0.0,299853.9,394.95778958713356,107444.00000000001,21973.03697211147,15.4,2.2705848487901865,8.2,1.1352924243950935,8.2,1.1352924243950935,5.199999999999999,0.42163702135578407,0.0,0.0,0.0,0.0,1.0,0.0
