learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),Precision (percent),Recall (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
5000.0,0.583025724,1.1722322565995156E-7,5000.0,99.74,99.74,99.50324799388612,99.48717948717947,?,?,?,5000.0,795168.0,10.0,0.0,29953.1,125.47283902635385,45192.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,0.910815025,1.988178161033988E-7,10000.0,99.85000000000001,99.85000000000001,99.70501474926256,99.7030291031479,?,?,?,10000.0,962208.0,10.0,0.0,59937.4,145.882905860221,61704.0,0.0,7.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15000.0,1.166140947,2.624855088402082E-7,15000.0,99.88,99.88,99.76253298153033,99.7625956212081,?,?,?,15000.0,963888.0,10.0,0.0,90020.7,201.25884383604702,61704.0,0.0,7.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20000.0,1.358998763,3.134600313281433E-7,20000.0,99.91,99.91,99.82171156893818,99.82236257771635,?,?,?,20000.0,1021688.0,10.0,0.0,120030.8,227.308796329769,67475.2,10193.087121508706,8.0,2.160246899469287,4.5,1.0801234497346435,4.5,1.0801234497346435,3.4,0.8432740427115678,0.0,0.0,0.0,0.0,1.0,0.0
25000.0,1.608782781,3.9836979690881234E-7,25000.0,99.91600000000001,99.91600000000001,99.83258928571429,99.83442403216905,?,?,?,25000.0,1314000.0,10.0,0.0,149955.2,261.18907583077385,96494.4,6422.375109291302,11.399999999999999,0.8432740427115681,6.199999999999999,0.42163702135578407,6.199999999999999,0.42163702135578407,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30000.0,1.822783266,4.74493983558793E-7,30000.0,99.92666666666666,99.92666666666666,99.85331377517002,99.85585113353427,?,?,?,30000.0,1375024.0,10.0,0.0,179904.5,324.26780770084423,102587.2,19267.125327873902,12.2,2.5298221281347035,6.6,1.2649110640673518,6.6,1.2649110640673518,5.199999999999999,0.42163702135578407,0.0,0.0,0.0,0.0,1.0,0.0
35000.0,2.009714037,5.411127392351793E-7,35000.0,99.93714285714286,99.93714285714286,99.8743646850551,99.87661937075879,?,?,?,35000.0,1377584.0,10.0,0.0,209921.99999999997,330.11816066372904,102843.20000000001,19806.820715209305,12.2,2.5298221281347035,6.6,1.2649110640673518,6.6,1.2649110640673518,5.199999999999999,0.42163702135578407,0.0,0.0,0.0,0.0,1.0,0.0
40000.0,2.205292723,6.11331562443566E-7,40000.0,99.9375,99.9375,99.87483102187954,99.87730663525714,?,?,?,40000.0,1387824.0,10.0,0.0,239852.1,389.412506219305,103867.2,19267.125327873902,12.2,2.5298221281347035,6.6,1.2649110640673518,6.6,1.2649110640673518,5.199999999999999,0.42163702135578407,0.0,0.0,0.0,0.0,1.0,0.0
45000.0,2.400207961,6.813969007276412E-7,45000.0,99.94444444444444,99.94444444444444,99.88891357476116,99.89146479117827,?,?,?,45000.0,1389504.0,10.0,0.0,269859.7,308.50141364703927,103867.2,19267.125327873902,12.2,2.5298221281347035,6.6,1.2649110640673518,6.6,1.2649110640673518,5.199999999999999,0.42163702135578407,0.0,0.0,0.0,0.0,1.0,0.0
50000.0,2.618373,7.618484041527721E-7,50000.0,99.95,99.95,99.89995998399361,99.90231322288217,?,?,?,50000.0,1425448.0,10.0,0.0,299853.9,394.95778958713356,107444.00000000001,21973.03697211147,15.4,2.2705848487901865,8.2,1.1352924243950935,8.2,1.1352924243950935,5.199999999999999,0.42163702135578407,0.0,0.0,0.0,0.0,1.0,0.0
55000.0,2.870467204,8.727620898859017E-7,55000.0,99.95454545454545,99.95454545454545,99.90902143455001,99.91135066132406,?,?,?,55000.0,1700688.0,10.0,0.0,329807.6,408.1628759862064,134926.4,19263.716055493205,18.200000000000003,2.529822128134703,9.600000000000001,1.2649110640673515,9.600000000000001,1.2649110640673515,5.199999999999999,0.42163702135578407,0.0,0.0,0.0,0.0,1.0,0.0
60000.0,3.085396363,9.687414925467037E-7,60000.0,99.95666666666668,99.95666666666668,99.91307836319872,99.91535080579523,?,?,?,60000.0,1726176.0,10.0,0.0,359857.5,398.31708474530706,137472.8,21890.818678158204,18.400000000000002,2.988868236194652,9.700000000000001,1.494434118097326,9.700000000000001,1.494434118097326,5.199999999999999,0.42163702135578407,0.0,0.0,0.0,0.0,1.0,0.0
65000.0,3.30850607,1.073553926680115E-6,65000.0,99.96000000000001,99.96000000000001,99.91980259099323,99.92196176126302,?,?,?,65000.0,1815920.0,10.0,0.0,389940.1,402.7928748128518,146432.8,24425.16194783113,19.6,2.503331114069145,10.3,1.2516655570345725,10.3,1.2516655570345725,5.799999999999999,0.4216370213557841,0.0,0.0,0.0,0.0,1.0,0.0
70000.0,3.522710984,1.179113227471699E-6,70000.0,99.96285714285715,99.96285714285715,99.92542878448918,99.92750188216264,?,?,?,70000.0,1904888.0,10.0,0.0,419956.6,385.6760874677668,155319.2,21406.518616741232,19.8,2.8596814119369625,10.4,1.4298407059684812,10.4,1.4298407059684812,5.799999999999999,0.4216370213557841,0.0,0.0,0.0,0.0,1.0,0.0
75000.0,3.728169397,1.280498358267045E-6,75000.0,99.96533333333333,99.96533333333333,99.93033226152195,99.93244823196237,?,?,?,75000.0,1907448.0,10.0,0.0,449923.1,419.8646475023046,155575.19999999998,21872.48197469445,19.8,2.8596814119369625,10.4,1.4298407059684812,10.4,1.4298407059684812,5.799999999999999,0.4216370213557841,0.0,0.0,0.0,0.0,1.0,0.0
