learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),Precision (percent),Recall (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
5000.0,0.461329378,7.106257038638409E-8,5000.0,99.7,99.7,-Infinity,99.7,?,?,?,5000.0,613408.0,10.0,0.0,29953.1,125.47283902635385,26976.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,0.709960913,1.1062574153801634E-7,10000.0,99.9,99.9,-Infinity,99.9,?,?,?,10000.0,615088.0,10.0,0.0,59937.4,145.882905860221,26976.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15000.0,0.854882402,1.337491712452554E-7,15000.0,100.0,100.0,?,100.0,?,?,?,15000.0,616768.0,10.0,0.0,90020.7,201.25884383604702,26976.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20000.0,0.994577603,1.560387032052957E-7,20000.0,99.8,99.8,-Infinity,99.8,?,?,?,20000.0,616768.0,10.0,0.0,120030.8,227.308796329769,26976.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25000.0,1.133723312,1.783010342621265E-7,25000.0,100.0,100.0,?,100.0,?,?,?,25000.0,618448.0,10.0,0.0,149955.2,261.18907583077385,26976.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30000.0,1.270213126,2.0013844086985204E-7,30000.0,100.0,100.0,?,100.0,?,?,?,30000.0,618448.0,10.0,0.0,179904.5,324.26780770084423,26976.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35000.0,1.407277463,2.2206776710138548E-7,35000.0,100.0,100.0,?,100.0,?,?,?,35000.0,618448.0,10.0,0.0,209921.99999999997,330.11816066372904,26976.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40000.0,1.546400936,2.4432654055520475E-7,40000.0,100.0,100.0,?,100.0,?,?,?,40000.0,618448.0,10.0,0.0,239852.1,389.412506219305,26976.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45000.0,1.683665461,2.663475529771091E-7,45000.0,100.0,100.0,?,100.0,?,?,?,45000.0,620128.0,10.0,0.0,269859.7,308.50141364703927,26976.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
50000.0,1.820035847,2.882251208635378E-7,50000.0,100.0,100.0,?,100.0,?,?,?,50000.0,620128.0,10.0,0.0,299853.9,394.95778958713356,26976.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
