learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Precision (percent),Precision for class 0 (percent),Precision for class 1 (percent),Recall (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes),size ,maturity ,evalsize ,cmb ,tau,MaxSnapshotsSize,SnapshotsSize,stabilityIndex,stabilityThreshold,differenceThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
8473432.0,122.578045036,1.2855319465884397E-5,8473432.0,97.1,94.20041756993496,94.55909943714823,94.18837675350701,97.11160954898652,97.12015888778551,97.07955689828802,97.10435366965872,98.19277108433735,96.01593625498009,97.11886651275013,96.07072691552064,98.16700610997964,8473432.0,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,0.97,0.8,0.7,28195.200000000004,132668.6530757528,388.3333333333334,384.8770038898782
9243744.0,133.953571727,1.4057700162739782E-5,9243744.0,97.89999999999999,95.78776767733498,96.03024574669186,95.55084745762711,97.90554678271309,97.77777777777779,98.00947867298578,97.96373000791448,98.92933618843684,96.99812382739212,97.84743262957085,96.65271966527197,99.04214559386973,9243744.0,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,0.99,0.8,0.7,38506.80833333333,201715.03093055775,388.3333333333334,384.8770038898782
1.0014056E7,145.627844524,1.5291657995394895E-5,1.0014056E7,97.3,94.59883334800317,94.6215139442231,94.43298969072164,97.32072525878404,97.35553379040157,97.24208375893768,97.29090247248901,98.80715705765407,95.77464788732394,97.35056633396883,95.94594594594594,98.7551867219917,1.0014056E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,1.0,0.8,0.7,49981.466666666674,252175.16561307557,388.3333333333334,384.8770038898782
1.0784368E7,158.154848058,1.6615748531847826E-5,1.0784368E7,97.7,95.39977918940109,95.18828451882845,95.23809523809523,97.7114383146957,97.72951628825271,97.66970618034448,97.69779079116316,98.80239520958084,96.59318637274549,97.72508965163935,96.6796875,98.77049180327869,1.0784368E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,1.0,0.8,0.7,65155.62499999999,362548.8824166994,388.3333333333334,384.8770038898782
1.155468E7,171.263976832,1.8001369067811203E-5,1.155468E7,97.2,94.39838673537977,94.44444444444444,94.1908713692946,97.21771726892199,97.26027397260275,97.13701431492842,97.18862007168458,98.61111111111111,95.76612903225806,97.2468318941348,95.94594594594594,98.54771784232366,1.155468E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,0.97,0.8,0.7,66382.80833333336,411127.34637528646,388.3333333333334,384.8770038898782
1.2324992E7,184.097664381,1.935787576834046E-5,1.2324992E7,97.5,94.98756917154543,94.79166666666666,94.83471074380165,97.50534028686465,97.36564805057955,97.62131303520457,97.55881608904629,98.50746268656717,96.61016949152543,97.45192307692308,96.25,98.65384615384616,1.2324992E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,0.98,0.8,0.7,21113.891666666663,96363.24064048525,388.3333333333334,384.8770038898782
1.3095304E7,195.596937239,2.0570551820922786E-5,1.3095304E7,97.3,94.60077748804171,94.93433395872421,94.50101832993889,97.31637978860775,97.31343283582089,97.28643216080403,97.31022785458269,98.58870967741935,96.03174603174604,97.32253250053017,96.07072691552064,98.57433808553971,1.3095304E7,407640.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,0.98,0.8,0.7,22390.949999999997,117358.19842363457,380.6666666666668,379.46564227801684
1.3865616E7,207.165632336,2.1793350206464224E-5,1.3865616E7,99.0,97.99511610282649,97.98387096774194,97.96747967479675,99.00386178133978,98.94736842105264,99.04761904761905,99.04318126176457,99.78768577494692,98.29867674858222,98.96457350766752,98.12108559498957,99.80806142034548,1.3865616E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,1.0,0.8,0.7,34717.333333333314,158606.0264000361,388.3333333333334,384.8770038898782
1.4635928E7,218.61124438,2.300278352971367E-5,1.4635928E7,97.8,95.59153574863738,95.48254620123203,95.44513457556936,97.81458796834211,97.69392033542978,97.89674952198854,97.87635487755921,99.14893617021276,96.60377358490567,97.75289896854379,96.28099173553719,99.2248062015504,1.4635928E7,408456.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,0.98,0.8,0.7,41741.56666666668,224628.28036146014,387.3333333333334,383.13289120738506
1.540624E7,229.979785056,2.4204425812444408E-5,1.540624E7,98.6,97.19977598207856,97.11934156378601,97.10144927536231,98.60611097984517,98.582995951417,98.61660079051381,98.61544617847139,99.38775510204081,97.84313725490196,98.59677754844077,97.79116465863453,99.40239043824701,1.540624E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,1.0,0.8,0.7,65445.75000000001,341203.83884649375,388.3333333333334,384.8770038898782
1.6176552E7,241.33281143,2.5403911332123258E-5,1.6176552E7,98.0,95.9978708673014,96.1089494163424,95.99198396793587,98.01278002448176,97.94661190965091,98.05068226120858,98.04277376531712,99.16839916839916,96.91714836223507,97.98280462970742,96.75456389452333,99.21104536489152,1.6176552E7,408400.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,0.98,0.8,0.7,44199.43333333337,239403.33221197492,386.86666666666656,382.4236493982133
1.6946864E7,252.630442457,2.6598058542714098E-5,1.6946864E7,98.3,96.59804047131148,96.6067864271457,96.50205761316872,98.30375974575489,98.25641025641025,98.34146341463415,98.32068037670574,98.96694214876032,97.67441860465115,98.28684493775984,97.5560081466395,99.01768172888016,1.6946864E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,1.0,0.8,0.7,56446.891666666656,317292.39951093745,388.3333333333334,384.8770038898782
1.7717176E7,263.986559503,2.7798387661377568E-5,1.7717176E7,98.2,96.39698788186924,96.50485436893203,96.29629629629629,98.20467496682352,98.14432989690721,98.25242718446603,98.22784100240747,98.96049896049897,97.495183044316,98.1815198556101,97.34151329243353,99.02152641878669,1.7717176E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,0.99,0.8,0.7,64869.899999999994,396986.58962570183,388.3333333333334,384.8770038898782
1.8487488E7,275.264677955,2.8990472414188364E-5,1.8487488E7,97.8,95.59682971739653,95.40709812108558,95.41666666666666,97.80454316173231,97.85992217898834,97.7366255144033,97.78311324529811,98.62745098039215,96.93877551020408,97.82598247328538,97.1042471042471,98.54771784232366,1.8487488E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,0.98,0.8,0.7,21856.908333333347,108083.97964304854,388.3333333333334,384.8770038898782
1.92578E7,286.609944565,3.0189654653665203E-5,1.92578E7,97.3,94.59969758306464,94.375,94.375,97.3158461424576,97.33990147783251,97.25888324873095,97.29738918955675,98.60279441117764,95.99198396793587,97.3343100991177,96.10894941634241,98.559670781893,1.92578E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,0.98,0.8,0.7,24488.291666666664,160835.00295604864,388.3333333333334,384.8770038898782
2.0028112E7,297.938465114,3.1387066852858044E-5,2.0028112E7,97.8,95.58925542621827,95.81749049429658,95.28907922912205,97.80077687231949,97.90476190476191,97.68421052631578,97.76245296703385,98.65642994241843,96.86847599164928,97.83913083613275,97.16446124763705,98.51380042462846,2.0028112E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,0.99,0.8,0.7,44093.62500000001,254823.71803918085,388.3333333333334,384.8770038898782
2.0798424E7,309.308131982,3.2588828172848205E-5,2.0798424E7,97.8,95.59153574863738,95.63492063492063,95.31914893617021,97.81458796834211,97.89674952198854,97.69392033542978,97.75289896854379,99.2248062015504,96.28099173553719,97.87635487755921,96.60377358490567,99.14893617021276,2.0798424E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,0.98,0.8,0.7,62394.68333333331,350954.0059327362,388.3333333333334,384.8770038898782
2.1568736E7,320.691730687,3.379206207273164E-5,2.1568736E7,98.6,97.1979040322161,97.28155339805825,97.16599190283401,98.60245679925558,98.559670781893,98.63813229571984,98.61880333665718,99.17184265010351,98.06576402321083,98.58611567998912,97.95501022494888,99.21722113502935,2.1568736E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,1.0,0.8,0.7,56694.49166666663,382866.4031621464,388.3333333333334,384.8770038898782
2.2339048E7,332.037264981,3.499127260611373E-5,2.2339048E7,97.0,93.99057722508893,93.87755102040816,93.57601713062098,97.0137805859207,97.12092130518234,96.86847599164926,96.95841539767179,98.44357976653697,95.47325102880659,97.06920903954803,95.83333333333334,98.30508474576271,2.2339048E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,0.99,0.8,0.7,63583.62500000009,450258.60773813823,388.3333333333334,384.8770038898782
2.310936E7,343.403690138,3.6192691280806044E-5,2.310936E7,97.3,94.59870368888534,94.375,94.43298969072164,97.31080805892002,97.3503434739941,97.24770642201835,97.29102662570403,98.4126984126984,96.16935483870968,97.330597537784,96.31067961165049,98.35051546391752,2.310936E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,0.9749999999999999,0.8,0.7,69416.45833333337,518761.29298251326,388.3333333333334,384.8770038898782
2.3879672E7,354.734563426,3.7390352161931174E-5,2.3879672E7,97.0,94.00076790170857,93.93939393939394,93.80165289256198,97.03086220762937,97.0414201183432,96.95740365111563,97.00715211443382,98.79518072289156,95.2191235059761,97.05458389390736,95.34883720930233,98.7603305785124,2.3879672E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,0.98,0.8,0.7,67548.41666666667,579627.1970795061,388.3333333333334,384.8770038898782
2.4649984E7,366.154242021,3.859739966662246E-5,2.4649984E7,98.5,96.99687675182189,97.02380952380952,97.03557312252964,98.5032019047706,98.4488107549121,98.54791868344628,98.52564102564104,99.16666666666667,97.88461538461539,98.48077300254972,97.74127310061603,99.22027290448344,2.4649984E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,0.99,0.8,0.7,73174.75000000006,647718.2004984334,388.3333333333334,384.8770038898782
2.5420296E7,377.572850999,3.980433411396978E-5,2.5420296E7,96.39999999999999,92.79962558053018,92.96874999999999,92.5155925155925,96.41318320061201,96.34888438133875,96.44970414201184,96.42878585924083,97.5359342915811,95.32163742690058,96.39758559034236,95.19038076152304,97.60479041916167,2.5420296E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,0.94,0.8,0.7,31996.283333333336,156354.56981135486,388.3333333333334,384.8770038898782
2.6190608E7,388.873788413,4.099883080604074E-5,2.6190608E7,97.2,94.38893497978013,94.35483870967741,94.08033826638477,97.20812001354693,97.0649895178197,97.32313575525812,97.26038393154572,98.30148619957538,96.21928166351607,97.15591223454312,95.8592132505176,98.45261121856866,2.6190608E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,0.99,0.8,0.7,49900.79166666668,270214.2406152798,388.3333333333334,384.8770038898782
2.696092E7,400.249164697,4.220119560504116E-5,2.696092E7,97.89999999999999,95.79380848609152,95.96153846153845,95.82504970178925,97.90161283677983,97.97882579403272,97.81477627471384,97.87542443462105,98.64341085271317,97.10743801652893,97.92781525708398,97.32313575525812,98.53249475890985,2.696092E7,408576.0,20.0,20.0,20.0,0.0,100.0,100.0,5.0,1.0,0.8,0.7,41605.350000000035,240131.8992086231,388.3333333333334,384.8770038898782
2.7731232E7,411.542596722,4.339796084237602E-5,2.7731232E7,97.3,94.59943834158751,94.6,94.23076923076923,97.31117231381089,97.33990147783251,97.25888324873097,97.29555672890766,98.40637450199203,96.18473895582329,97.32679291200851,96.29629629629629,98.35728952772074,2.7731232E7,409624.0,20.0,20.0,20.0,0.0,100.0,100.0,6.0,0.99,0.8,0.7,34103.70833333335,180982.7372891651,396.9333333333334,391.9186104268074
2.8501544E7,423.129271983,4.4625801071808185E-5,2.8501544E7,97.89999999999999,95.80050393952725,95.87426326129666,95.75757575757575,97.91184525696475,97.8978978978979,97.9020979020979,97.91289945752189,98.98785425101214,96.83794466403161,97.91079107910792,96.83168316831683,98.98989898989899,2.8501544E7,409624.0,20.0,20.0,20.0,0.0,100.0,100.0,6.0,0.99,0.8,0.7,55468.66666666666,284700.4577189275,396.9333333333334,391.9186104268074
2.9271856E7,434.689232561,4.58480111721173E-5,2.9271856E7,98.5,96.99567377022913,97.0059880239521,96.90721649484536,98.50571831341853,98.43912591050989,98.5563041385948,98.53983578164089,99.36974789915966,97.70992366412213,98.47162446201581,97.52577319587628,99.41747572815534,2.9271856E7,408688.0,20.0,20.0,20.0,0.0,100.0,100.0,6.0,0.99,0.8,0.7,37527.04999999997,234467.05897280932,389.2666666666667,386.77776246187415
3.0042168E7,446.252285744,4.707334816943E-5,3.0042168E7,97.2,94.39226132062245,94.67680608365019,94.52054794520548,97.20218989150814,97.30250481695569,97.0893970893971,97.17345611049946,98.05825242718447,96.28865979381443,97.2309406704587,96.5583173996176,97.9035639412998,3.0042168E7,409624.0,20.0,20.0,20.0,0.0,100.0,100.0,6.0,0.97,0.8,0.7,33869.98333333336,151895.28783359332,396.9333333333334,391.9186104268074
3.081248E7,457.775822876,4.8293972968034374E-5,3.081248E7,98.2,96.38647094722641,96.33401221995926,96.12068965517241,98.20295032208051,98.3050847457627,98.08102345415779,98.14297861417273,99.23954372623575,97.0464135021097,98.26299536798764,97.38805970149254,99.13793103448276,3.081248E7,409448.0,20.0,20.0,20.0,0.0,100.0,100.0,6.0,0.9749677419354837,0.8,0.7,15616.691666666662,75306.09721325603,395.4666666666665,389.5422638817772
3.1582792E7,469.278328891,4.951289378063714E-5,3.1582792E7,97.5,94.99967997951867,94.88752556237219,94.79166666666666,97.52123225385915,97.54178957718781,97.45676500508648,97.49698998795995,99.00199600798403,95.99198396793587,97.54548657825613,96.12403100775194,98.96694214876032,3.1582792E7,409624.0,20.0,20.0,20.0,0.0,100.0,100.0,6.0,0.98,0.8,0.7,37851.22499999999,198232.66962197013,396.9333333333334,391.9186104268074
3.2353104E7,480.80071838,5.073392164541217E-5,3.2353104E7,97.89999999999999,95.79269612046512,95.94594594594594,95.679012345679,97.92415390694242,97.80104712041884,97.99043062200957,97.99770317098928,99.57356076759062,96.42184557438794,97.85071496052906,96.09053497942386,99.61089494163424,3.2353104E7,409624.0,20.0,20.0,20.0,0.0,100.0,100.0,6.0,0.97,0.8,0.7,63562.658333333384,320741.26102500054,396.9333333333334,391.9186104268074
3.3123416E7,492.347667654,5.1957552111137866E-5,3.3123416E7,97.7,95.39952155024122,95.22821576763485,95.27720739219711,97.7113107731788,97.73399014778326,97.66497461928934,97.69556312901007,98.80478087649402,96.5863453815261,97.72706349492258,96.68615984405457,98.76796714579056,3.3123416E7,409624.0,20.0,20.0,20.0,0.0,100.0,100.0,6.0,0.99,0.8,0.7,38484.36666666667,254778.34906931614,396.9333333333334,391.9186104268074
3.3893728E7,503.875142526,5.3179118874060023E-5,3.3893728E7,98.3,96.58840056191049,96.62698412698413,96.50205761316872,98.30207981645025,98.19341126461212,98.3947119924457,98.3535869862243,99.14163090128756,97.56554307116106,98.25062656641603,97.26315789473684,99.23809523809524,3.3893728E7,409624.0,20.0,20.0,20.0,0.0,100.0,100.0,6.0,1.0,0.8,0.7,41884.00000000004,318391.10250801436,396.9333333333334,391.9186104268074
3.466404E7,515.435523179,5.440417266331049E-5,3.466404E7,98.0,95.99927987037667,96.11650485436894,96.00798403193612,98.001176556699,98.0276134122288,97.97160243407707,97.99579957995799,98.41584158415841,97.57575757575758,98.00655412353603,97.64243614931237,98.37067209775967,3.466404E7,409624.0,20.0,20.0,20.0,0.0,100.0,100.0,6.0,0.99,0.8,0.7,66938.83333333334,413162.89462864585,396.9333333333334,391.9186104268074
3.5434352E7,526.981632645,5.5627714134564154E-5,3.5434352E7,97.8,95.60026398416095,95.53752535496956,95.56451612903226,97.8062508500853,97.79559118236473,97.80439121756487,97.80778077807781,98.58585858585859,97.02970297029702,97.80472096995491,97.01789264413519,98.59154929577466,3.5434352E7,409624.0,20.0,20.0,20.0,0.0,100.0,100.0,6.0,0.98,0.8,0.7,70398.66666666666,488726.14437866176,396.9333333333334,391.9186104268074
3.6204664E7,538.56351191,5.685504613219588E-5,3.6204664E7,96.6,93.1978233034571,92.93139293139292,92.79661016949152,96.62280441533144,96.67968750000001,96.51639344262296,96.58698156682027,98.21428571428571,94.95967741935483,96.65865384615384,95.1923076923077,98.125,3.6204664E7,409624.0,20.0,20.0,20.0,0.0,100.0,100.0,6.0,0.94,0.8,0.7,25968.524999999998,123954.26307731972,396.9333333333334,391.9186104268074
3.6974976E7,550.110349968,5.807866481235963E-5,3.6974976E7,98.4,96.80006399872002,96.90522243713733,96.76113360323886,98.40351703955452,98.39357429718876,98.40637450199203,98.40584058405841,98.98989898989899,97.82178217821782,98.40119360477442,97.80439121756487,98.99799599198397,3.6974976E7,409624.0,20.0,20.0,20.0,0.0,100.0,100.0,6.0,0.99,0.8,0.7,20171.033333333347,117200.21703244692,396.9333333333334,391.9186104268074
3.7745288E7,561.622754463,5.92986345671033E-5,3.7745288E7,98.5,96.99415664050915,96.98795180722891,96.82875264270614,98.50496764951926,98.56459330143541,98.42931937172776,98.46561143241641,99.42084942084942,97.5103734439834,98.54435534017195,97.72296015180265,99.36575052854123,3.7745288E7,409624.0,20.0,20.0,20.0,0.0,100.0,100.0,6.0,0.98,0.8,0.7,39281.11666666666,218272.78356977348,396.9333333333334,391.9186104268074
3.85156E7,573.15344542,6.052054213862286E-5,3.85156E7,98.3,96.59970077366809,96.68615984405457,96.5863453815261,98.30767826523777,98.27760891590678,98.3218163869694,98.31898638941247,99.18200408997954,97.4559686888454,98.29637274196388,97.38955823293173,99.20318725099602,3.85156E7,409624.0,20.0,20.0,20.0,0.0,100.0,100.0,6.0,0.99,0.8,0.7,60267.72500000002,317030.9741243771,396.9333333333334,391.9186104268074
3.9285912E7,584.743077649,6.17486957180183E-5,3.9285912E7,98.0,95.99447237187319,96.12403100775194,96.03960396039604,98.0033981914695,97.9209979209979,98.0732177263969,98.032637060019,98.74213836477988,97.32313575525812,97.97417675908318,97.11340206185567,98.83495145631068,3.9285912E7,409624.0,20.0,20.0,20.0,0.0,100.0,100.0,6.0,1.0,0.8,0.7,60661.20833333332,359843.8389127667,396.9333333333334,391.9186104268074
4.0056224E7,596.326619331,6.297620388201568E-5,4.0056224E7,98.3,96.6,96.77419354838709,96.57258064516128,98.31169286897963,98.28109201213347,98.3184965380811,98.3233885200437,99.38650306748467,97.26027397260275,98.3,97.2,99.4,4.0056224E7,409624.0,20.0,20.0,20.0,0.0,100.0,100.0,6.0,0.95,0.8,0.7,61961.01666666663,407080.54311535467,396.9333333333334,391.9186104268074
4.0826536E7,607.992925719,6.421564557344078E-5,4.0826536E7,98.5,97.0,96.96969696969697,97.01195219123507,98.5047537023414,98.48942598187311,98.51042701092354,98.50950786354124,99.18864097363083,97.83037475345168,98.5,97.8,99.2,4.0826536E7,410672.0,20.0,20.0,20.0,0.0,100.0,100.0,7.0,1.0,0.8,0.7,73920.9583333333,490862.323823221,405.5333333333334,398.64887212846816
4.1596848E7,619.769170515,6.546676724667265E-5,4.1596848E7,97.8,95.59339008512768,95.82542694497154,95.44513457556936,97.80628635457381,97.70833333333333,97.88461538461539,97.84461152882206,98.73684210526315,96.95238095238096,97.76799119207287,96.70103092783505,98.83495145631068,4.1596848E7,410672.0,20.0,20.0,20.0,0.0,100.0,100.0,7.0,0.98,0.8,0.7,66004.74166666668,535612.5855748033,405.5333333333334,398.64887212846816
4.236716E7,631.508387908,6.671395508639483E-5,4.236716E7,97.39999999999999,94.79950075207219,94.89194499017681,94.98069498069498,97.40923504200782,97.43589743589745,97.3630831643002,97.39595833533336,98.40637450199203,96.3855421686747,97.42251536885246,96.484375,98.36065573770492,4.236716E7,410672.0,20.0,20.0,20.0,0.0,100.0,100.0,7.0,0.99,0.8,0.7,77781.10000000003,611562.8333871849,405.5333333333334,398.64887212846816
4.3137472E7,643.286643419,6.796529038028071E-5,4.3137472E7,96.7,93.38465239355304,93.20987654320987,93.11064718162838,96.69992805256501,96.85414680648236,96.52996845425868,96.65865384615384,97.6923076923077,95.625,96.74123752302745,96.03024574669186,97.45222929936305,4.3137472E7,410672.0,20.0,20.0,20.0,0.0,100.0,100.0,7.0,0.98,0.8,0.7,13747.983333333334,67504.73862134313,405.5333333333334,398.64887212846816
4.3907784E7,655.035194881,6.921346988213523E-5,4.3907784E7,98.4,96.79883477585841,96.875,96.75456389452333,98.40290508386306,98.36734693877551,98.4313725490196,98.41452822107745,98.97330595482546,97.85575048732943,98.39128469179958,97.76876267748479,99.0138067061144,4.3907784E7,410672.0,20.0,20.0,20.0,0.0,100.0,100.0,7.0,0.99,0.8,0.7,31949.466666666693,176983.89712797018,405.5333333333334,398.64887212846816
4.4678096E7,666.77447483,7.046066436787816E-5,4.4678096E7,98.5,96.98579707582127,96.98189134808854,96.76025917926565,98.4976970067262,98.59681945743685,98.38882921589688,98.45064427659923,99.2467043314501,97.6545842217484,98.5447947343858,97.95539033457248,99.13419913419914,4.4678096E7,410672.0,20.0,20.0,20.0,0.0,100.0,100.0,7.0,0.97,0.8,0.7,39611.22500000004,192765.92984345322,405.5333333333334,398.64887212846816
4.5448408E7,678.545360619,7.170836644626533E-5,4.5448408E7,97.8,95.59690021775329,95.76923076923076,95.5193482688391,97.8172249438306,97.73195876288659,97.86407766990291,97.85745202712451,99.16317991631799,96.55172413793103,97.7770309199155,96.34146341463415,99.21259842519686,4.5448408E7,409736.0,20.0,20.0,20.0,0.0,100.0,100.0,7.0,0.9697355371900825,0.8,0.7,39505.95833333337,238902.93476416534,397.8666666666669,393.7648262292485
4.621872E7,690.236010198,7.295039438605594E-5,4.621872E7,96.7,93.3933404872111,93.4782608695652,93.20987654320987,96.70425250569046,96.58738366080661,96.80542110358179,96.73203531028734,97.4947807933194,95.96928982725528,96.6764856557377,95.69672131147541,97.65625,4.621872E7,410672.0,20.0,20.0,20.0,0.0,100.0,100.0,7.0,0.96,0.8,0.7,49396.69166666667,312584.829947258,405.5333333333334,398.64887212846816
4.6989032E7,702.060592519,7.420611310414252E-5,4.6989032E7,97.3,94.57866161210524,94.61077844311376,94.68503937007874,97.31690779639715,97.11229946524065,97.46478873239435,97.422065971593,98.91067538126362,95.93345656192237,97.21197639361088,95.37815126050421,99.04580152671755,4.6989032E7,410496.0,20.0,20.0,20.0,0.0,100.0,100.0,7.0,0.98,0.8,0.7,25315.2,157409.0607687312,404.0666666666667,396.34497607011804
