learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),members size
294.0,0.023684233,1.3281162686128583E-9,294.0,100.0,?,?,?,294.0,227032.0,1.0
588.0,0.116251959,6.7649280637688935E-9,588.0,100.0,?,?,?,588.0,227032.0,1.0
882.0,0.161943358,9.448536571342912E-9,882.0,100.0,?,?,?,882.0,227032.0,1.0
1176.0,0.199056954,1.1628342052288353E-8,1176.0,100.0,?,?,?,1176.0,227032.0,1.0
1470.0,0.227026107,1.3271063846393176E-8,1470.0,100.0,?,?,?,1470.0,227032.0,1.0
1764.0,0.252219601,1.4750761914598857E-8,1764.0,100.0,?,?,?,1764.0,227032.0,1.0
2058.0,0.276333311,1.6167040661178114E-8,2058.0,100.0,?,?,?,2058.0,227032.0,1.0
2352.0,0.29988314,1.7550200792832506E-8,2352.0,100.0,?,?,?,2352.0,227032.0,1.0
2646.0,0.323374795,1.8929944171121136E-8,2646.0,100.0,?,?,?,2646.0,227032.0,1.0
2940.0,0.344394968,2.0164529154905012E-8,2940.0,100.0,?,?,?,2940.0,227032.0,1.0
3234.0,0.364918028,2.1369917031460334E-8,3234.0,100.0,?,?,?,3234.0,227032.0,1.0
3528.0,0.3852905,2.2566460371696284E-8,3528.0,100.0,?,?,?,3528.0,227032.0,1.0
3822.0,0.405957773,2.3780318359523595E-8,3822.0,100.0,?,?,?,3822.0,227032.0,1.0
4116.0,0.426887943,2.5009617166438448E-8,4116.0,100.0,?,?,?,4116.0,227032.0,1.0
4410.0,0.440739192,2.582314729399979E-8,4410.0,100.0,?,?,?,4410.0,227032.0,1.0
4704.0,0.453962954,2.6599823013763458E-8,4704.0,100.0,?,?,?,4704.0,227032.0,1.0
4998.0,0.466711819,2.7348606446197047E-8,4998.0,100.0,?,?,?,4998.0,227032.0,1.0
5292.0,0.478944244,2.8067057632125085E-8,5292.0,100.0,?,?,?,5292.0,227032.0,1.0
5586.0,0.491210121,2.878747356576845E-8,5586.0,100.0,?,?,?,5586.0,227032.0,1.0
5880.0,0.503257735,2.9495070184256053E-8,5880.0,100.0,?,?,?,5880.0,227032.0,1.0
6174.0,0.515408667,3.020873501404499E-8,6174.0,100.0,?,?,?,6174.0,227032.0,1.0
6468.0,0.528010366,3.094887489565131E-8,6468.0,100.0,?,?,?,6468.0,227032.0,1.0
6762.0,0.54024574,3.166749928620127E-8,6762.0,100.0,?,?,?,6762.0,227032.0,1.0
7056.0,0.552406993,3.2381770302800254E-8,7056.0,100.0,?,?,?,7056.0,227032.0,1.0
7350.0,0.564469371,3.3090234060330936E-8,7350.0,100.0,?,?,?,7350.0,227032.0,1.0
7644.0,0.5771619,3.383570869127909E-8,7644.0,100.0,?,?,?,7644.0,227032.0,1.0
7938.0,0.589762019,3.4575755774206996E-8,7938.0,100.0,?,?,?,7938.0,227032.0,1.0
8232.0,0.602244139,3.5308872381657774E-8,8232.0,100.0,?,?,?,8232.0,227032.0,1.0
8526.0,0.61575402,3.610277222805346E-8,8526.0,99.9,99.72309600815205,0.0,99.57805907172997,8526.0,227152.0,1.0
8820.0,0.628657616,3.6861044109378836E-8,8820.0,99.9,99.79925322198578,0.0,99.8,8820.0,227152.0,1.0
9114.0,0.641091897,3.7591736983427154E-8,9114.0,99.9,99.65445749827228,0.0,99.8,9114.0,227152.0,1.0
9408.0,0.653456021,3.831830712452738E-8,9408.0,100.0,?,?,100.0,9408.0,227152.0,1.0
9702.0,0.665660924,3.9035520741506994E-8,9702.0,100.0,?,?,100.0,9702.0,227152.0,1.0
9996.0,0.677952811,3.975784591973863E-8,9996.0,100.0,?,?,?,9996.0,227152.0,1.0
10290.0,0.691551228,4.055959400570434E-8,10290.0,94.5,0.0,-Infinity,-Infinity,10290.0,227904.0,2.0
10584.0,0.704718325,4.133618443392838E-8,10584.0,93.4,12.18733368813206,-1549.9999999999973,-999.9999999999982,10584.0,227984.0,2.0
10878.0,0.717088955,4.206313689611645E-8,10878.0,93.4,14.292392800561085,-999.9999999999982,-842.8571428571413,10878.0,227152.0,1.0
11172.0,0.729414656,4.2787449133257485E-8,11172.0,93.4,14.292392800561085,-999.9999999999982,-842.8571428571413,11172.0,227152.0,1.0
11466.0,0.741912756,4.3521892291582704E-8,11466.0,100.0,100.0,100.0,100.0,11466.0,227152.0,1.0
11760.0,0.754197545,4.424380036021065E-8,11760.0,100.0,?,?,?,11760.0,227152.0,1.0
12054.0,0.766228154,4.4950771697496784E-8,12054.0,100.0,100.0,100.0,100.0,12054.0,227152.0,1.0
12348.0,0.778236433,4.565643082606916E-8,12348.0,99.1,18.032786885246583,-350.0,-800.0,12348.0,227152.0,1.0
12642.0,0.790065872,4.6351580532054517E-8,12642.0,98.9,51.66959578207377,-83.33333333333334,-37.5,12642.0,227152.0,1.0
12936.0,0.801767472,4.703921785784471E-8,12936.0,98.9,47.12555277831164,-175.0,-57.14285714285714,12936.0,227152.0,1.0
