learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),members size
168.0,0.017705067,9.928287531870107E-10,168.0,100.0,?,?,?,168.0,227032.0,1.0
336.0,0.096709021,5.632994905385292E-9,336.0,100.0,?,?,?,336.0,227032.0,1.0
504.0,0.134195738,7.834715029170943E-9,504.0,100.0,?,?,?,504.0,227032.0,1.0
672.0,0.158637949,9.270287736925399E-9,672.0,100.0,?,?,?,672.0,227032.0,1.0
840.0,0.185574234,1.0852345742819209E-8,840.0,100.0,?,?,?,840.0,227032.0,1.0
1008.0,0.210979822,1.2344500800201462E-8,1008.0,100.0,?,?,?,1008.0,227032.0,1.0
1176.0,0.23583829,1.380452167218344E-8,1176.0,100.0,?,?,?,1176.0,227032.0,1.0
1344.0,0.260319964,1.524241217376457E-8,1344.0,100.0,?,?,?,1344.0,227032.0,1.0
1512.0,0.284047169,1.6635990190470798E-8,1512.0,100.0,?,?,?,1512.0,227032.0,1.0
1680.0,0.307487351,1.8012710387510143E-8,1680.0,100.0,?,?,?,1680.0,227032.0,1.0
1848.0,0.331205289,1.9405744122347483E-8,1848.0,100.0,?,?,?,1848.0,227032.0,1.0
2016.0,0.353518416,2.0716268614009023E-8,2016.0,100.0,?,?,?,2016.0,227032.0,1.0
2184.0,0.373741471,2.1904036194667634E-8,2184.0,100.0,?,?,?,2184.0,227032.0,1.0
2352.0,0.394629513,2.3130860683402668E-8,2352.0,100.0,?,?,?,2352.0,227032.0,1.0
2520.0,0.420032368,2.4622855222564605E-8,2520.0,100.0,?,?,?,2520.0,227032.0,1.0
2688.0,0.441871751,2.590555514643797E-8,2688.0,100.0,?,?,?,2688.0,227032.0,1.0
2856.0,0.461435359,2.7054591201728005E-8,2856.0,100.0,?,?,?,2856.0,227032.0,1.0
3024.0,0.475716289,2.789335792988332E-8,3024.0,100.0,?,?,?,3024.0,227032.0,1.0
3192.0,0.48990358,2.872662492674258E-8,3192.0,100.0,?,?,?,3192.0,227032.0,1.0
3360.0,0.503856127,2.9546104624256908E-8,3360.0,100.0,?,?,?,3360.0,227032.0,1.0
3528.0,0.517770485,3.036334135422069E-8,3528.0,100.0,?,?,?,3528.0,227032.0,1.0
3696.0,0.531924004,3.119462480869558E-8,3696.0,100.0,?,?,?,3696.0,227032.0,1.0
3864.0,0.546131846,3.202909883444094E-8,3864.0,100.0,?,?,?,3864.0,227032.0,1.0
4032.0,0.557167239,3.267724433200434E-8,4032.0,100.0,?,?,?,4032.0,227032.0,1.0
4200.0,0.568366698,3.333502597385397E-8,4200.0,100.0,?,?,?,4200.0,227032.0,1.0
4368.0,0.580707207,3.405982529418543E-8,4368.0,100.0,?,?,?,4368.0,227032.0,1.0
4536.0,0.592951945,3.4778999663738326E-8,4536.0,100.0,?,?,?,4536.0,227032.0,1.0
4704.0,0.605177423,3.5497042829148055E-8,4704.0,100.0,?,?,?,4704.0,227032.0,1.0
