learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),members size
221.0,0.016735675,9.384691593651142E-10,221.0,100.0,?,?,?,221.0,227032.0,1.0
442.0,0.094527306,5.507431531685094E-9,442.0,100.0,?,?,?,442.0,227032.0,1.0
663.0,0.135056968,7.887873981090056E-9,663.0,100.0,?,?,?,663.0,227032.0,1.0
884.0,0.1671557,9.773139745824867E-9,884.0,100.0,?,?,?,884.0,227032.0,1.0
1105.0,0.195288212,1.1425456159743998E-8,1105.0,100.0,?,?,?,1105.0,227032.0,1.0
1326.0,0.22111449,1.2942319746253391E-8,1326.0,100.0,?,?,?,1326.0,227032.0,1.0
1547.0,0.245515227,1.4375456547432888E-8,1547.0,100.0,?,?,?,1547.0,227032.0,1.0
1768.0,0.269026839,1.57563720670032E-8,1768.0,100.0,?,?,?,1768.0,227032.0,1.0
1989.0,0.292758284,1.7150199113074275E-8,1989.0,100.0,?,?,?,1989.0,227032.0,1.0
2210.0,0.316311781,1.85335746786226E-8,2210.0,100.0,?,?,?,2210.0,227032.0,1.0
2431.0,0.339451501,1.9892647738628504E-8,2431.0,100.0,?,?,?,2431.0,227032.0,1.0
2652.0,0.362038905,2.1219281434795508E-8,2652.0,100.0,?,?,?,2652.0,227032.0,1.0
2873.0,0.384247429,2.252366224281283E-8,2873.0,100.0,?,?,?,2873.0,227032.0,1.0
3094.0,0.405622651,2.377910044050258E-8,3094.0,100.0,?,?,?,3094.0,227032.0,1.0
3315.0,0.421419756,2.470691719159484E-8,3315.0,100.0,?,?,?,3315.0,227032.0,1.0
3536.0,0.437155358,2.5631121666029926E-8,3536.0,100.0,?,?,?,3536.0,227032.0,1.0
3757.0,0.4535415,2.6593534527967375E-8,3757.0,100.0,?,?,?,3757.0,227032.0,1.0
3978.0,0.469027365,2.7503071114079407E-8,3978.0,100.0,?,?,?,3978.0,227032.0,1.0
4199.0,0.484518847,2.8412937605366527E-8,4199.0,100.0,?,?,?,4199.0,227032.0,1.0
4420.0,0.499931038,2.9318147071330913E-8,4420.0,100.0,?,?,?,4420.0,227032.0,1.0
4641.0,0.512783758,3.007303025486983E-8,4641.0,100.0,?,?,?,4641.0,227032.0,1.0
