learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),members size
101.0,0.011445412,6.418125458475617E-10,101.0,100.0,?,?,?,101.0,227032.0,1.0
202.0,0.081741413,4.770531527116481E-9,202.0,100.0,?,?,?,202.0,227032.0,1.0
303.0,0.119722224,7.001271442174912E-9,303.0,100.0,?,?,?,303.0,227032.0,1.0
404.0,0.154447174,9.04078376363135E-9,404.0,100.0,?,?,?,404.0,227032.0,1.0
505.0,0.186711156,1.0935755212927858E-8,505.0,100.0,?,?,?,505.0,227032.0,1.0
606.0,0.214578205,1.257248009800704E-8,606.0,100.0,?,?,?,606.0,227032.0,1.0
707.0,0.237545024,1.3921398104661041E-8,707.0,100.0,?,?,?,707.0,227032.0,1.0
808.0,0.259214284,1.519410613640315E-8,808.0,100.0,?,?,?,808.0,227032.0,1.0
909.0,0.280272809,1.6430943661272112E-8,909.0,100.0,?,?,?,909.0,227032.0,1.0
1010.0,0.300182296,1.7600294345733193E-8,1010.0,100.0,?,?,?,1010.0,227032.0,1.0
1111.0,0.320132526,1.877203800269713E-8,1111.0,100.0,?,?,?,1111.0,227032.0,1.0
1212.0,0.339739345,1.9923611984375037E-8,1212.0,100.0,?,?,?,1212.0,227032.0,1.0
1313.0,0.359501298,2.1084297504139443E-8,1313.0,100.0,?,?,?,1313.0,227032.0,1.0
1414.0,0.379157559,2.2238775379651535E-8,1414.0,100.0,?,?,?,1414.0,227032.0,1.0
1515.0,0.392750221,2.303711782882404E-8,1515.0,100.0,?,?,?,1515.0,227032.0,1.0
1616.0,0.406622384,2.3851876305474175E-8,1616.0,100.0,?,?,?,1616.0,227032.0,1.0
1717.0,0.420260949,2.465291479118789E-8,1717.0,100.0,?,?,?,1717.0,227032.0,1.0
1818.0,0.433894939,2.54536845718676E-8,1818.0,100.0,?,?,?,1818.0,227032.0,1.0
1919.0,0.447874756,2.6274765927584632E-8,1919.0,100.0,?,?,?,1919.0,227032.0,1.0
2020.0,0.461438845,2.7071430189011408E-8,2020.0,100.0,?,?,?,2020.0,227032.0,1.0
2121.0,0.475544853,2.789992316373313E-8,2121.0,100.0,?,?,?,2121.0,227032.0,1.0
2222.0,0.489709595,2.8731865782491444E-8,2222.0,100.0,?,?,?,2222.0,227032.0,1.0
2323.0,0.505204703,2.9641945240872183E-8,2323.0,100.0,?,?,?,2323.0,227032.0,1.0
2424.0,0.52044156,3.053685675526658E-8,2424.0,100.0,?,?,?,2424.0,227032.0,1.0
2525.0,0.535937809,3.1447003228389134E-8,2525.0,100.0,?,?,?,2525.0,227032.0,1.0
2626.0,0.551116531,3.233850028001806E-8,2626.0,100.0,?,?,?,2626.0,227032.0,1.0
2727.0,0.566213202,3.322517820230374E-8,2727.0,100.0,?,?,?,2727.0,227032.0,1.0
2828.0,0.581121808,3.410081043885813E-8,2828.0,100.0,?,?,?,2828.0,227032.0,1.0
2929.0,0.595792982,3.49624975008476E-8,2929.0,100.0,?,?,?,2929.0,227032.0,1.0
3030.0,0.61078639,3.5843110442165685E-8,3030.0,100.0,?,?,?,3030.0,227032.0,1.0
3131.0,0.625849113,3.672779448499902E-8,3131.0,100.0,?,?,?,3131.0,227032.0,1.0
3232.0,0.641030538,3.761945029284804E-8,3232.0,100.0,?,?,?,3232.0,227032.0,1.0
3333.0,0.655748444,3.8483882081318225E-8,3333.0,100.0,?,?,?,3333.0,227032.0,1.0
3434.0,0.670822823,3.9369250719971534E-8,3434.0,100.0,?,?,?,3434.0,227032.0,1.0
3535.0,0.685837248,4.025109805991251E-8,3535.0,100.0,?,?,?,3535.0,227032.0,1.0
3636.0,0.700792772,4.1129485947348994E-8,3636.0,100.0,?,?,?,3636.0,227032.0,1.0
3737.0,0.715835467,4.201299367883345E-8,3737.0,100.0,?,?,?,3737.0,227032.0,1.0
3838.0,0.730752545,4.2889123504250814E-8,3838.0,100.0,?,?,?,3838.0,227032.0,1.0
3939.0,0.74474209,4.3710776217906824E-8,3939.0,100.0,?,?,?,3939.0,227032.0,1.0
4040.0,0.756856895,4.442231918829388E-8,4040.0,100.0,?,?,?,4040.0,227032.0,1.0
4141.0,0.768737383,4.512009993847251E-8,4141.0,100.0,?,?,?,4141.0,227032.0,1.0
4242.0,0.780639379,4.5819143925344344E-8,4242.0,100.0,?,?,?,4242.0,227032.0,1.0
4343.0,0.792214591,4.649899479618708E-8,4343.0,100.0,?,?,?,4343.0,227032.0,1.0
4444.0,0.803595482,4.7167432545518686E-8,4444.0,100.0,?,?,?,4444.0,227032.0,1.0
4545.0,0.814986421,4.7836460447458317E-8,4545.0,100.0,?,?,?,4545.0,227032.0,1.0
4646.0,0.826464916,4.8510630805782116E-8,4646.0,100.0,?,?,?,4646.0,227032.0,1.0
4747.0,0.837801517,4.917646725545117E-8,4747.0,100.0,?,?,?,4747.0,227032.0,1.0
4848.0,0.849314188,4.985264488442902E-8,4848.0,100.0,?,?,?,4848.0,227032.0,1.0
4949.0,0.860665481,5.051934424434062E-8,4949.0,100.0,?,?,?,4949.0,227032.0,1.0
5050.0,0.872358583,5.1206119188726336E-8,5050.0,100.0,?,?,?,5050.0,227032.0,1.0
5151.0,0.884009437,5.189041276693135E-8,5151.0,100.0,?,?,?,5151.0,227032.0,1.0
5252.0,0.896431019,5.261997377539879E-8,5252.0,100.0,?,?,?,5252.0,227032.0,1.0
5353.0,0.91343534,5.361869435519805E-8,5353.0,100.0,?,?,?,5353.0,227032.0,1.0
5454.0,0.930539315,5.462326794733808E-8,5454.0,100.0,?,?,?,5454.0,227032.0,1.0
5555.0,0.94747081,5.561771121286267E-8,5555.0,100.0,?,?,?,5555.0,227032.0,1.0
5656.0,0.964825724,5.663702329080135E-8,5656.0,100.0,?,?,?,5656.0,227032.0,1.0
5757.0,0.981654978,5.762546160083261E-8,5757.0,100.0,?,?,?,5757.0,227032.0,1.0
5858.0,0.998349125,5.8605964625392904E-8,5858.0,100.0,?,?,?,5858.0,227032.0,1.0
5959.0,1.014505197,5.955486470762016E-8,5959.0,100.0,?,?,?,5959.0,227032.0,1.0
6060.0,1.029962862,6.046274501352257E-8,6060.0,100.0,?,?,?,6060.0,227032.0,1.0
6161.0,1.045377803,6.136811599617407E-8,6161.0,100.0,?,?,?,6161.0,227032.0,1.0
6262.0,1.06105168,6.228869515515032E-8,6262.0,100.0,?,?,?,6262.0,227032.0,1.0
6363.0,1.076245782,6.318109552556024E-8,6363.0,100.0,?,?,?,6363.0,227032.0,1.0
6464.0,1.091647323,6.408567948144546E-8,6464.0,100.0,?,?,?,6464.0,227032.0,1.0
6565.0,1.107107127,6.499368541796378E-8,6565.0,100.0,?,?,?,6565.0,227032.0,1.0
6666.0,1.118404459,6.565721546807426E-8,6666.0,100.0,?,?,?,6666.0,227032.0,1.0
6767.0,1.128884944,6.627276936497949E-8,6767.0,100.0,?,?,?,6767.0,227032.0,1.0
6868.0,1.13903662,6.686901121084057E-8,6868.0,100.0,?,?,?,6868.0,227032.0,1.0
6969.0,1.14959099,6.748890462062834E-8,6969.0,100.0,?,?,?,6969.0,227032.0,1.0
7070.0,1.159858521,6.809195101768395E-8,7070.0,100.0,?,?,?,7070.0,227032.0,1.0
7171.0,1.170710848,6.872934443748656E-8,7171.0,100.0,?,?,?,7171.0,227032.0,1.0
7272.0,1.181033863,6.933564959522127E-8,7272.0,100.0,?,?,?,7272.0,227032.0,1.0
7373.0,1.191298623,6.99385332421896E-8,7373.0,100.0,?,?,?,7373.0,227032.0,1.0
7474.0,1.201670303,7.054769665795272E-8,7474.0,100.0,?,?,?,7474.0,227032.0,1.0
7575.0,1.211946832,7.115127153760855E-8,7575.0,100.0,?,?,?,7575.0,227032.0,1.0
7676.0,1.222490206,7.177051911558126E-8,7676.0,100.0,?,?,?,7676.0,227032.0,1.0
7777.0,1.23264872,7.23671625800265E-8,7777.0,100.0,?,?,?,7777.0,227032.0,1.0
7878.0,1.242832089,7.29652658616565E-8,7878.0,100.0,?,?,?,7878.0,227032.0,1.0
7979.0,1.253079069,7.3567105229826E-8,7979.0,100.0,?,?,?,7979.0,227032.0,1.0
8080.0,1.263495718,7.417890982519005E-8,8080.0,100.0,?,?,?,8080.0,227032.0,1.0
8181.0,1.273678937,7.477700429681894E-8,8181.0,100.0,?,?,?,8181.0,227032.0,1.0
8282.0,1.284100082,7.538907295728307E-8,8282.0,100.0,?,?,?,8282.0,227032.0,1.0
8383.0,1.295013815,7.603041176347267E-8,8383.0,99.9,99.41008518369947,0.0,98.93617021276596,8383.0,227152.0,1.0
8484.0,1.305317494,7.663590112162544E-8,8484.0,99.9,99.68085785408822,0.0,99.48717948717949,8484.0,227152.0,1.0
8585.0,1.315535403,7.723635025848942E-8,8585.0,99.9,99.75982322989721,0.0,99.66216216216216,8585.0,227152.0,1.0
8686.0,1.325647998,7.783061068292704E-8,8686.0,99.9,99.79104677209052,0.0,99.74811083123426,8686.0,227152.0,1.0
8787.0,1.335900571,7.843309682842755E-8,8787.0,99.9,99.79999519988479,0.0,99.79919678714859,8787.0,227152.0,1.0
8888.0,1.346220952,7.903956766933614E-8,8888.0,99.9,99.79192502642552,0.0,99.8,8888.0,227152.0,1.0
8989.0,1.357901416,7.972847704242085E-8,8989.0,97.8,94.89568639097186,-633.3333333333333,95.63492063492063,8989.0,227984.0,2.0
