learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),members size
241.0,0.016657324,9.340755512730944E-10,241.0,100.0,?,?,?,241.0,227032.0,1.0
482.0,0.079664302,4.6346858608267385E-9,482.0,100.0,?,?,?,482.0,227032.0,1.0
723.0,0.114641098,6.6889899392219066E-9,723.0,100.0,?,?,?,723.0,227032.0,1.0
964.0,0.14571975,8.514342997707429E-9,964.0,100.0,?,?,?,964.0,227032.0,1.0
1205.0,0.176384972,1.0315413931119775E-8,1205.0,100.0,?,?,?,1205.0,227032.0,1.0
1446.0,0.199457903,1.1670564250029211E-8,1446.0,100.0,?,?,?,1446.0,227032.0,1.0
1687.0,0.224599025,1.3147186335712259E-8,1687.0,100.0,?,?,?,1687.0,227032.0,1.0
1928.0,0.248199871,1.4533342866212546E-8,1928.0,100.0,?,?,?,1928.0,227032.0,1.0
2169.0,0.266763663,1.562365638767059E-8,2169.0,100.0,?,?,?,2169.0,227032.0,1.0
2410.0,0.285234542,1.6708512818237977E-8,2410.0,100.0,?,?,?,2410.0,227032.0,1.0
2651.0,0.302998667,1.775185922528514E-8,2651.0,100.0,?,?,?,2651.0,227032.0,1.0
2892.0,0.321130184,1.881678379186326E-8,2892.0,100.0,?,?,?,2892.0,227032.0,1.0
3133.0,0.343726168,2.0143921420094043E-8,3133.0,100.0,?,?,?,3133.0,227032.0,1.0
3374.0,0.365889814,2.1445666393244434E-8,3374.0,100.0,?,?,?,3374.0,227032.0,1.0
3615.0,0.388162765,2.275383121420733E-8,3615.0,100.0,?,?,?,3615.0,227032.0,1.0
3856.0,0.410341894,2.4056485555672813E-8,3856.0,100.0,?,?,?,3856.0,227032.0,1.0
4097.0,0.431892212,2.532220772639745E-8,4097.0,100.0,?,?,?,4097.0,227032.0,1.0
4338.0,0.453610045,2.659776861270062E-8,4338.0,100.0,?,?,?,4338.0,227032.0,1.0
4579.0,0.474663727,2.7834321692000248E-8,4579.0,100.0,?,?,?,4579.0,227032.0,1.0
4820.0,0.490297264,2.875253154800998E-8,4820.0,100.0,?,?,?,4820.0,227032.0,1.0
